Episode,Score,Steps,AvgScore,Epsilon,QStates
5666,1,17,3.91,0.0100,5648
5667,3,43,3.90,0.0100,5648
5668,4,71,3.91,0.0100,5649
5669,5,46,3.89,0.0100,5650
5670,3,35,3.91,0.0100,5651
5671,4,38,3.94,0.0100,5653
5672,0,29,3.89,0.0100,5653
5673,1,131,3.89,0.0100,5653
5674,6,78,3.89,0.0100,5659
5675,4,68,3.92,0.0100,5659
5676,3,51,3.92,0.0100,5660
5677,7,110,3.94,0.0100,5666
5678,5,54,3.97,0.0100,5668
5679,3,49,3.93,0.0100,5668
5680,2,36,3.91,0.0100,5668
5681,2,38,3.85,0.0100,5668
5682,7,118,3.91,0.0100,5670
5683,2,41,3.86,0.0100,5670
5684,2,26,3.87,0.0100,5670
5685,2,17,3.87,0.0100,5670
5686,2,67,3.84,0.0100,5671
5687,2,24,3.85,0.0100,5672
5688,1,15,3.80,0.0100,5672
5689,3,61,3.83,0.0100,5672
5690,1,23,3.81,0.0100,5675
5691,4,96,3.79,0.0100,5676
5692,3,39,3.81,0.0100,5676
5693,8,107,3.84,0.0100,5678
5694,4,32,3.82,0.0100,5679
5695,6,68,3.82,0.0100,5680
5696,0,41,3.77,0.0100,5680
5697,0,41,3.75,0.0100,5680
5698,7,103,3.76,0.0100,5684
5699,1,12,3.71,0.0100,5684
5700,2,34,3.68,0.0100,5684
5701,0,24,3.66,0.0100,5685
5702,4,38,3.66,0.0100,5685
5703,1,16,3.64,0.0100,5685
5704,3,31,3.65,0.0100,5686
5705,4,82,3.67,0.0100,5688
5706,5,54,3.67,0.0100,5689
5707,5,97,3.71,0.0100,5691
5708,4,35,3.73,0.0100,5693
5709,6,73,3.76,0.0100,5696
5710,1,16,3.72,0.0100,5696
5711,2,20,3.72,0.0100,5696
5712,6,93,3.74,0.0100,5697
5713,3,44,3.70,0.0100,5697
5714,4,25,3.71,0.0100,5697
5715,6,76,3.72,0.0100,5698
5716,3,33,3.73,0.0100,5698
5717,5,59,3.77,0.0100,5698
5718,8,102,3.81,0.0100,5700
5719,1,22,3.77,0.0100,5700
5720,2,38,3.77,0.0100,5700
5721,4,41,3.75,0.0100,5700
5722,8,126,3.76,0.0100,5700
5723,9,81,3.78,0.0100,5700
5724,8,180,3.81,0.0100,5703
5725,2,45,3.78,0.0100,5703
5726,6,121,3.83,0.0100,5703
5727,2,37,3.81,0.0100,5704
5728,6,99,3.86,0.0100,5704
5729,4,100,3.83,0.0100,5705
5730,7,103,3.85,0.0100,5706
5731,6,77,3.89,0.0100,5706
5732,1,15,3.83,0.0100,5706
5733,2,37,3.84,0.0100,5706
5734,2,71,3.81,0.0100,5708
5735,4,31,3.82,0.0100,5708
5736,1,17,3.80,0.0100,5708
5737,3,52,3.77,0.0100,5708
5738,6,88,3.78,0.0100,5710
5739,3,49,3.74,0.0100,5710
5740,5,72,3.72,0.0100,5710
5741,6,107,3.77,0.0100,5711
5742,3,55,3.75,0.0100,5711
5743,2,24,3.72,0.0100,5711
5744,1,16,3.71,0.0100,5711
5745,3,24,3.67,0.0100,5711
5746,3,55,3.65,0.0100,5711
5747,6,84,3.68,0.0100,5712
5748,7,101,3.70,0.0100,5714
5749,3,67,3.72,0.0100,5715
5750,8,153,3.78,0.0100,5716
5751,7,46,3.81,0.0100,5718
5752,3,30,3.81,0.0100,5718
5753,2,47,3.78,0.0100,5718
5754,1,10,3.76,0.0100,5718
5755,3,44,3.74,0.0100,5718
5756,3,51,3.71,0.0100,5719
5757,6,87,3.72,0.0100,5719
5758,4,52,3.73,0.0100,5720
5759,3,21,3.68,0.0100,5720
5760,4,69,3.69,0.0100,5721
5761,6,73,3.68,0.0100,5722
5762,3,37,3.71,0.0100,5722
5763,1,17,3.67,0.0100,5722
5764,4,36,3.66,0.0100,5723
5765,4,30,3.68,0.0100,5723
5766,2,49,3.69,0.0100,5724
5767,2,43,3.68,0.0100,5725
5768,0,31,3.64,0.0100,5728
5769,3,55,3.62,0.0100,5729
5770,3,60,3.62,0.0100,5730
5771,2,29,3.60,0.0100,5730
5772,5,78,3.65,0.0100,5732
5773,4,33,3.68,0.0100,5734
5774,4,27,3.66,0.0100,5734
5775,7,107,3.69,0.0100,5737
5776,1,24,3.67,0.0100,5737
5777,5,87,3.65,0.0100,5738
5778,2,37,3.62,0.0100,5738
5779,6,47,3.65,0.0100,5738
5780,3,41,3.66,0.0100,5738
5781,4,81,3.68,0.0100,5738
5782,2,29,3.63,0.0100,5739
5783,3,67,3.64,0.0100,5740
5784,3,88,3.65,0.0100,5741
5785,1,28,3.64,0.0100,5741
5786,5,130,3.67,0.0100,5744
5787,6,104,3.71,0.0100,5744
5788,7,111,3.77,0.0100,5746
5789,3,18,3.77,0.0100,5747
5790,4,37,3.80,0.0100,5750
5791,4,32,3.80,0.0100,5750
5792,2,17,3.79,0.0100,5750
5793,5,51,3.76,0.0100,5751
5794,3,27,3.75,0.0100,5751
5795,5,57,3.74,0.0100,5752
5796,3,89,3.77,0.0100,5754
5797,6,110,3.83,0.0100,5754
5798,4,65,3.80,0.0100,5754
5799,4,171,3.83,0.0100,5756
5800,3,82,3.84,0.0100,5757
5801,1,26,3.85,0.0100,5757
5802,4,46,3.85,0.0100,5759
5803,3,53,3.87,0.0100,5759
5804,5,101,3.89,0.0100,5761
5805,10,124,3.95,0.0100,5766
5806,7,109,3.97,0.0100,5767
5807,5,284,3.97,0.0100,5767
5808,2,58,3.95,0.0100,5769
5809,1,49,3.90,0.0100,5769
5810,4,58,3.93,0.0100,5769
5811,5,73,3.96,0.0100,5769
5812,9,151,3.99,0.0100,5772
5813,2,52,3.98,0.0100,5772
5814,3,43,3.97,0.0100,5775
5815,1,14,3.92,0.0100,5775
5816,5,78,3.94,0.0100,5775
5817,1,23,3.90,0.0100,5776
5818,7,146,3.89,0.0100,5779
5819,2,67,3.90,0.0100,5780
5820,3,40,3.91,0.0100,5781
5821,6,149,3.93,0.0100,5781
5822,1,57,3.86,0.0100,5782
5823,4,52,3.81,0.0100,5782
5824,6,73,3.79,0.0100,5784
5825,7,77,3.84,0.0100,5785
5826,4,95,3.82,0.0100,5788
5827,1,9,3.81,0.0100,5788
5828,5,33,3.80,0.0100,5788
5829,2,77,3.78,0.0100,5789
5830,5,109,3.76,0.0100,5789
5831,3,26,3.73,0.0100,5790
5832,4,45,3.76,0.0100,5790
5833,2,28,3.76,0.0100,5790
5834,1,10,3.75,0.0100,5790
5835,0,22,3.71,0.0100,5790
5836,2,16,3.72,0.0100,5790
5837,5,63,3.74,0.0100,5790
5838,1,26,3.69,0.0100,5790
5839,3,85,3.69,0.0100,5791
5840,5,76,3.69,0.0100,5792
5841,2,27,3.65,0.0100,5792
5842,6,79,3.68,0.0100,5794
5843,6,98,3.72,0.0100,5794
5844,2,41,3.73,0.0100,5794
5845,2,19,3.72,0.0100,5794
5846,2,19,3.71,0.0100,5794
5847,4,44,3.69,0.0100,5795
5848,5,97,3.67,0.0100,5796
5849,4,31,3.68,0.0100,5796
5850,7,67,3.67,0.0100,5798
5851,6,71,3.66,0.0100,5800
5852,3,25,3.66,0.0100,5801
5853,3,35,3.67,0.0100,5801
5854,3,33,3.69,0.0100,5802
5855,9,96,3.75,0.0100,5806
5856,3,41,3.75,0.0100,5806
5857,5,59,3.74,0.0100,5807
5858,4,59,3.74,0.0100,5808
5859,9,97,3.80,0.0100,5813
5860,3,31,3.79,0.0100,5813
5861,3,59,3.76,0.0100,5813
5862,5,54,3.78,0.0100,5813
5863,3,37,3.80,0.0100,5813
5864,5,109,3.81,0.0100,5816
5865,5,79,3.82,0.0100,5817
5866,5,149,3.85,0.0100,5818
5867,6,65,3.89,0.0100,5818
5868,1,25,3.90,0.0100,5818
5869,6,156,3.93,0.0100,5823
5870,3,27,3.93,0.0100,5825
5871,6,121,3.97,0.0100,5831
5872,6,87,3.98,0.0100,5832
5873,4,46,3.98,0.0100,5832
5874,4,84,3.98,0.0100,5832
5875,4,39,3.95,0.0100,5833
5876,2,18,3.96,0.0100,5834
5877,5,61,3.96,0.0100,5834
5878,4,25,3.98,0.0100,5834
5879,6,66,3.98,0.0100,5835
5880,7,105,4.02,0.0100,5837
5881,1,19,3.99,0.0100,5840
5882,4,51,4.01,0.0100,5840
5883,4,68,4.02,0.0100,5840
5884,8,83,4.07,0.0100,5845
5885,9,128,4.15,0.0100,5849
5886,2,16,4.12,0.0100,5850
5887,3,33,4.09,0.0100,5850
5888,3,47,4.05,0.0100,5851
5889,3,40,4.05,0.0100,5851
5890,2,28,4.03,0.0100,5851
5891,4,55,4.03,0.0100,5851
5892,10,105,4.11,0.0100,5854
5893,10,90,4.16,0.0100,5854
5894,9,124,4.22,0.0100,5854
5895,1,43,4.18,0.0100,5854
5896,2,32,4.17,0.0100,5854
5897,6,93,4.17,0.0100,5856
5898,1,8,4.14,0.0100,5856
5899,1,27,4.11,0.0100,5856
5900,5,73,4.13,0.0100,5856
5901,2,30,4.14,0.0100,5856
5902,2,227,4.12,0.0100,5857
5903,1,36,4.10,0.0100,5857
5904,1,21,4.06,0.0100,5857
5905,2,67,3.98,0.0100,5858
5906,1,11,3.92,0.0100,5858
5907,8,104,3.95,0.0100,5859
5908,1,11,3.94,0.0100,5859
5909,1,23,3.94,0.0100,5859
5910,5,48,3.95,0.0100,5859
5911,2,29,3.92,0.0100,5859
5912,3,42,3.86,0.0100,5859
5913,3,57,3.87,0.0100,5860
5914,6,73,3.90,0.0100,5862
5915,4,67,3.93,0.0100,5863
5916,2,257,3.90,0.0100,5863
5917,5,71,3.94,0.0100,5866
5918,8,148,3.95,0.0100,5870
5919,5,85,3.98,0.0100,5872
5920,4,68,3.99,0.0100,5872
5921,1,35,3.94,0.0100,5872
5922,2,8,3.95,0.0100,5872
5923,5,53,3.96,0.0100,5873
5924,2,17,3.92,0.0100,5873
5925,3,38,3.88,0.0100,5876
5926,2,45,3.86,0.0100,5877
5927,2,15,3.87,0.0100,5877
5928,7,95,3.89,0.0100,5878
5929,5,53,3.92,0.0100,5878
5930,1,16,3.88,0.0100,5879
5931,5,89,3.90,0.0100,5881
5932,1,19,3.87,0.0100,5881
5933,2,26,3.87,0.0100,5881
5934,3,89,3.89,0.0100,5881
5935,3,49,3.92,0.0100,5882
5936,3,43,3.93,0.0100,5883
5937,7,83,3.95,0.0100,5885
5938,4,49,3.98,0.0100,5885
5939,1,17,3.96,0.0100,5885
5940,4,86,3.95,0.0100,5885
5941,4,136,3.97,0.0100,5885
5942,5,59,3.96,0.0100,5886
5943,4,45,3.94,0.0100,5886
5944,4,41,3.96,0.0100,5886
5945,5,68,3.99,0.0100,5889
5946,4,83,4.01,0.0100,5890
5947,4,37,4.01,0.0100,5891
5948,4,45,4.00,0.0100,5891
5949,3,39,3.99,0.0100,5891
5950,4,51,3.96,0.0100,5892
5951,2,35,3.92,0.0100,5892
5952,4,63,3.93,0.0100,5893
5953,2,60,3.92,0.0100,5897
5954,5,87,3.94,0.0100,5898
5955,2,32,3.87,0.0100,5898
5956,2,33,3.86,0.0100,5898
5957,7,116,3.88,0.0100,5898
5958,3,28,3.87,0.0100,5899
5959,4,39,3.82,0.0100,5899
5960,6,38,3.85,0.0100,5900
5961,5,125,3.87,0.0100,5902
5962,5,46,3.87,0.0100,5904
5963,3,62,3.87,0.0100,5905
5964,1,25,3.83,0.0100,5905
5965,1,21,3.79,0.0100,5905
5966,6,71,3.80,0.0100,5908
5967,6,176,3.80,0.0100,5909
5968,1,29,3.80,0.0100,5909
5969,3,26,3.77,0.0100,5909
5970,4,31,3.78,0.0100,5909
5971,5,107,3.77,0.0100,5911
5972,1,12,3.72,0.0100,5912
5973,4,58,3.72,0.0100,5914
5974,2,50,3.70,0.0100,5915
5975,2,25,3.68,0.0100,5915
5976,8,84,3.74,0.0100,5917
5977,2,26,3.71,0.0100,5917
5978,7,99,3.74,0.0100,5920
5979,9,128,3.77,0.0100,5922
5980,7,122,3.77,0.0100,5924
5981,3,66,3.79,0.0100,5924
5982,5,57,3.80,0.0100,5924
5983,2,19,3.78,0.0100,5924
5984,8,80,3.78,0.0100,5928
5985,4,40,3.73,0.0100,5928
5986,1,23,3.72,0.0100,5928
5987,4,65,3.73,0.0100,5929
5988,8,98,3.78,0.0100,5929
5989,1,20,3.76,0.0100,5930
5990,2,21,3.76,0.0100,5931
5991,7,103,3.79,0.0100,5934
5992,7,98,3.76,0.0100,5938
5993,3,37,3.69,0.0100,5940
5994,2,52,3.62,0.0100,5940
5995,2,47,3.63,0.0100,5940
5996,2,37,3.63,0.0100,5940
5997,5,65,3.62,0.0100,5941
5998,1,15,3.62,0.0100,5941
5999,3,41,3.64,0.0100,5942
6000,2,37,3.61,0.0100,5943
6001,5,111,3.64,0.0100,5943
6002,5,90,3.67,0.0100,5944
6003,3,41,3.69,0.0100,5946
6004,2,36,3.70,0.0100,5947
6005,2,31,3.70,0.0100,5948
6006,4,193,3.73,0.0100,5948
6007,8,123,3.73,0.0100,5950
6008,4,58,3.76,0.0100,5951
6009,2,21,3.77,0.0100,5951
6010,3,41,3.75,0.0100,5951
6011,7,125,3.80,0.0100,5958
6012,4,35,3.81,0.0100,5960
6013,4,38,3.82,0.0100,5961
6014,9,150,3.85,0.0100,5967
6015,7,73,3.88,0.0100,5967
6016,3,62,3.89,0.0100,5967
6017,3,51,3.87,0.0100,5967
6018,6,111,3.85,0.0100,5969
6019,8,105,3.88,0.0100,5970
6020,7,89,3.91,0.0100,5971
6021,3,72,3.93,0.0100,5974
6022,7,106,3.98,0.0100,5974
6023,4,55,3.97,0.0100,5974
6024,2,20,3.97,0.0100,5975
6025,1,12,3.95,0.0100,5975
6026,3,64,3.96,0.0100,5975
6027,7,140,4.01,0.0100,5976
6028,1,18,3.95,0.0100,5977
6029,4,66,3.94,0.0100,5977
6030,5,48,3.98,0.0100,5978
6031,6,95,3.99,0.0100,5980
6032,6,126,4.04,0.0100,5980
6033,3,55,4.05,0.0100,5981
6034,3,27,4.05,0.0100,5981
6035,1,20,4.03,0.0100,5981
6036,4,48,4.04,0.0100,5981
6037,5,89,4.02,0.0100,5981
6038,1,9,3.99,0.0100,5981
6039,3,71,4.01,0.0100,5981
6040,5,94,4.02,0.0100,5982
6041,4,38,4.02,0.0100,5983
6042,1,17,3.98,0.0100,5984
6043,6,91,4.00,0.0100,5986
6044,6,80,4.02,0.0100,5986
6045,7,142,4.04,0.0100,5987
6046,7,101,4.07,0.0100,5988
6047,1,21,4.04,0.0100,5988
6048,1,19,4.01,0.0100,5988
6049,4,77,4.02,0.0100,5989
6050,2,18,4.00,0.0100,5990
6051,4,66,4.02,0.0100,5991
6052,1,17,3.99,0.0100,5991
6053,6,103,4.03,0.0100,5992
6054,4,69,4.02,0.0100,5993
6055,8,106,4.08,0.0100,5996
6056,1,21,4.07,0.0100,5997
6057,5,68,4.05,0.0100,5998
6058,1,24,4.03,0.0100,5998
6059,6,89,4.05,0.0100,5999
6060,5,169,4.04,0.0100,5999
6061,2,36,4.01,0.0100,5999
6062,4,36,4.00,0.0100,5999
6063,6,91,4.03,0.0100,6000
6064,10,156,4.12,0.0100,6003
6065,3,31,4.14,0.0100,6003
6066,3,46,4.11,0.0100,6006
6067,4,36,4.09,0.0100,6006
6068,4,36,4.12,0.0100,6007
6069,1,18,4.10,0.0100,6008
6070,6,84,4.12,0.0100,6009
6071,4,42,4.11,0.0100,6009
6072,4,44,4.14,0.0100,6010
6073,1,24,4.11,0.0100,6010
6074,3,69,4.12,0.0100,6011
6075,6,104,4.16,0.0100,6011
6076,8,132,4.16,0.0100,6012
6077,6,91,4.20,0.0100,6014
6078,3,41,4.16,0.0100,6014
6079,0,9,4.07,0.0100,6014
6080,5,60,4.05,0.0100,6015
6081,1,15,4.03,0.0100,6015
6082,4,36,4.02,0.0100,6015
6083,5,49,4.05,0.0100,6015
6084,4,33,4.01,0.0100,6015
6085,3,67,4.00,0.0100,6016
6086,4,65,4.03,0.0100,6018
6087,4,75,4.03,0.0100,6019
6088,8,107,4.03,0.0100,6019
6089,2,28,4.04,0.0100,6019
6090,2,41,4.04,0.0100,6019
6091,2,67,3.99,0.0100,6020
6092,1,8,3.93,0.0100,6020
6093,5,118,3.95,0.0100,6020
6094,9,81,4.02,0.0100,6022
6095,4,55,4.04,0.0100,6023
6096,2,20,4.04,0.0100,6024
6097,5,72,4.04,0.0100,6026
6098,3,51,4.06,0.0100,6028
6099,3,37,4.06,0.0100,6028
6100,6,73,4.10,0.0100,6029
6101,2,41,4.07,0.0100,6029
6102,2,44,4.04,0.0100,6030
6103,3,64,4.04,0.0100,6030
6104,6,59,4.08,0.0100,6030
6105,2,35,4.08,0.0100,6030
6106,5,108,4.09,0.0100,6030
6107,2,34,4.03,0.0100,6030
6108,1,29,4.00,0.0100,6030
6109,6,113,4.04,0.0100,6034
6110,4,48,4.05,0.0100,6035
6111,3,27,4.01,0.0100,6036
6112,1,23,3.98,0.0100,6036
6113,7,120,4.01,0.0100,6039
6114,8,302,4.00,0.0100,6039
6115,4,94,3.97,0.0100,6039
6116,6,109,4.00,0.0100,6042
6117,3,46,4.00,0.0100,6042
6118,1,63,3.95,0.0100,6042
6119,1,17,3.88,0.0100,6042
6120,4,36,3.85,0.0100,6042
6121,4,114,3.86,0.0100,6042
6122,8,89,3.87,0.0100,6044
6123,2,22,3.85,0.0100,6044
6124,5,77,3.88,0.0100,6047
6125,3,26,3.90,0.0100,6047
6126,4,53,3.91,0.0100,6048
6127,1,16,3.85,0.0100,6049
6128,3,66,3.87,0.0100,6049
6129,2,17,3.85,0.0100,6050
6130,3,28,3.83,0.0100,6050
6131,4,70,3.81,0.0100,6050
6132,4,81,3.79,0.0100,6051
6133,6,102,3.82,0.0100,6053
6134,6,104,3.85,0.0100,6054
6135,6,65,3.90,0.0100,6056
6136,2,30,3.88,0.0100,6057
6137,3,62,3.86,0.0100,6057
6138,5,62,3.90,0.0100,6058
6139,8,97,3.95,0.0100,6059
6140,3,72,3.93,0.0100,6060
6141,2,21,3.91,0.0100,6060
6142,1,25,3.91,0.0100,6060
6143,3,48,3.88,0.0100,6060
6144,7,75,3.89,0.0100,6061
6145,8,66,3.90,0.0100,6061
6146,5,79,3.88,0.0100,6062
6147,2,32,3.89,0.0100,6063
6148,1,15,3.89,0.0100,6063
6149,2,48,3.87,0.0100,6064
6150,10,143,3.95,0.0100,6066
6151,4,81,3.95,0.0100,6067
6152,1,10,3.95,0.0100,6067
6153,3,35,3.92,0.0100,6067
6154,7,74,3.95,0.0100,6070
6155,2,13,3.89,0.0100,6071
6156,4,39,3.92,0.0100,6071
6157,5,80,3.92,0.0100,6072
6158,8,123,3.99,0.0100,6073
6159,9,100,4.02,0.0100,6074
6160,3,26,4.00,0.0100,6075
6161,3,37,4.01,0.0100,6075
6162,2,22,3.99,0.0100,6075
6163,4,85,3.97,0.0100,6075
6164,2,21,3.89,0.0100,6075
6165,1,10,3.87,0.0100,6075
6166,9,107,3.93,0.0100,6078
6167,3,23,3.92,0.0100,6078
6168,6,90,3.94,0.0100,6078
6169,0,25,3.93,0.0100,6078
6170,5,87,3.92,0.0100,6081
6171,7,94,3.95,0.0100,6082
6172,5,38,3.96,0.0100,6083
6173,3,45,3.98,0.0100,6083
6174,7,89,4.02,0.0100,6085
6175,5,141,4.01,0.0100,6087
6176,2,66,3.95,0.0100,6087
6177,0,19,3.89,0.0100,6087
6178,3,39,3.89,0.0100,6087
6179,1,16,3.90,0.0100,6087
6180,2,16,3.87,0.0100,6088
6181,2,22,3.88,0.0100,6089
6182,2,31,3.86,0.0100,6089
6183,3,60,3.84,0.0100,6090
6184,2,25,3.82,0.0100,6090
6185,5,102,3.84,0.0100,6092
6186,2,17,3.82,0.0100,6092
6187,4,53,3.82,0.0100,6094
6188,5,49,3.79,0.0100,6096
6189,4,54,3.81,0.0100,6097
6190,3,44,3.82,0.0100,6098
6191,6,69,3.86,0.0100,6099
6192,6,135,3.91,0.0100,6109
6193,2,29,3.88,0.0100,6109
6194,1,12,3.80,0.0100,6109
6195,4,70,3.80,0.0100,6111
6196,3,28,3.81,0.0100,6111
6197,3,33,3.79,0.0100,6113
6198,4,48,3.80,0.0100,6113
6199,2,23,3.79,0.0100,6114
6200,10,145,3.83,0.0100,6117
6201,6,75,3.87,0.0100,6118
6202,3,31,3.88,0.0100,6118
6203,7,67,3.92,0.0100,6119
6204,3,40,3.89,0.0100,6119
6205,2,42,3.89,0.0100,6119
6206,1,18,3.85,0.0100,6119
6207,5,59,3.88,0.0100,6119
6208,3,19,3.90,0.0100,6120
6209,5,66,3.89,0.0100,6120
6210,10,89,3.95,0.0100,6124
6211,2,22,3.94,0.0100,6124
6212,3,27,3.96,0.0100,6126
6213,5,57,3.94,0.0100,6127
6214,5,69,3.91,0.0100,6127
6215,2,31,3.89,0.0100,6128
6216,2,67,3.85,0.0100,6128
6217,2,32,3.84,0.0100,6128
6218,5,73,3.88,0.0100,6130
6219,11,171,3.98,0.0100,6132
6220,5,105,3.99,0.0100,6134
6221,7,76,4.02,0.0100,6134
6222,1,31,3.95,0.0100,6134
6223,4,243,3.97,0.0100,6135
6224,6,85,3.98,0.0100,6137
6225,1,21,3.96,0.0100,6137
6226,4,41,3.96,0.0100,6138
6227,2,75,3.97,0.0100,6138
6228,7,119,4.01,0.0100,6138
6229,5,71,4.04,0.0100,6140
6230,6,73,4.07,0.0100,6140
6231,13,183,4.16,0.0100,6142
6232,5,88,4.17,0.0100,6143
6233,6,113,4.17,0.0100,6144
6234,4,93,4.15,0.0100,6144
6235,5,74,4.14,0.0100,6145
6236,4,48,4.16,0.0100,6146
6237,2,27,4.15,0.0100,6146
6238,3,16,4.13,0.0100,6147
6239,4,52,4.09,0.0100,6147
6240,2,24,4.08,0.0100,6147
6241,1,24,4.07,0.0100,6147
6242,5,77,4.11,0.0100,6147
6243,2,21,4.10,0.0100,6149
6244,4,78,4.07,0.0100,6149
6245,9,122,4.08,0.0100,6150
6246,3,25,4.06,0.0100,6151
6247,2,53,4.06,0.0100,6152
6248,1,32,4.06,0.0100,6152
6249,0,22,4.04,0.0100,6152
6250,5,69,3.99,0.0100,6153
6251,3,81,3.98,0.0100,6153
6252,3,61,4.00,0.0100,6153
6253,1,12,3.98,0.0100,6153
6254,1,29,3.92,0.0100,6153
6255,3,98,3.93,0.0100,6153
6256,3,71,3.92,0.0100,6153
6257,6,89,3.93,0.0100,6155
6258,5,59,3.90,0.0100,6157
6259,2,26,3.83,0.0100,6157
6260,1,23,3.81,0.0100,6157
6261,4,42,3.82,0.0100,6159
6262,2,24,3.82,0.0100,6161
6263,6,99,3.84,0.0100,6162
6264,3,59,3.85,0.0100,6162
6265,6,61,3.90,0.0100,6165
6266,1,36,3.82,0.0100,6165
6267,5,75,3.84,0.0100,6166
6268,6,103,3.84,0.0100,6167
6269,4,59,3.88,0.0100,6167
6270,8,167,3.91,0.0100,6169
6271,2,51,3.86,0.0100,6169
6272,3,52,3.84,0.0100,6170
6273,2,23,3.83,0.0100,6171
6274,7,124,3.83,0.0100,6171
6275,2,23,3.80,0.0100,6172
6276,2,25,3.80,0.0100,6173
6277,6,111,3.86,0.0100,6173
6278,4,64,3.87,0.0100,6174
6279,3,68,3.89,0.0100,6175
6280,5,56,3.92,0.0100,6177
6281,2,43,3.92,0.0100,6177
6282,3,66,3.93,0.0100,6178
6283,5,87,3.95,0.0100,6179
6284,4,28,3.97,0.0100,6179
6285,6,118,3.98,0.0100,6180
6286,2,36,3.98,0.0100,6181
6287,6,94,4.00,0.0100,6181
6288,6,86,4.01,0.0100,6181
6289,3,55,4.00,0.0100,6181
6290,1,21,3.98,0.0100,6181
6291,6,109,3.98,0.0100,6182
6292,9,122,4.01,0.0100,6184
6293,2,16,4.01,0.0100,6184
6294,3,23,4.03,0.0100,6186
6295,6,74,4.05,0.0100,6186
6296,7,127,4.09,0.0100,6190
6297,6,83,4.12,0.0100,6192
6298,2,17,4.10,0.0100,6192
6299,7,99,4.15,0.0100,6194
6300,6,95,4.11,0.0100,6194
6301,3,50,4.08,0.0100,6196
6302,2,50,4.07,0.0100,6196
6303,7,102,4.07,0.0100,6198
6304,4,71,4.08,0.0100,6199
6305,7,128,4.13,0.0100,6199
6306,5,88,4.17,0.0100,6200
6307,5,66,4.17,0.0100,6200
6308,3,40,4.17,0.0100,6201
6309,4,29,4.16,0.0100,6201
6310,4,50,4.10,0.0100,6201
6311,2,31,4.10,0.0100,6201
6312,2,24,4.09,0.0100,6201
6313,1,26,4.05,0.0100,6201
6314,3,77,4.03,0.0100,6201
6315,7,128,4.08,0.0100,6203
6316,2,48,4.08,0.0100,6203
6317,3,38,4.09,0.0100,6203
6318,4,73,4.08,0.0100,6203
6319,6,84,4.03,0.0100,6204
6320,3,22,4.01,0.0100,6204
6321,9,87,4.03,0.0100,6206
6322,2,72,4.04,0.0100,6208
6323,7,122,4.07,0.0100,6212
6324,4,83,4.05,0.0100,6214
6325,5,103,4.09,0.0100,6214
6326,4,71,4.09,0.0100,6215
6327,3,38,4.10,0.0100,6215
6328,5,77,4.08,0.0100,6217
6329,2,41,4.05,0.0100,6217
6330,7,91,4.06,0.0100,6220
6331,3,32,3.96,0.0100,6222
6332,6,78,3.97,0.0100,6224
6333,6,90,3.97,0.0100,6224
6334,2,25,3.95,0.0100,6225
6335,7,132,3.97,0.0100,6225
6336,7,88,4.00,0.0100,6230
6337,5,93,4.03,0.0100,6230
6338,2,73,4.02,0.0100,6231
6339,4,49,4.02,0.0100,6233
6340,1,15,4.01,0.0100,6233
6341,9,443,4.09,0.0100,6235
6342,1,19,4.05,0.0100,6235
6343,3,66,4.06,0.0100,6235
6344,3,85,4.05,0.0100,6236
6345,5,68,4.01,0.0100,6237
6346,2,48,4.00,0.0100,6237
6347,5,102,4.03,0.0100,6240
6348,3,47,4.05,0.0100,6241
6349,4,39,4.09,0.0100,6243
6350,5,53,4.09,0.0100,6244
6351,4,99,4.10,0.0100,6248
6352,5,91,4.12,0.0100,6249
6353,5,78,4.16,0.0100,6251
6354,4,68,4.19,0.0100,6252
6355,4,60,4.20,0.0100,6252
6356,9,212,4.26,0.0100,6255
6357,4,43,4.24,0.0100,6255
6358,8,177,4.27,0.0100,6256
6359,2,29,4.27,0.0100,6256
6360,5,78,4.31,0.0100,6259
6361,3,73,4.30,0.0100,6260
6362,2,24,4.30,0.0100,6261
6363,1,11,4.25,0.0100,6261
6364,4,58,4.26,0.0100,6261
6365,5,65,4.25,0.0100,6263
6366,9,216,4.33,0.0100,6270
6367,6,81,4.34,0.0100,6271
6368,8,127,4.36,0.0100,6274
6369,5,91,4.37,0.0100,6277
6370,7,91,4.36,0.0100,6277
6371,3,173,4.37,0.0100,6277
6372,3,67,4.37,0.0100,6278
6373,6,77,4.41,0.0100,6280
6374,4,46,4.38,0.0100,6282
6375,4,74,4.40,0.0100,6282
6376,4,55,4.42,0.0100,6282
6377,3,32,4.39,0.0100,6282
6378,5,89,4.40,0.0100,6283
6379,4,71,4.41,0.0100,6285
6380,5,51,4.41,0.0100,6286
6381,2,40,4.41,0.0100,6286
6382,5,100,4.43,0.0100,6287
6383,9,80,4.47,0.0100,6289
6384,3,32,4.46,0.0100,6289
6385,4,45,4.44,0.0100,6289
6386,1,19,4.43,0.0100,6290
6387,3,27,4.40,0.0100,6290
6388,8,103,4.42,0.0100,6292
6389,1,37,4.40,0.0100,6292
6390,5,76,4.44,0.0100,6293
6391,3,67,4.41,0.0100,6293
6392,3,45,4.35,0.0100,6293
6393,1,28,4.34,0.0100,6294
6394,2,51,4.33,0.0100,6294
6395,2,53,4.29,0.0100,6294
6396,3,35,4.25,0.0100,6294
6397,2,13,4.21,0.0100,6294
6398,2,27,4.21,0.0100,6294
6399,5,59,4.19,0.0100,6295
6400,5,110,4.18,0.0100,6296
