Episode,Score,Steps,AvgScore,Epsilon,QStates
295,0,13,0.12,0.2268,953
296,0,19,0.12,0.2257,955
297,0,7,0.12,0.2245,955
298,0,8,0.12,0.2234,955
299,1,22,0.13,0.2223,958
300,0,7,0.13,0.2212,958
301,0,11,0.12,0.2201,961
302,1,27,0.13,0.2190,963
303,0,6,0.13,0.2179,964
304,1,23,0.14,0.2168,967
305,2,17,0.16,0.2157,972
306,0,34,0.14,0.2146,972
307,1,27,0.15,0.2136,977
308,0,10,0.15,0.2125,980
309,0,29,0.14,0.2114,981
310,0,10,0.14,0.2104,981
311,0,27,0.14,0.2093,984
312,0,26,0.14,0.2083,985
313,0,6,0.14,0.2072,986
314,0,23,0.14,0.2062,989
315,0,6,0.14,0.2052,989
316,0,11,0.14,0.2041,989
317,0,42,0.14,0.2031,990
318,0,26,0.13,0.2021,991
319,0,7,0.13,0.2011,991
320,1,19,0.14,0.2001,994
321,0,5,0.14,0.1991,995
322,0,19,0.14,0.1981,998
323,1,12,0.15,0.1971,1000
324,0,7,0.15,0.1961,1000
325,0,10,0.15,0.1951,1000
326,0,19,0.15,0.1942,1001
327,1,13,0.16,0.1932,1002
328,0,27,0.16,0.1922,1006
329,0,21,0.16,0.1913,1006
330,0,20,0.16,0.1903,1007
331,0,12,0.16,0.1893,1008
332,1,19,0.17,0.1884,1013
333,1,29,0.18,0.1875,1016
334,0,11,0.17,0.1865,1016
335,0,10,0.17,0.1856,1016
336,1,14,0.18,0.1847,1020
337,0,7,0.18,0.1837,1021
338,0,41,0.18,0.1828,1022
339,0,11,0.17,0.1819,1023
340,0,18,0.17,0.1810,1024
341,0,60,0.17,0.1801,1024
342,0,60,0.17,0.1792,1030
343,0,10,0.17,0.1783,1031
344,0,8,0.17,0.1774,1031
345,0,10,0.17,0.1765,1032
346,1,51,0.18,0.1756,1037
347,0,13,0.18,0.1748,1040
348,1,21,0.19,0.1739,1040
349,0,15,0.19,0.1730,1040
350,0,11,0.19,0.1721,1041
351,0,7,0.19,0.1713,1041
352,0,9,0.19,0.1704,1042
353,0,7,0.19,0.1696,1042
354,0,17,0.19,0.1687,1043
355,0,8,0.19,0.1679,1044
356,0,37,0.19,0.1670,1048
357,1,25,0.20,0.1662,1051
358,0,21,0.20,0.1654,1053
359,0,16,0.20,0.1646,1053
360,0,21,0.19,0.1637,1055
361,1,51,0.20,0.1629,1058
362,0,29,0.20,0.1621,1061
363,1,14,0.21,0.1613,1062
364,0,15,0.21,0.1605,1063
365,1,10,0.22,0.1597,1063
366,0,25,0.22,0.1589,1063
367,0,14,0.22,0.1581,1063
368,0,6,0.21,0.1573,1063
369,0,33,0.21,0.1565,1063
370,0,15,0.21,0.1557,1065
371,0,12,0.21,0.1549,1067
372,0,17,0.21,0.1542,1069
373,1,29,0.22,0.1534,1073
374,0,12,0.22,0.1526,1073
375,0,9,0.22,0.1519,1074
376,0,7,0.22,0.1511,1074
377,0,22,0.22,0.1504,1076
378,0,23,0.22,0.1496,1079
379,0,31,0.22,0.1489,1081
380,0,29,0.22,0.1481,1081
381,0,11,0.22,0.1474,1083
382,0,12,0.22,0.1466,1085
383,0,9,0.22,0.1459,1085
384,0,36,0.22,0.1452,1086
385,0,10,0.22,0.1444,1086
386,0,11,0.22,0.1437,1086
387,0,13,0.22,0.1430,1086
388,0,11,0.22,0.1423,1087
389,0,12,0.22,0.1416,1087
390,1,18,0.22,0.1409,1090
391,0,15,0.21,0.1402,1091
392,0,32,0.21,0.1395,1091
393,2,32,0.22,0.1388,1094
394,0,18,0.22,0.1381,1098
395,0,12,0.22,0.1374,1099
396,1,17,0.23,0.1367,1102
397,0,58,0.23,0.1360,1104
398,0,8,0.23,0.1353,1104
399,0,7,0.22,0.1347,1105
400,0,8,0.22,0.1340,1105
401,0,42,0.22,0.1333,1108
402,0,24,0.21,0.1326,1109
403,0,7,0.21,0.1320,1110
404,0,7,0.20,0.1313,1110
405,0,17,0.18,0.1307,1110
406,1,16,0.19,0.1300,1112
407,0,12,0.18,0.1294,1112
408,0,9,0.18,0.1287,1112
409,0,11,0.18,0.1281,1113
410,0,18,0.18,0.1274,1114
411,0,13,0.18,0.1268,1114
412,0,8,0.18,0.1262,1115
413,1,31,0.19,0.1255,1121
414,0,13,0.19,0.1249,1123
415,0,12,0.19,0.1243,1124
416,0,13,0.19,0.1237,1125
417,0,23,0.19,0.1230,1126
418,0,10,0.19,0.1224,1128
419,0,38,0.19,0.1218,1130
420,0,21,0.18,0.1212,1130
421,1,24,0.19,0.1206,1134
422,0,33,0.19,0.1200,1135
423,0,10,0.18,0.1194,1136
424,2,44,0.20,0.1188,1138
425,0,17,0.20,0.1182,1138
426,0,7,0.20,0.1176,1139
427,0,5,0.19,0.1170,1140
428,0,28,0.19,0.1164,1140
429,0,45,0.19,0.1159,1141
430,0,16,0.19,0.1153,1141
431,0,26,0.19,0.1147,1144
432,0,6,0.18,0.1141,1145
433,1,16,0.18,0.1136,1147
434,0,14,0.18,0.1130,1148
435,0,7,0.18,0.1124,1148
436,0,24,0.17,0.1119,1148
437,0,26,0.17,0.1113,1148
438,0,14,0.17,0.1107,1148
439,1,8,0.18,0.1102,1149
440,0,20,0.18,0.1096,1149
441,0,30,0.18,0.1091,1150
442,0,9,0.18,0.1085,1151
443,0,19,0.18,0.1080,1152
444,0,16,0.18,0.1075,1152
445,0,26,0.18,0.1069,1152
446,0,15,0.17,0.1064,1152
447,1,14,0.18,0.1059,1153
448,0,9,0.17,0.1053,1153
449,0,32,0.17,0.1048,1154
450,0,11,0.17,0.1043,1155
451,0,14,0.17,0.1038,1155
452,0,21,0.17,0.1032,1158
453,0,5,0.17,0.1027,1159
454,0,34,0.17,0.1022,1162
455,0,18,0.17,0.1017,1164
456,1,12,0.18,0.1012,1166
457,0,10,0.17,0.1007,1166
458,0,19,0.17,0.1002,1167
459,0,5,0.17,0.0997,1168
460,0,5,0.17,0.0992,1168
461,0,10,0.16,0.0987,1170
462,0,21,0.16,0.0982,1170
463,0,12,0.15,0.0977,1170
464,0,31,0.15,0.0972,1171
465,0,8,0.14,0.0967,1171
466,1,13,0.15,0.0962,1173
467,0,8,0.15,0.0958,1173
468,0,8,0.15,0.0953,1173
469,0,11,0.15,0.0948,1176
470,0,14,0.15,0.0943,1176
471,0,14,0.15,0.0939,1177
472,1,15,0.16,0.0934,1177
473,0,25,0.15,0.0929,1177
474,0,23,0.15,0.0925,1177
475,0,31,0.15,0.0920,1179
476,0,10,0.15,0.0915,1179
477,0,17,0.15,0.0911,1179
478,0,21,0.15,0.0906,1180
479,1,30,0.16,0.0902,1182
480,0,11,0.16,0.0897,1185
481,0,23,0.16,0.0893,1186
482,0,7,0.16,0.0888,1186
483,0,11,0.16,0.0884,1186
484,0,12,0.16,0.0879,1187
485,0,8,0.16,0.0875,1187
486,0,7,0.16,0.0871,1187
487,0,25,0.16,0.0866,1187
488,0,6,0.16,0.0862,1187
489,0,22,0.16,0.0858,1189
490,0,9,0.15,0.0853,1189
491,0,19,0.15,0.0849,1192
492,1,9,0.16,0.0845,1192
493,0,19,0.14,0.0841,1193
494,1,35,0.15,0.0836,1197
495,1,19,0.16,0.0832,1198
496,0,5,0.15,0.0828,1198
497,0,9,0.15,0.0824,1199
498,1,11,0.16,0.0820,1200
499,0,45,0.16,0.0816,1201
500,0,61,0.16,0.0812,1205
501,0,13,0.16,0.0808,1205
502,0,56,0.16,0.0804,1205
503,0,21,0.16,0.0800,1206
504,0,9,0.16,0.0796,1207
505,0,21,0.16,0.0792,1207
506,1,8,0.16,0.0788,1207
507,0,36,0.16,0.0784,1212
508,0,16,0.16,0.0780,1214
509,0,17,0.16,0.0776,1215
510,0,16,0.16,0.0772,1216
511,0,11,0.16,0.0768,1217
512,0,38,0.16,0.0764,1220
513,0,26,0.15,0.0760,1222
514,0,21,0.15,0.0757,1223
515,0,13,0.15,0.0753,1225
516,0,9,0.15,0.0749,1226
517,1,29,0.16,0.0745,1228
518,2,11,0.18,0.0742,1229
519,0,7,0.18,0.0738,1229
520,0,18,0.18,0.0734,1230
521,0,10,0.17,0.0731,1230
522,0,10,0.17,0.0727,1230
523,0,12,0.17,0.0723,1230
524,1,14,0.16,0.0720,1231
525,0,12,0.16,0.0716,1231
526,0,25,0.16,0.0712,1232
527,2,39,0.18,0.0709,1237
528,0,48,0.18,0.0705,1237
529,0,23,0.18,0.0702,1240
530,0,10,0.18,0.0698,1240
531,0,25,0.18,0.0695,1241
532,0,15,0.18,0.0691,1242
533,0,22,0.17,0.0688,1243
534,0,21,0.17,0.0684,1243
535,0,25,0.17,0.0681,1245
536,0,26,0.17,0.0678,1245
537,0,15,0.17,0.0674,1247
538,0,32,0.17,0.0671,1247
539,0,11,0.16,0.0668,1248
540,0,13,0.16,0.0664,1248
541,1,26,0.17,0.0661,1248
542,0,12,0.17,0.0658,1249
543,0,16,0.17,0.0654,1249
544,0,6,0.17,0.0651,1249
545,0,17,0.17,0.0648,1249
546,1,27,0.18,0.0645,1250
547,0,22,0.17,0.0641,1252
548,1,26,0.18,0.0638,1257
549,0,8,0.18,0.0635,1257
550,0,5,0.18,0.0632,1258
551,0,13,0.18,0.0629,1258
552,1,17,0.19,0.0625,1259
553,0,15,0.19,0.0622,1259
554,0,18,0.19,0.0619,1259
555,0,6,0.19,0.0616,1260
556,0,13,0.18,0.0613,1261
557,0,22,0.18,0.0610,1261
558,0,8,0.18,0.0607,1263
559,0,8,0.18,0.0604,1265
560,0,16,0.18,0.0601,1265
561,1,11,0.19,0.0598,1265
562,0,25,0.19,0.0595,1265
563,0,8,0.19,0.0592,1265
564,1,18,0.20,0.0589,1265
565,0,37,0.20,0.0586,1267
566,0,11,0.19,0.0583,1268
567,0,7,0.19,0.0580,1268
568,0,7,0.19,0.0577,1268
569,0,6,0.19,0.0574,1268
570,2,20,0.21,0.0571,1268
571,0,7,0.21,0.0569,1268
572,0,12,0.20,0.0566,1269
573,1,8,0.21,0.0563,1269
574,0,11,0.21,0.0560,1272
575,1,20,0.22,0.0557,1274
576,0,13,0.22,0.0555,1278
577,0,28,0.22,0.0552,1279
578,1,15,0.23,0.0549,1280
579,0,12,0.22,0.0546,1280
580,0,16,0.22,0.0544,1281
581,1,16,0.23,0.0541,1285
582,0,33,0.23,0.0538,1290
583,0,24,0.23,0.0535,1290
584,0,22,0.23,0.0533,1291
585,2,30,0.25,0.0530,1296
586,0,7,0.25,0.0527,1296
587,1,20,0.26,0.0525,1297
588,0,15,0.26,0.0522,1297
589,1,16,0.27,0.0520,1299
590,0,22,0.27,0.0517,1300
591,0,19,0.27,0.0514,1301
592,0,17,0.26,0.0512,1303
593,0,13,0.26,0.0509,1303
594,0,25,0.25,0.0507,1303
595,2,33,0.26,0.0504,1306
596,0,13,0.26,0.0502,1307
597,1,27,0.27,0.0499,1307
598,0,19,0.26,0.0497,1307
599,0,14,0.26,0.0494,1307
600,0,13,0.26,0.0492,1308
601,1,14,0.27,0.0489,1308
602,0,9,0.27,0.0487,1308
603,1,9,0.28,0.0484,1308
604,0,13,0.28,0.0482,1308
605,0,17,0.28,0.0479,1308
606,1,19,0.28,0.0477,1313
607,1,13,0.29,0.0475,1314
608,1,12,0.30,0.0472,1314
609,0,27,0.30,0.0470,1315
610,0,15,0.30,0.0468,1316
611,0,12,0.30,0.0465,1317
612,0,23,0.30,0.0463,1318
613,0,7,0.30,0.0461,1318
614,1,41,0.31,0.0458,1318
615,1,13,0.32,0.0456,1319
616,0,20,0.32,0.0454,1319
617,0,8,0.31,0.0452,1319
618,1,12,0.30,0.0449,1321
619,0,9,0.30,0.0447,1321
620,0,7,0.30,0.0445,1321
621,0,9,0.30,0.0443,1323
622,0,6,0.30,0.0440,1323
623,0,26,0.30,0.0438,1323
624,0,8,0.29,0.0436,1324
625,0,21,0.29,0.0434,1324
626,1,32,0.30,0.0432,1324
627,0,12,0.28,0.0429,1324
628,0,23,0.28,0.0427,1327
629,0,15,0.28,0.0425,1327
630,2,48,0.30,0.0423,1329
631,1,9,0.31,0.0421,1329
632,1,53,0.32,0.0419,1332
633,0,21,0.32,0.0417,1332
634,1,25,0.33,0.0415,1332
635,0,20,0.33,0.0413,1334
636,0,7,0.33,0.0410,1334
637,0,26,0.33,0.0408,1335
638,1,20,0.34,0.0406,1338
639,0,67,0.34,0.0404,1342
640,0,14,0.34,0.0402,1343
641,0,7,0.33,0.0400,1344
642,1,22,0.34,0.0398,1344
643,0,8,0.34,0.0396,1345
644,0,7,0.34,0.0394,1345
645,0,18,0.34,0.0392,1345
646,0,18,0.33,0.0390,1345
647,0,45,0.33,0.0388,1345
648,0,20,0.32,0.0387,1345
649,1,23,0.33,0.0385,1348
650,0,43,0.33,0.0383,1348
651,1,8,0.34,0.0381,1349
652,0,24,0.33,0.0379,1350
653,0,14,0.33,0.0377,1350
654,0,10,0.33,0.0375,1351
655,0,8,0.33,0.0373,1351
656,0,8,0.33,0.0371,1351
657,0,11,0.33,0.0369,1351
658,1,31,0.34,0.0368,1351
659,0,6,0.34,0.0366,1351
660,0,10,0.34,0.0364,1351
661,0,40,0.33,0.0362,1353
662,0,8,0.33,0.0360,1353
663,0,7,0.33,0.0359,1353
664,1,21,0.33,0.0357,1355
665,0,14,0.33,0.0355,1355
666,1,10,0.34,0.0353,1356
667,0,11,0.34,0.0351,1357
668,1,19,0.35,0.0350,1357
669,0,11,0.35,0.0348,1358
670,2,17,0.35,0.0346,1361
671,1,58,0.36,0.0344,1366
672,0,7,0.36,0.0343,1367
673,0,13,0.35,0.0341,1367
674,0,15,0.35,0.0339,1369
675,0,7,0.34,0.0338,1369
676,1,11,0.35,0.0336,1369
677,0,13,0.35,0.0334,1370
678,0,12,0.34,0.0333,1371
679,0,17,0.34,0.0331,1373
680,1,15,0.35,0.0329,1375
681,0,8,0.34,0.0328,1375
682,0,46,0.34,0.0326,1376
683,0,11,0.34,0.0324,1377
684,1,16,0.35,0.0323,1382
685,0,9,0.33,0.0321,1382
686,0,12,0.33,0.0319,1382
687,1,23,0.33,0.0318,1382
688,0,16,0.33,0.0316,1383
689,0,11,0.32,0.0315,1383
690,1,10,0.33,0.0313,1385
691,0,15,0.33,0.0312,1386
692,0,13,0.33,0.0310,1386
693,1,9,0.34,0.0308,1387
694,0,15,0.34,0.0307,1388
695,1,11,0.33,0.0305,1389
696,0,9,0.33,0.0304,1390
697,0,29,0.32,0.0302,1391
698,0,11,0.32,0.0301,1392
699,0,39,0.32,0.0299,1392
700,0,44,0.32,0.0298,1397
701,0,11,0.31,0.0296,1399
702,0,23,0.31,0.0295,1403
703,0,9,0.30,0.0293,1403
704,0,7,0.30,0.0292,1403
705,0,33,0.30,0.0290,1403
706,2,40,0.31,0.0289,1405
707,1,67,0.31,0.0288,1413
708,0,8,0.30,0.0286,1414
709,1,11,0.31,0.0285,1415
710,1,25,0.32,0.0283,1415
711,0,10,0.32,0.0282,1417
712,0,17,0.32,0.0280,1418
713,2,15,0.34,0.0279,1419
714,0,17,0.33,0.0278,1419
715,0,15,0.32,0.0276,1420
716,0,20,0.32,0.0275,1420
717,2,27,0.34,0.0274,1421
718,1,8,0.34,0.0272,1422
719,0,8,0.34,0.0271,1422
720,0,7,0.34,0.0269,1423
721,0,7,0.34,0.0268,1424
722,1,10,0.35,0.0267,1424
723,1,11,0.36,0.0265,1425
724,0,15,0.36,0.0264,1425
725,0,19,0.36,0.0263,1426
726,0,28,0.35,0.0261,1427
727,0,60,0.35,0.0260,1428
728,0,27,0.35,0.0259,1428
729,0,15,0.35,0.0258,1429
730,0,13,0.33,0.0256,1431
731,0,13,0.32,0.0255,1432
732,0,71,0.31,0.0254,1437
733,1,11,0.32,0.0252,1438
734,0,31,0.31,0.0251,1439
735,0,11,0.31,0.0250,1440
736,1,17,0.32,0.0249,1444
737,0,25,0.32,0.0247,1444
738,1,22,0.32,0.0246,1444
739,1,13,0.33,0.0245,1446
740,1,11,0.34,0.0244,1446
741,1,17,0.35,0.0243,1447
742,0,40,0.34,0.0241,1447
743,0,22,0.34,0.0240,1447
744,0,33,0.34,0.0239,1447
745,0,13,0.34,0.0238,1447
746,0,7,0.34,0.0237,1447
747,0,10,0.34,0.0235,1447
748,0,21,0.34,0.0234,1449
749,0,13,0.33,0.0233,1451
750,0,12,0.33,0.0232,1454
751,0,49,0.32,0.0231,1456
752,0,13,0.32,0.0229,1457
753,0,18,0.32,0.0228,1457
754,1,21,0.33,0.0227,1457
755,1,15,0.34,0.0226,1459
756,0,13,0.34,0.0225,1460
757,0,13,0.34,0.0224,1460
758,0,8,0.33,0.0223,1461
759,0,18,0.33,0.0222,1461
760,2,38,0.35,0.0220,1462
761,1,23,0.36,0.0219,1468
762,1,68,0.37,0.0218,1470
763,2,13,0.39,0.0217,1470
764,0,6,0.38,0.0216,1471
765,1,10,0.39,0.0215,1471
766,0,13,0.38,0.0214,1471
767,0,15,0.38,0.0213,1472
768,0,35,0.37,0.0212,1472
769,0,9,0.37,0.0211,1473
770,0,11,0.35,0.0210,1474
771,0,12,0.34,0.0209,1475
772,1,21,0.35,0.0208,1477
773,0,14,0.35,0.0207,1478
774,0,17,0.35,0.0206,1478
775,1,10,0.36,0.0205,1478
776,0,16,0.35,0.0203,1479
777,1,9,0.36,0.0202,1480
778,0,31,0.36,0.0201,1480
779,0,12,0.36,0.0200,1480
780,1,14,0.36,0.0199,1481
781,0,9,0.36,0.0198,1481
782,2,24,0.38,0.0197,1483
783,0,35,0.38,0.0196,1483
784,0,6,0.37,0.0195,1484
785,1,13,0.38,0.0195,1485
786,1,10,0.39,0.0194,1485
787,0,9,0.38,0.0193,1485
788,0,11,0.38,0.0192,1486
789,0,29,0.38,0.0191,1488
790,1,19,0.38,0.0190,1490
791,1,14,0.39,0.0189,1491
