Episode,Score,Steps,AvgScore,Epsilon
1808,7,46,14.42,0.0100
1809,9,87,14.24,0.0100
1810,20,228,14.12,0.0100
1811,19,178,14.27,0.0100
1812,8,78,14.28,0.0100
1813,15,145,14.26,0.0100
1814,10,89,14.15,0.0100
1815,21,195,14.13,0.0100
1816,8,75,14.07,0.0100
1817,6,43,14.10,0.0100
1818,16,176,14.15,0.0100
1819,2,14,13.85,0.0100
1820,4,43,13.75,0.0100
1821,2,16,13.76,0.0100
1822,10,105,13.68,0.0100
1823,7,51,13.74,0.0100
1824,11,101,13.71,0.0100
1825,35,421,13.80,0.0100
1826,6,86,13.79,0.0100
1827,25,242,14.02,0.0100
1828,16,185,14.02,0.0100
1829,16,143,14.05,0.0100
1830,10,83,14.01,0.0100
1831,11,134,13.88,0.0100
1832,1,20,13.87,0.0100
1833,14,114,13.88,0.0100
1834,30,324,13.97,0.0100
1835,20,192,14.10,0.0100
1836,20,226,14.08,0.0100
1837,13,131,14.09,0.0100
1838,4,37,13.96,0.0100
1839,6,51,13.77,0.0100
1840,8,70,13.79,0.0100
1841,4,37,13.65,0.0100
1842,14,145,13.54,0.0100
1843,18,154,13.51,0.0100
1844,7,71,13.39,0.0100
1845,15,139,13.44,0.0100
1846,20,211,13.43,0.0100
1847,17,164,13.49,0.0100
1848,5,47,13.45,0.0100
1849,13,129,13.43,0.0100
1850,15,161,13.34,0.0100
1851,10,111,13.34,0.0100
1852,27,290,13.52,0.0100
1853,13,132,13.39,0.0100
1854,12,149,13.32,0.0100
1855,32,296,13.43,0.0100
1856,22,223,13.56,0.0100
1857,7,55,13.50,0.0100
1858,4,44,13.39,0.0100
1859,13,118,13.43,0.0100
1860,2,22,13.28,0.0100
1861,21,186,13.17,0.0100
1862,10,82,13.08,0.0100
1863,8,69,13.01,0.0100
1864,9,73,13.04,0.0100
1865,20,187,13.14,0.0100
1866,16,117,13.19,0.0100
1867,5,56,12.98,0.0100
1868,11,102,13.04,0.0100
1869,16,164,13.08,0.0100
1870,26,300,13.14,0.0100
1871,15,175,13.11,0.0100
1872,17,137,13.08,0.0100
1873,6,41,13.09,0.0100
1874,5,55,12.97,0.0100
1875,17,178,13.14,0.0100
1876,19,168,13.28,0.0100
1877,11,83,13.25,0.0100
1878,1,22,13.03,0.0100
1879,19,185,13.06,0.0100
1880,24,220,13.12,0.0100
1881,6,57,13.00,0.0100
1882,22,233,13.16,0.0100
1883,5,37,13.19,0.0100
1884,12,111,13.13,0.0100
1885,23,234,13.35,0.0100
1886,5,41,13.16,0.0100
1887,8,91,13.20,0.0100
1888,29,301,13.26,0.0100
1889,24,227,13.50,0.0100
1890,22,215,13.59,0.0100
1891,5,56,13.62,0.0100
1892,11,103,13.56,0.0100
1893,25,277,13.63,0.0100
1894,2,34,13.56,0.0100
1895,10,94,13.37,0.0100
1896,13,125,13.35,0.0100
1897,3,40,13.21,0.0100
1898,14,150,13.16,0.0100
1899,3,33,13.05,0.0100
1900,12,143,12.98,0.0100
1901,3,36,12.94,0.0100
1902,24,275,13.01,0.0100
1903,25,227,13.13,0.0100
1904,4,47,13.03,0.0100
1905,20,203,13.15,0.0100
1906,16,150,13.14,0.0100
1907,25,233,13.27,0.0100
1908,19,176,13.39,0.0100
1909,2,24,13.32,0.0100
1910,9,113,13.21,0.0100
1911,4,62,13.06,0.0100
1912,22,248,13.20,0.0100
1913,6,65,13.11,0.0100
1914,19,159,13.20,0.0100
1915,14,147,13.13,0.0100
1916,10,91,13.15,0.0100
1917,12,107,13.21,0.0100
1918,8,93,13.13,0.0100
1919,28,318,13.39,0.0100
1920,14,131,13.49,0.0100
1921,17,147,13.64,0.0100
1922,3,32,13.57,0.0100
1923,2,24,13.52,0.0100
1924,20,230,13.61,0.0100
1925,24,253,13.50,0.0100
1926,4,49,13.48,0.0100
1927,10,139,13.33,0.0100
1928,16,177,13.33,0.0100
1929,4,29,13.21,0.0100
1930,21,177,13.32,0.0100
1931,12,94,13.33,0.0100
1932,14,143,13.46,0.0100
1933,18,171,13.50,0.0100
1934,5,55,13.25,0.0100
1935,5,59,13.10,0.0100
1936,18,207,13.08,0.0100
1937,14,127,13.09,0.0100
1938,23,184,13.28,0.0100
1939,7,74,13.29,0.0100
1940,8,63,13.29,0.0100
1941,8,87,13.33,0.0100
1942,11,143,13.30,0.0100
1943,1,10,13.13,0.0100
1944,26,301,13.32,0.0100
1945,24,261,13.41,0.0100
1946,17,231,13.38,0.0100
1947,23,267,13.44,0.0100
1948,1,15,13.40,0.0100
1949,18,192,13.45,0.0100
1950,16,171,13.46,0.0100
1951,6,81,13.42,0.0100
1952,18,164,13.33,0.0100
1953,9,119,13.29,0.0100
1954,17,205,13.34,0.0100
1955,18,223,13.20,0.0100
1956,6,69,13.04,0.0100
1957,19,219,13.16,0.0100
1958,3,31,13.15,0.0100
1959,0,9,13.02,0.0100
1960,6,64,13.06,0.0100
1961,16,147,13.01,0.0100
1962,2,30,12.93,0.0100
1963,32,336,13.17,0.0100
1964,0,4,13.08,0.0100
1965,17,204,13.05,0.0100
1966,6,70,12.95,0.0100
1967,16,134,13.06,0.0100
1968,19,227,13.14,0.0100
1969,1,17,12.99,0.0100
1970,15,149,12.88,0.0100
1971,2,21,12.75,0.0100
1972,36,314,12.94,0.0100
1973,17,153,13.05,0.0100
1974,17,201,13.17,0.0100
1975,2,23,13.02,0.0100
1976,2,26,12.85,0.0100
1977,17,143,12.91,0.0100
1978,6,78,12.96,0.0100
1979,31,328,13.08,0.0100
1980,14,136,12.98,0.0100
1981,6,52,12.98,0.0100
1982,25,227,13.01,0.0100
1983,14,157,13.10,0.0100
1984,18,134,13.16,0.0100
1985,5,36,12.98,0.0100
1986,23,258,13.16,0.0100
1987,13,137,13.21,0.0100
1988,9,92,13.01,0.0100
1989,19,171,12.96,0.0100
1990,9,96,12.83,0.0100
1991,19,217,12.97,0.0100
1992,25,271,13.11,0.0100
1993,3,41,12.89,0.0100
1994,21,221,13.08,0.0100
1995,13,166,13.11,0.0100
1996,11,109,13.09,0.0100
1997,26,269,13.32,0.0100
1998,20,193,13.38,0.0100
1999,6,57,13.41,0.0100
2000,14,103,13.43,0.0100
2001,22,196,13.62,0.0100
2002,13,105,13.51,0.0100
2003,3,19,13.29,0.0100
2004,1,10,13.26,0.0100
2005,19,179,13.25,0.0100
2006,8,68,13.17,0.0100
2007,15,141,13.07,0.0100
2008,4,40,12.92,0.0100
2009,23,242,13.13,0.0100
2010,12,117,13.16,0.0100
2011,16,164,13.28,0.0100
2012,14,161,13.20,0.0100
2013,23,192,13.37,0.0100
2014,23,210,13.41,0.0100
2015,5,57,13.32,0.0100
2016,30,311,13.52,0.0100
2017,6,60,13.46,0.0100
2018,22,231,13.60,0.0100
2019,3,48,13.35,0.0100
2020,6,57,13.27,0.0100
2021,27,251,13.37,0.0100
2022,10,103,13.44,0.0100
2023,8,83,13.50,0.0100
2024,15,141,13.45,0.0100
2025,0,15,13.21,0.0100
2026,13,127,13.30,0.0100
2027,3,38,13.23,0.0100
2028,4,34,13.11,0.0100
2029,8,56,13.15,0.0100
2030,13,173,13.07,0.0100
2031,16,135,13.11,0.0100
2032,17,217,13.14,0.0100
2033,21,235,13.17,0.0100
2034,11,96,13.23,0.0100
2035,25,237,13.43,0.0100
2036,18,170,13.43,0.0100
2037,9,92,13.38,0.0100
2038,17,160,13.32,0.0100
2039,16,160,13.41,0.0100
2040,7,62,13.40,0.0100
2041,3,42,13.35,0.0100
2042,3,38,13.27,0.0100
2043,4,34,13.30,0.0100
2044,17,171,13.21,0.0100
2045,15,160,13.12,0.0100
2046,18,166,13.13,0.0100
2047,5,50,12.95,0.0100
2048,10,94,13.04,0.0100
2049,11,112,12.97,0.0100
2050,13,143,12.94,0.0100
2051,11,113,12.99,0.0100
2052,17,173,12.98,0.0100
2053,18,145,13.07,0.0100
2054,4,39,12.94,0.0100
2055,13,117,12.89,0.0100
2056,21,211,13.04,0.0100
2057,23,238,13.08,0.0100
2058,10,98,13.15,0.0100
2059,26,297,13.41,0.0100
2060,13,141,13.48,0.0100
2061,21,254,13.53,0.0100
2062,41,335,13.92,0.0100
2063,3,36,13.63,0.0100
2064,0,11,13.63,0.0100
2065,10,131,13.56,0.0100
2066,29,280,13.79,0.0100
2067,8,88,13.71,0.0100
2068,11,139,13.63,0.0100
2069,25,223,13.87,0.0100
2070,19,228,13.91,0.0100
2071,4,33,13.93,0.0100
2072,19,220,13.76,0.0100
2073,13,158,13.72,0.0100
2074,12,166,13.67,0.0100
2075,2,19,13.67,0.0100
2076,18,191,13.83,0.0100
2077,14,100,13.80,0.0100
2078,7,67,13.81,0.0100
2079,8,75,13.58,0.0100
2080,7,71,13.51,0.0100
2081,1,14,13.46,0.0100
2082,8,66,13.29,0.0100
2083,6,98,13.21,0.0100
2084,23,230,13.26,0.0100
2085,9,59,13.30,0.0100
2086,2,26,13.09,0.0100
2087,20,184,13.16,0.0100
2088,28,268,13.35,0.0100
2089,14,139,13.30,0.0100
2090,22,230,13.43,0.0100
2091,13,139,13.37,0.0100
2092,14,160,13.26,0.0100
2093,24,237,13.47,0.0100
2094,10,100,13.36,0.0100
2095,13,111,13.36,0.0100
2096,10,113,13.35,0.0100
2097,15,144,13.24,0.0100
2098,5,39,13.09,0.0100
2099,2,21,13.05,0.0100
2100,14,123,13.05,0.0100
2101,7,57,12.90,0.0100
2102,10,116,12.87,0.0100
2103,28,272,13.12,0.0100
2104,21,212,13.32,0.0100
2105,17,160,13.30,0.0100
2106,21,199,13.43,0.0100
2107,9,80,13.37,0.0100
2108,19,183,13.52,0.0100
2109,4,35,13.33,0.0100
2110,12,140,13.33,0.0100
2111,11,77,13.28,0.0100
2112,20,187,13.34,0.0100
2113,10,82,13.21,0.0100
2114,14,135,13.12,0.0100
2115,10,95,13.17,0.0100
2116,18,196,13.05,0.0100
2117,15,159,13.14,0.0100
2118,7,54,12.99,0.0100
2119,21,252,13.17,0.0100
2120,11,133,13.22,0.0100
2121,10,102,13.05,0.0100
2122,16,151,13.11,0.0100
2123,26,278,13.29,0.0100
2124,11,111,13.25,0.0100
2125,14,146,13.39,0.0100
2126,7,86,13.33,0.0100
2127,6,40,13.36,0.0100
2128,7,54,13.39,0.0100
2129,12,114,13.43,0.0100
2130,24,240,13.54,0.0100
2131,13,132,13.51,0.0100
2132,13,109,13.47,0.0100
2133,23,224,13.49,0.0100
2134,16,170,13.54,0.0100
2135,20,180,13.49,0.0100
2136,27,266,13.58,0.0100
2137,3,34,13.52,0.0100
2138,13,158,13.48,0.0100
2139,29,345,13.61,0.0100
2140,13,115,13.67,0.0100
2141,7,74,13.71,0.0100
2142,9,105,13.77,0.0100
2143,26,273,13.99,0.0100
2144,9,87,13.91,0.0100
2145,18,150,13.94,0.0100
2146,15,134,13.91,0.0100
2147,12,105,13.98,0.0100
2148,7,84,13.95,0.0100
2149,21,207,14.05,0.0100
2150,12,102,14.04,0.0100
2151,0,6,13.93,0.0100
2152,10,110,13.86,0.0100
2153,14,147,13.82,0.0100
2154,2,29,13.80,0.0100
2155,11,111,13.78,0.0100
2156,23,250,13.80,0.0100
2157,13,158,13.70,0.0100
2158,12,133,13.72,0.0100
2159,6,59,13.52,0.0100
2160,30,359,13.69,0.0100
2161,22,225,13.70,0.0100
2162,7,83,13.36,0.0100
2163,18,157,13.51,0.0100
2164,14,152,13.65,0.0100
2165,25,215,13.80,0.0100
2166,9,102,13.60,0.0100
2167,16,165,13.68,0.0100
2168,24,242,13.81,0.0100
2169,19,195,13.75,0.0100
2170,5,50,13.61,0.0100
2171,24,236,13.81,0.0100
2172,17,156,13.79,0.0100
2173,16,173,13.82,0.0100
2174,18,168,13.88,0.0100
2175,33,313,14.19,0.0100
2176,12,115,14.13,0.0100
2177,11,90,14.10,0.0100
2178,16,132,14.19,0.0100
2179,7,73,14.18,0.0100
2180,9,103,14.20,0.0100
2181,11,117,14.30,0.0100
2182,13,138,14.35,0.0100
2183,16,139,14.45,0.0100
2184,18,193,14.40,0.0100
2185,10,88,14.41,0.0100
2186,2,11,14.41,0.0100
2187,11,117,14.32,0.0100
2188,9,109,14.13,0.0100
2189,6,55,14.05,0.0100
2190,15,155,13.98,0.0100
2191,4,40,13.89,0.0100
2192,4,57,13.79,0.0100
2193,5,37,13.60,0.0100
2194,9,108,13.59,0.0100
2195,15,145,13.61,0.0100
2196,18,182,13.69,0.0100
2197,6,81,13.60,0.0100
2198,12,115,13.67,0.0100
2199,19,153,13.84,0.0100
2200,13,110,13.83,0.0100
2201,19,197,13.95,0.0100
2202,14,152,13.99,0.0100
2203,19,183,13.90,0.0100
2204,6,68,13.75,0.0100
2205,30,230,13.88,0.0100
2206,7,74,13.74,0.0100
2207,11,116,13.76,0.0100
2208,19,244,13.76,0.0100
2209,18,253,13.90,0.0100
2210,8,96,13.86,0.0100
2211,6,43,13.81,0.0100
2212,4,50,13.65,0.0100
2213,14,147,13.69,0.0100
2214,22,225,13.77,0.0100
2215,17,135,13.84,0.0100
2216,15,158,13.81,0.0100
2217,11,139,13.77,0.0100
2218,8,55,13.78,0.0100
2219,24,324,13.81,0.0100
2220,29,279,13.99,0.0100
2221,11,125,14.00,0.0100
2222,14,143,13.98,0.0100
2223,2,20,13.74,0.0100
2224,2,34,13.65,0.0100
2225,27,294,13.78,0.0100
2226,13,131,13.84,0.0100
2227,16,174,13.94,0.0100
2228,17,169,14.04,0.0100
2229,10,85,14.02,0.0100
2230,1,11,13.79,0.0100
2231,17,209,13.83,0.0100
2232,11,137,13.81,0.0100
2233,5,47,13.63,0.0100
2234,12,81,13.59,0.0100
2235,13,144,13.52,0.0100
2236,1,9,13.26,0.0100
2237,10,112,13.33,0.0100
2238,24,249,13.44,0.0100
2239,13,156,13.28,0.0100
2240,1,10,13.16,0.0100
2241,13,134,13.22,0.0100
2242,21,249,13.34,0.0100
2243,6,46,13.14,0.0100
2244,20,210,13.25,0.0100
2245,6,70,13.13,0.0100
2246,15,141,13.13,0.0100
2247,15,139,13.16,0.0100
2248,11,99,13.20,0.0100
2249,8,94,13.07,0.0100
2250,25,271,13.20,0.0100
2251,12,98,13.32,0.0100
2252,16,165,13.38,0.0100
2253,26,273,13.50,0.0100
2254,21,226,13.69,0.0100
2255,13,128,13.71,0.0100
2256,16,199,13.64,0.0100
2257,7,50,13.58,0.0100
2258,1,5,13.47,0.0100
2259,20,208,13.61,0.0100
2260,0,12,13.31,0.0100
2261,28,290,13.37,0.0100
2262,23,236,13.53,0.0100
2263,12,112,13.47,0.0100
2264,16,145,13.49,0.0100
2265,21,193,13.45,0.0100
2266,3,38,13.39,0.0100
2267,23,182,13.46,0.0100
2268,13,164,13.35,0.0100
2269,4,26,13.20,0.0100
2270,10,107,13.25,0.0100
2271,18,193,13.19,0.0100
2272,11,102,13.13,0.0100
2273,27,231,13.24,0.0100
2274,1,15,13.07,0.0100
2275,23,259,12.97,0.0100
2276,26,312,13.11,0.0100
2277,9,86,13.09,0.0100
2278,12,125,13.05,0.0100
2279,22,201,13.20,0.0100
2280,8,96,13.19,0.0100
2281,11,119,13.19,0.0100
2282,28,273,13.34,0.0100
2283,3,43,13.21,0.0100
2284,6,40,13.09,0.0100
2285,15,116,13.14,0.0100
2286,5,42,13.17,0.0100
2287,20,176,13.26,0.0100
2288,18,150,13.35,0.0100
2289,13,131,13.42,0.0100
2290,9,72,13.36,0.0100
2291,25,256,13.57,0.0100
2292,18,161,13.71,0.0100
2293,1,10,13.67,0.0100
2294,27,317,13.85,0.0100
2295,13,92,13.83,0.0100
2296,11,93,13.76,0.0100
2297,13,117,13.83,0.0100
2298,14,123,13.85,0.0100
2299,27,222,13.93,0.0100
2300,14,144,13.94,0.0100
2301,13,129,13.88,0.0100
2302,14,123,13.88,0.0100
2303,13,119,13.82,0.0100
2304,2,24,13.78,0.0100
2305,7,98,13.55,0.0100
2306,8,88,13.56,0.0100
2307,12,136,13.57,0.0100
2308,5,60,13.43,0.0100
2309,9,84,13.34,0.0100
2310,13,127,13.39,0.0100
2311,13,138,13.46,0.0100
2312,9,60,13.51,0.0100
2313,26,297,13.63,0.0100
2314,3,20,13.44,0.0100
2315,7,58,13.34,0.0100
2316,7,65,13.26,0.0100
2317,26,303,13.41,0.0100
2318,18,169,13.51,0.0100
2319,1,15,13.28,0.0100
2320,15,143,13.14,0.0100
2321,15,148,13.18,0.0100
2322,9,98,13.13,0.0100
2323,14,119,13.25,0.0100
2324,13,122,13.36,0.0100
2325,28,334,13.37,0.0100
2326,29,293,13.53,0.0100
2327,17,157,13.54,0.0100
2328,29,293,13.66,0.0100
2329,25,256,13.81,0.0100
2330,13,107,13.93,0.0100
2331,22,207,13.98,0.0100
2332,17,186,14.04,0.0100
2333,9,81,14.08,0.0100
2334,26,249,14.22,0.0100
2335,13,121,14.22,0.0100
2336,23,216,14.44,0.0100
2337,15,173,14.49,0.0100
2338,5,79,14.30,0.0100
2339,23,251,14.40,0.0100
2340,3,37,14.42,0.0100
2341,19,152,14.48,0.0100
2342,17,172,14.44,0.0100
2343,16,185,14.54,0.0100
2344,2,21,14.36,0.0100
2345,21,190,14.51,0.0100
2346,13,94,14.49,0.0100
2347,1,11,14.35,0.0100
2348,5,47,14.29,0.0100
2349,13,144,14.34,0.0100
2350,15,115,14.24,0.0100
2351,9,71,14.21,0.0100
2352,8,84,14.13,0.0100
2353,21,227,14.08,0.0100
2354,8,85,13.95,0.0100
2355,11,143,13.93,0.0100
2356,5,72,13.82,0.0100
2357,19,191,13.94,0.0100
2358,8,72,14.01,0.0100
2359,30,302,14.11,0.0100
2360,5,42,14.16,0.0100
2361,18,180,14.06,0.0100
2362,21,231,14.04,0.0100
2363,27,259,14.19,0.0100
2364,7,56,14.10,0.0100
2365,7,56,13.96,0.0100
2366,4,66,13.97,0.0100
2367,36,326,14.10,0.0100
2368,15,161,14.12,0.0100
2369,24,252,14.32,0.0100
2370,20,191,14.42,0.0100
2371,22,185,14.46,0.0100
2372,6,47,14.41,0.0100
2373,10,88,14.24,0.0100
2374,14,133,14.37,0.0100
2375,17,168,14.31,0.0100
2376,19,199,14.24,0.0100
2377,19,200,14.34,0.0100
2378,16,185,14.38,0.0100
2379,23,237,14.39,0.0100
2380,20,208,14.51,0.0100
2381,15,140,14.55,0.0100
2382,18,163,14.45,0.0100
2383,23,215,14.65,0.0100
2384,15,169,14.74,0.0100
2385,29,313,14.88,0.0100
2386,14,143,14.97,0.0100
2387,12,139,14.89,0.0100
2388,30,315,15.01,0.0100
2389,16,156,15.04,0.0100
2390,19,188,15.14,0.0100
2391,11,98,15.00,0.0100
2392,17,177,14.99,0.0100
2393,12,132,15.10,0.0100
2394,19,209,15.02,0.0100
2395,11,80,15.00,0.0100
2396,4,51,14.93,0.0100
2397,3,37,14.83,0.0100
2398,8,102,14.77,0.0100
2399,1,13,14.51,0.0100
2400,10,141,14.47,0.0100
2401,2,32,14.36,0.0100
2402,22,297,14.44,0.0100
2403,6,62,14.37,0.0100
2404,2,13,14.37,0.0100
2405,19,172,14.49,0.0100
2406,19,178,14.60,0.0100
2407,12,103,14.60,0.0100
2408,4,41,14.59,0.0100
2409,15,135,14.65,0.0100
2410,15,143,14.67,0.0100
2411,20,198,14.74,0.0100
2412,18,173,14.83,0.0100
2413,10,101,14.67,0.0100
2414,18,174,14.82,0.0100
2415,11,108,14.86,0.0100
2416,2,25,14.81,0.0100
2417,17,221,14.72,0.0100
2418,16,161,14.70,0.0100
2419,17,172,14.86,0.0100
2420,22,232,14.93,0.0100
2421,1,25,14.79,0.0100
2422,20,202,14.90,0.0100
2423,16,193,14.92,0.0100
2424,19,185,14.98,0.0100
2425,25,247,14.95,0.0100
2426,26,280,14.92,0.0100
2427,23,307,14.98,0.0100
2428,22,204,14.91,0.0100
2429,9,84,14.75,0.0100
2430,10,105,14.72,0.0100
2431,21,211,14.71,0.0100
2432,20,185,14.74,0.0100
2433,7,53,14.72,0.0100
2434,10,100,14.56,0.0100
2435,7,73,14.50,0.0100
2436,5,45,14.32,0.0100
2437,13,98,14.30,0.0100
2438,10,82,14.35,0.0100
2439,15,175,14.27,0.0100
2440,19,161,14.43,0.0100
2441,17,171,14.41,0.0100
2442,26,286,14.50,0.0100
2443,18,180,14.52,0.0100
2444,25,208,14.75,0.0100
2445,19,181,14.73,0.0100
2446,14,162,14.74,0.0100
2447,21,173,14.94,0.0100
2448,7,59,14.96,0.0100
2449,13,126,14.96,0.0100
2450,15,156,14.96,0.0100
2451,17,154,15.04,0.0100
2452,5,52,15.01,0.0100
2453,23,258,15.03,0.0100
2454,21,236,15.16,0.0100
2455,22,210,15.27,0.0100
2456,14,140,15.36,0.0100
2457,17,185,15.34,0.0100
2458,3,44,15.29,0.0100
2459,23,196,15.22,0.0100
2460,1,18,15.18,0.0100
2461,20,223,15.20,0.0100
2462,6,39,15.05,0.0100
2463,33,351,15.11,0.0100
2464,17,157,15.21,0.0100
2465,19,215,15.33,0.0100
2466,18,194,15.47,0.0100
2467,27,231,15.38,0.0100
2468,0,4,15.23,0.0100
2469,5,41,15.04,0.0100
2470,20,201,15.04,0.0100
2471,13,139,14.95,0.0100
2472,19,211,15.08,0.0100
2473,21,251,15.19,0.0100
2474,6,69,15.11,0.0100
2475,10,126,15.04,0.0100
2476,8,85,14.93,0.0100
2477,13,109,14.87,0.0100
2478,14,115,14.85,0.0100
2479,23,269,14.85,0.0100
2480,29,290,14.94,0.0100
2481,2,20,14.81,0.0100
2482,29,229,14.92,0.0100
2483,18,200,14.87,0.0100
2484,21,192,14.93,0.0100
2485,12,133,14.76,0.0100
2486,10,83,14.72,0.0100
2487,8,70,14.68,0.0100
2488,15,121,14.53,0.0100
2489,12,110,14.49,0.0100
2490,19,191,14.49,0.0100
2491,21,214,14.59,0.0100
2492,20,194,14.62,0.0100
2493,1,16,14.51,0.0100
2494,3,35,14.35,0.0100
2495,5,46,14.29,0.0100
2496,9,77,14.34,0.0100
2497,1,14,14.32,0.0100
2498,14,147,14.38,0.0100
2499,14,150,14.51,0.0100
2500,4,40,14.45,0.0100
2501,15,160,14.58,0.0100
2502,7,65,14.43,0.0100
2503,20,214,14.57,0.0100
2504,22,289,14.77,0.0100
2505,20,223,14.78,0.0100
2506,17,170,14.76,0.0100
2507,22,195,14.86,0.0100
2508,5,70,14.87,0.0100
2509,17,193,14.89,0.0100
2510,34,388,15.08,0.0100
2511,20,170,15.08,0.0100
2512,4,52,14.94,0.0100
2513,8,74,14.92,0.0100
2514,13,133,14.87,0.0100
2515,16,151,14.92,0.0100
2516,21,242,15.11,0.0100
2517,5,33,14.99,0.0100
2518,27,285,15.10,0.0100
2519,5,56,14.98,0.0100
2520,15,186,14.91,0.0100
2521,19,210,15.09,0.0100
2522,1,21,14.90,0.0100
2523,13,111,14.87,0.0100
2524,7,61,14.75,0.0100
2525,15,118,14.65,0.0100
2526,15,164,14.54,0.0100
2527,25,236,14.56,0.0100
2528,28,237,14.62,0.0100
2529,2,13,14.55,0.0100
2530,11,137,14.56,0.0100
2531,23,297,14.58,0.0100
2532,6,34,14.44,0.0100
2533,11,112,14.48,0.0100
2534,11,101,14.49,0.0100
2535,8,87,14.50,0.0100
2536,19,209,14.64,0.0100
2537,10,94,14.61,0.0100
2538,9,93,14.60,0.0100
2539,11,123,14.56,0.0100
2540,7,61,14.44,0.0100
2541,10,80,14.37,0.0100
2542,13,130,14.24,0.0100
2543,12,95,14.18,0.0100
2544,21,247,14.14,0.0100
2545,2,21,13.97,0.0100
2546,15,155,13.98,0.0100
2547,5,33,13.82,0.0100
2548,9,77,13.84,0.0100
2549,6,56,13.77,0.0100
2550,5,68,13.67,0.0100
2551,5,49,13.55,0.0100
2552,30,294,13.80,0.0100
2553,12,97,13.69,0.0100
2554,4,49,13.52,0.0100
2555,11,95,13.41,0.0100
2556,19,185,13.46,0.0100
2557,21,230,13.50,0.0100
2558,4,29,13.51,0.0100
2559,14,186,13.42,0.0100
2560,14,147,13.55,0.0100
2561,14,116,13.49,0.0100
2562,11,133,13.54,0.0100
2563,6,70,13.27,0.0100
2564,17,143,13.27,0.0100
2565,1,13,13.09,0.0100
2566,6,63,12.97,0.0100
2567,20,189,12.90,0.0100
2568,12,132,13.02,0.0100
2569,7,88,13.04,0.0100
2570,10,79,12.94,0.0100
2571,9,91,12.90,0.0100
2572,5,36,12.76,0.0100
2573,23,213,12.78,0.0100
2574,0,4,12.72,0.0100
2575,19,237,12.81,0.0100
2576,6,64,12.79,0.0100
2577,0,4,12.66,0.0100
2578,21,171,12.73,0.0100
2579,12,98,12.62,0.0100
2580,0,4,12.33,0.0100
2581,7,93,12.38,0.0100
2582,17,147,12.26,0.0100
2583,18,168,12.26,0.0100
2584,1,17,12.06,0.0100
2585,22,262,12.16,0.0100
2586,3,38,12.09,0.0100
2587,24,246,12.25,0.0100
2588,6,55,12.16,0.0100
2589,8,118,12.12,0.0100
2590,7,89,12.00,0.0100
2591,17,198,11.96,0.0100
2592,10,111,11.86,0.0100
2593,25,220,12.10,0.0100
2594,1,15,12.08,0.0100
2595,13,136,12.16,0.0100
2596,18,153,12.25,0.0100
2597,10,106,12.34,0.0100
2598,2,33,12.22,0.0100
2599,10,93,12.18,0.0100
2600,11,104,12.25,0.0100
2601,13,119,12.23,0.0100
2602,4,37,12.20,0.0100
2603,13,93,12.13,0.0100
2604,3,32,11.94,0.0100
2605,27,278,12.01,0.0100
2606,12,127,11.96,0.0100
2607,22,236,11.96,0.0100
2608,15,153,12.06,0.0100
2609,11,103,12.00,0.0100
2610,1,13,11.67,0.0100
2611,8,61,11.55,0.0100
2612,13,117,11.64,0.0100
2613,22,266,11.78,0.0100
2614,10,121,11.75,0.0100
2615,9,107,11.68,0.0100
2616,3,55,11.50,0.0100
2617,8,65,11.53,0.0100
2618,2,18,11.28,0.0100
2619,4,46,11.27,0.0100
2620,17,149,11.29,0.0100
2621,20,188,11.30,0.0100
2622,15,149,11.44,0.0100
2623,19,197,11.50,0.0100
2624,11,131,11.54,0.0100
2625,22,171,11.61,0.0100
2626,10,84,11.56,0.0100
2627,15,115,11.46,0.0100
2628,31,267,11.49,0.0100
2629,3,37,11.50,0.0100
2630,23,214,11.62,0.0100
2631,15,145,11.54,0.0100
2632,4,37,11.52,0.0100
2633,3,36,11.44,0.0100
2634,17,169,11.50,0.0100
2635,26,297,11.68,0.0100
2636,12,138,11.61,0.0100
2637,15,150,11.66,0.0100
2638,12,122,11.69,0.0100
2639,20,208,11.78,0.0100
2640,19,235,11.90,0.0100
2641,6,71,11.86,0.0100
2642,17,170,11.90,0.0100
2643,13,126,11.91,0.0100
2644,2,38,11.72,0.0100
2645,21,191,11.91,0.0100
2646,8,89,11.84,0.0100
2647,3,23,11.82,0.0100
2648,7,85,11.80,0.0100
2649,17,189,11.91,0.0100
2650,9,60,11.95,0.0100
2651,18,200,12.08,0.0100
2652,14,169,11.92,0.0100
2653,18,177,11.98,0.0100
2654,12,117,12.06,0.0100
2655,19,233,12.14,0.0100
2656,7,61,12.02,0.0100
2657,6,57,11.87,0.0100
2658,7,93,11.90,0.0100
2659,14,139,11.90,0.0100
2660,29,256,12.05,0.0100
2661,24,217,12.15,0.0100
2662,3,45,12.07,0.0100
2663,9,108,12.10,0.0100
2664,14,95,12.07,0.0100
2665,4,20,12.10,0.0100
2666,20,213,12.24,0.0100
2667,7,82,12.11,0.0100
2668,27,257,12.26,0.0100
2669,12,132,12.31,0.0100
2670,4,48,12.25,0.0100
2671,24,225,12.40,0.0100
2672,27,311,12.62,0.0100
2673,19,159,12.58,0.0100
2674,9,87,12.67,0.0100
2675,2,25,12.50,0.0100
2676,17,188,12.61,0.0100
2677,20,239,12.81,0.0100
2678,24,241,12.84,0.0100
2679,19,196,12.91,0.0100
2680,19,211,13.10,0.0100
