Episode,Score,Steps,AvgScore,Epsilon,QStates
2496,1,24,0.31,0.7790,2904
2497,1,18,0.32,0.7789,2904
2498,0,43,0.32,0.7789,2904
2499,0,29,0.32,0.7788,2904
2500,0,30,0.32,0.7787,2904
2501,0,15,0.31,0.7786,2904
2502,0,10,0.31,0.7786,2904
2503,0,54,0.31,0.7785,2905
2504,0,8,0.31,0.7784,2906
2505,1,32,0.32,0.7783,2907
2506,1,17,0.33,0.7782,2907
2507,0,7,0.33,0.7782,2907
2508,1,23,0.34,0.7781,2909
2509,0,14,0.34,0.7780,2909
2510,0,21,0.33,0.7779,2909
2511,1,16,0.33,0.7779,2909
2512,0,8,0.31,0.7778,2909
2513,1,8,0.31,0.7777,2909
2514,1,17,0.31,0.7776,2909
2515,0,11,0.31,0.7775,2909
2516,0,15,0.31,0.7775,2909
2517,2,58,0.32,0.7774,2915
2518,0,5,0.31,0.7773,2915
2519,1,18,0.32,0.7772,2916
2520,1,53,0.33,0.7772,2916
2521,1,51,0.33,0.7771,2920
2522,2,35,0.35,0.7770,2922
2523,0,27,0.35,0.7769,2923
2524,1,7,0.36,0.7768,2923
2525,0,12,0.35,0.7768,2923
2526,1,36,0.36,0.7767,2923
2527,2,28,0.38,0.7766,2924
2528,0,8,0.37,0.7765,2924
2529,0,12,0.36,0.7765,2924
2530,1,13,0.37,0.7764,2925
2531,0,6,0.37,0.7763,2925
2532,0,13,0.37,0.7762,2925
2533,0,60,0.36,0.7761,2929
2534,0,11,0.36,0.7761,2929
2535,1,65,0.35,0.7760,2932
2536,0,46,0.34,0.7759,2938
2537,0,16,0.34,0.7758,2938
2538,0,11,0.34,0.7758,2938
2539,0,31,0.34,0.7757,2938
2540,0,61,0.33,0.7756,2938
2541,0,8,0.33,0.7755,2938
2542,1,20,0.34,0.7754,2938
2543,1,12,0.35,0.7754,2939
2544,0,12,0.35,0.7753,2939
2545,0,18,0.34,0.7752,2939
2546,0,59,0.34,0.7751,2939
2547,0,6,0.34,0.7751,2939
2548,0,7,0.34,0.7750,2939
2549,0,20,0.33,0.7749,2939
2550,0,10,0.33,0.7748,2939
2551,0,47,0.33,0.7748,2939
2552,0,9,0.32,0.7747,2939
2553,2,7,0.34,0.7746,2939
2554,0,9,0.34,0.7745,2939
2555,0,28,0.34,0.7744,2939
2556,0,8,0.34,0.7744,2939
2557,1,18,0.35,0.7743,2939
2558,0,25,0.35,0.7742,2940
2559,0,23,0.34,0.7741,2941
2560,0,24,0.34,0.7741,2941
2561,1,18,0.35,0.7740,2941
2562,0,12,0.34,0.7739,2942
2563,0,15,0.34,0.7738,2942
2564,0,39,0.33,0.7737,2944
2565,2,61,0.35,0.7737,2946
2566,0,6,0.35,0.7736,2946
2567,0,18,0.35,0.7735,2946
2568,1,34,0.36,0.7734,2946
2569,1,21,0.37,0.7734,2946
2570,1,21,0.38,0.7733,2947
2571,0,9,0.37,0.7732,2947
2572,2,9,0.39,0.7731,2947
2573,0,32,0.39,0.7730,2947
2574,0,18,0.38,0.7730,2947
2575,0,5,0.38,0.7729,2947
2576,0,21,0.38,0.7728,2947
2577,0,18,0.38,0.7727,2947
2578,0,8,0.37,0.7727,2947
2579,0,12,0.37,0.7726,2947
2580,1,63,0.37,0.7725,2956
2581,0,43,0.37,0.7724,2956
2582,0,35,0.37,0.7724,2956
2583,0,9,0.36,0.7723,2956
2584,0,33,0.36,0.7722,2956
2585,1,24,0.37,0.7721,2957
2586,0,10,0.36,0.7720,2957
2587,1,20,0.37,0.7720,2957
2588,0,23,0.37,0.7719,2957
2589,2,33,0.39,0.7718,2958
2590,0,13,0.39,0.7717,2958
2591,0,12,0.39,0.7717,2960
2592,0,7,0.39,0.7716,2960
2593,0,42,0.39,0.7715,2961
2594,2,43,0.41,0.7714,2961
2595,0,19,0.41,0.7714,2961
2596,0,67,0.40,0.7713,2965
2597,0,14,0.39,0.7712,2965
2598,0,39,0.39,0.7711,2965
2599,0,12,0.39,0.7710,2965
2600,0,18,0.39,0.7710,2965
2601,1,38,0.40,0.7709,2966
2602,1,31,0.41,0.7708,2969
2603,0,8,0.41,0.7707,2969
2604,0,11,0.41,0.7707,2970
2605,0,49,0.40,0.7706,2970
2606,0,32,0.39,0.7705,2970
2607,0,22,0.39,0.7704,2971
2608,0,12,0.38,0.7703,2971
2609,0,32,0.38,0.7703,2971
2610,0,33,0.38,0.7702,2971
2611,0,32,0.37,0.7701,2971
2612,1,15,0.38,0.7700,2971
2613,0,20,0.37,0.7700,2971
2614,0,12,0.36,0.7699,2971
2615,0,13,0.36,0.7698,2971
2616,2,139,0.38,0.7697,2976
2617,1,10,0.37,0.7697,2976
2618,0,11,0.37,0.7696,2976
2619,1,15,0.37,0.7695,2976
2620,0,18,0.36,0.7694,2979
2621,0,54,0.35,0.7693,2979
2622,1,24,0.34,0.7693,2979
2623,0,24,0.34,0.7692,2979
2624,0,7,0.33,0.7691,2979
2625,0,40,0.33,0.7690,2979
2626,0,49,0.32,0.7690,2979
2627,1,35,0.31,0.7689,2979
2628,1,33,0.32,0.7688,2981
2629,2,26,0.34,0.7687,2981
2630,1,31,0.34,0.7687,2981
2631,1,26,0.35,0.7686,2981
2632,0,6,0.35,0.7685,2981
2633,1,54,0.36,0.7684,2983
2634,0,21,0.36,0.7683,2984
2635,0,6,0.35,0.7683,2984
2636,0,7,0.35,0.7682,2984
2637,1,28,0.36,0.7681,2984
2638,0,25,0.36,0.7680,2984
2639,0,34,0.36,0.7680,2984
2640,0,7,0.36,0.7679,2984
2641,1,24,0.37,0.7678,2984
2642,0,5,0.36,0.7677,2984
2643,0,24,0.35,0.7677,2984
2644,0,30,0.35,0.7676,2984
2645,0,37,0.35,0.7675,2985
2646,0,12,0.35,0.7674,2985
2647,1,26,0.36,0.7673,2985
2648,4,96,0.40,0.7673,2986
2649,0,30,0.40,0.7672,2986
2650,0,11,0.40,0.7671,2987
2651,0,30,0.40,0.7670,2987
2652,0,9,0.40,0.7670,2987
2653,1,38,0.39,0.7669,2987
2654,1,37,0.40,0.7668,2987
2655,1,26,0.41,0.7667,2987
2656,0,22,0.41,0.7667,2987
2657,0,21,0.40,0.7666,2987
2658,0,22,0.40,0.7665,2987
2659,0,12,0.40,0.7664,2987
2660,0,23,0.40,0.7664,2989
2661,1,53,0.40,0.7663,2996
2662,0,17,0.40,0.7662,2996
2663,0,30,0.40,0.7661,2997
2664,0,28,0.40,0.7660,2997
2665,0,29,0.38,0.7660,2997
2666,0,21,0.38,0.7659,2997
2667,3,52,0.41,0.7658,2998
2668,1,23,0.41,0.7657,2999
2669,0,12,0.40,0.7657,2999
2670,0,10,0.39,0.7656,2999
2671,0,8,0.39,0.7655,2999
2672,1,15,0.38,0.7654,2999
2673,0,10,0.38,0.7654,2999
2674,1,20,0.39,0.7653,2999
2675,0,36,0.39,0.7652,2999
2676,0,9,0.39,0.7651,2999
2677,0,16,0.39,0.7651,3000
2678,0,24,0.39,0.7650,3000
2679,1,6,0.40,0.7649,3000
2680,0,25,0.39,0.7648,3000
2681,1,16,0.40,0.7647,3000
2682,0,21,0.40,0.7647,3001
2683,0,12,0.40,0.7646,3001
2684,1,14,0.41,0.7645,3001
2685,0,32,0.40,0.7644,3002
2686,0,8,0.40,0.7644,3002
2687,0,24,0.39,0.7643,3002
2688,1,8,0.40,0.7642,3002
2689,0,27,0.38,0.7641,3005
2690,0,17,0.38,0.7641,3005
2691,0,9,0.38,0.7640,3005
2692,1,22,0.39,0.7639,3005
2693,0,15,0.39,0.7638,3005
2694,0,13,0.37,0.7638,3005
2695,0,24,0.37,0.7637,3005
2696,0,47,0.37,0.7636,3005
2697,2,52,0.39,0.7635,3007
2698,0,35,0.39,0.7634,3010
2699,0,11,0.39,0.7634,3010
2700,0,41,0.39,0.7633,3010
2701,1,27,0.39,0.7632,3011
2702,0,19,0.38,0.7631,3011
2703,0,14,0.38,0.7631,3011
2704,0,12,0.38,0.7630,3011
2705,0,6,0.38,0.7629,3011
2706,0,14,0.38,0.7628,3011
2707,0,7,0.38,0.7628,3011
2708,0,24,0.38,0.7627,3012
2709,1,24,0.39,0.7626,3012
2710,0,14,0.39,0.7625,3013
2711,0,40,0.39,0.7625,3016
2712,1,43,0.39,0.7624,3019
2713,1,16,0.40,0.7623,3020
2714,0,15,0.40,0.7622,3020
2715,1,33,0.41,0.7621,3020
2716,0,28,0.39,0.7621,3020
2717,0,14,0.38,0.7620,3020
2718,0,37,0.38,0.7619,3023
2719,0,11,0.37,0.7618,3023
2720,0,14,0.37,0.7618,3024
2721,2,22,0.39,0.7617,3024
2722,0,14,0.38,0.7616,3024
2723,0,8,0.38,0.7615,3024
2724,2,37,0.40,0.7615,3026
2725,1,20,0.41,0.7614,3026
2726,1,23,0.42,0.7613,3026
2727,0,19,0.41,0.7612,3026
2728,0,11,0.40,0.7612,3026
2729,0,37,0.38,0.7611,3026
2730,1,7,0.38,0.7610,3026
2731,0,15,0.37,0.7609,3026
2732,1,21,0.38,0.7609,3026
2733,0,16,0.37,0.7608,3026
2734,0,26,0.37,0.7607,3026
2735,2,48,0.39,0.7606,3026
2736,0,10,0.39,0.7605,3026
2737,0,34,0.38,0.7605,3027
2738,0,37,0.38,0.7604,3027
2739,0,6,0.38,0.7603,3027
2740,0,9,0.38,0.7602,3027
2741,0,14,0.37,0.7602,3027
2742,0,22,0.37,0.7601,3027
2743,0,60,0.37,0.7600,3027
2744,0,11,0.37,0.7599,3027
2745,0,15,0.37,0.7599,3027
2746,0,50,0.37,0.7598,3028
2747,0,33,0.36,0.7597,3029
2748,0,13,0.32,0.7596,3029
2749,0,17,0.32,0.7596,3029
2750,0,50,0.32,0.7595,3029
2751,1,7,0.33,0.7594,3030
2752,1,35,0.34,0.7593,3030
2753,1,16,0.34,0.7593,3031
2754,0,7,0.33,0.7592,3031
2755,0,21,0.32,0.7591,3031
2756,0,30,0.32,0.7590,3032
2757,0,31,0.32,0.7590,3032
2758,0,15,0.32,0.7589,3032
2759,0,17,0.32,0.7588,3034
2760,0,21,0.32,0.7587,3034
2761,1,31,0.32,0.7587,3034
2762,0,17,0.32,0.7586,3034
2763,0,23,0.32,0.7585,3035
2764,0,18,0.32,0.7584,3035
2765,2,36,0.34,0.7583,3037
2766,0,14,0.34,0.7583,3037
2767,0,14,0.31,0.7582,3037
2768,2,36,0.32,0.7581,3038
2769,1,18,0.33,0.7580,3038
2770,0,20,0.33,0.7580,3038
2771,0,17,0.33,0.7579,3038
2772,2,19,0.34,0.7578,3039
2773,0,14,0.34,0.7577,3039
2774,0,12,0.33,0.7577,3040
2775,0,28,0.33,0.7576,3040
2776,0,15,0.33,0.7575,3040
2777,0,21,0.33,0.7574,3040
2778,0,98,0.33,0.7574,3040
2779,0,7,0.32,0.7573,3040
2780,2,46,0.34,0.7572,3042
2781,0,8,0.33,0.7571,3042
2782,1,14,0.34,0.7571,3042
2783,0,9,0.34,0.7570,3043
2784,0,60,0.33,0.7569,3044
2785,1,24,0.34,0.7568,3044
2786,2,69,0.36,0.7568,3052
2787,0,12,0.36,0.7567,3052
2788,0,17,0.35,0.7566,3053
2789,0,10,0.35,0.7565,3053
2790,0,34,0.35,0.7565,3054
2791,0,48,0.35,0.7564,3058
2792,0,18,0.34,0.7563,3058
2793,0,31,0.34,0.7562,3058
2794,0,14,0.34,0.7562,3058
2795,0,15,0.34,0.7561,3059
2796,1,26,0.35,0.7560,3060
2797,0,20,0.33,0.7559,3061
2798,0,20,0.33,0.7558,3061
2799,0,43,0.33,0.7558,3061
2800,0,26,0.33,0.7557,3061
2801,1,43,0.33,0.7556,3061
2802,1,21,0.34,0.7555,3061
2803,0,5,0.34,0.7555,3061
2804,1,16,0.35,0.7554,3063
2805,1,20,0.36,0.7553,3064
2806,1,33,0.37,0.7552,3065
2807,0,31,0.37,0.7552,3065
2808,0,24,0.37,0.7551,3065
2809,1,20,0.37,0.7550,3065
2810,0,7,0.37,0.7549,3065
2811,0,9,0.37,0.7549,3065
2812,0,21,0.36,0.7548,3065
2813,1,53,0.36,0.7547,3065
2814,1,25,0.37,0.7546,3065
2815,1,32,0.37,0.7546,3065
2816,0,27,0.37,0.7545,3065
2817,0,24,0.37,0.7544,3065
2818,0,21,0.37,0.7543,3067
2819,0,28,0.37,0.7543,3067
2820,0,6,0.37,0.7542,3067
2821,1,47,0.36,0.7541,3069
2822,0,32,0.36,0.7540,3070
2823,1,23,0.37,0.7540,3070
2824,1,18,0.36,0.7539,3071
2825,1,62,0.36,0.7538,3072
2826,1,23,0.36,0.7537,3074
2827,0,11,0.36,0.7537,3074
2828,0,13,0.36,0.7536,3075
2829,0,5,0.36,0.7535,3075
2830,0,17,0.35,0.7534,3075
2831,1,14,0.36,0.7534,3076
2832,0,25,0.35,0.7533,3076
2833,1,8,0.36,0.7532,3076
2834,0,8,0.36,0.7531,3076
2835,1,17,0.35,0.7531,3076
2836,0,14,0.35,0.7530,3076
2837,1,21,0.36,0.7529,3076
2838,0,5,0.36,0.7528,3076
2839,1,10,0.37,0.7528,3076
2840,0,68,0.37,0.7527,3078
2841,0,25,0.37,0.7526,3079
2842,0,15,0.37,0.7525,3079
2843,0,6,0.37,0.7525,3079
2844,0,32,0.37,0.7524,3079
2845,0,38,0.37,0.7523,3079
2846,0,13,0.37,0.7522,3079
2847,1,18,0.38,0.7522,3081
2848,0,10,0.38,0.7521,3081
2849,0,20,0.38,0.7520,3081
2850,0,6,0.38,0.7519,3081
2851,0,19,0.37,0.7519,3081
2852,0,24,0.36,0.7518,3081
2853,0,10,0.35,0.7517,3081
2854,0,18,0.35,0.7516,3081
2855,0,37,0.35,0.7516,3081
2856,1,14,0.36,0.7515,3081
2857,1,20,0.37,0.7514,3081
2858,0,51,0.37,0.7513,3082
2859,0,25,0.37,0.7513,3082
2860,0,27,0.37,0.7512,3082
2861,2,73,0.38,0.7511,3084
2862,1,27,0.39,0.7510,3088
2863,0,17,0.39,0.7510,3091
2864,1,63,0.40,0.7509,3091
2865,0,16,0.38,0.7508,3091
2866,0,10,0.38,0.7507,3091
2867,1,20,0.39,0.7507,3091
2868,0,35,0.37,0.7506,3091
2869,0,19,0.36,0.7505,3092
2870,0,18,0.36,0.7504,3092
2871,0,11,0.36,0.7504,3093
2872,0,10,0.34,0.7503,3093
2873,0,40,0.34,0.7502,3093
2874,0,6,0.34,0.7501,3093
2875,1,36,0.35,0.7501,3093
2876,0,26,0.35,0.7500,3093
2877,1,10,0.36,0.7499,3093
2878,0,7,0.36,0.7498,3093
2879,0,49,0.36,0.7498,3094
2880,1,34,0.35,0.7497,3095
2881,0,23,0.35,0.7496,3095
2882,0,37,0.34,0.7495,3095
2883,0,8,0.34,0.7495,3095
2884,0,17,0.34,0.7494,3095
2885,0,22,0.33,0.7493,3095
2886,1,17,0.32,0.7492,3095
2887,0,30,0.32,0.7492,3095
2888,0,8,0.32,0.7491,3095
2889,0,16,0.32,0.7490,3095
2890,1,31,0.33,0.7489,3095
2891,0,14,0.33,0.7489,3095
2892,2,73,0.35,0.7488,3097
2893,0,28,0.35,0.7487,3097
2894,1,26,0.36,0.7486,3098
2895,1,23,0.37,0.7486,3098
2896,1,24,0.37,0.7485,3099
2897,0,28,0.37,0.7484,3099
2898,0,19,0.37,0.7483,3099
2899,0,11,0.37,0.7483,3099
2900,2,38,0.39,0.7482,3101
2901,0,22,0.38,0.7481,3101
2902,0,17,0.37,0.7480,3101
2903,0,5,0.37,0.7480,3101
2904,0,45,0.36,0.7479,3101
2905,1,38,0.36,0.7478,3101
2906,0,13,0.35,0.7477,3101
2907,0,30,0.35,0.7477,3101
2908,1,70,0.36,0.7476,3101
2909,0,22,0.35,0.7475,3101
2910,0,13,0.35,0.7474,3101
2911,1,20,0.36,0.7474,3104
2912,0,11,0.36,0.7473,3104
2913,0,11,0.35,0.7472,3104
2914,0,15,0.34,0.7471,3105
2915,0,16,0.33,0.7471,3105
2916,0,12,0.33,0.7470,3105
2917,0,58,0.33,0.7469,3105
2918,1,103,0.34,0.7468,3106
2919,0,10,0.34,0.7468,3106
2920,0,21,0.34,0.7467,3108
2921,1,33,0.34,0.7466,3108
2922,0,28,0.34,0.7465,3110
2923,0,54,0.33,0.7465,3110
2924,0,6,0.32,0.7464,3110
2925,0,21,0.31,0.7463,3110
2926,2,7,0.32,0.7462,3111
2927,0,32,0.32,0.7462,3111
2928,1,22,0.33,0.7461,3111
2929,0,26,0.33,0.7460,3111
2930,0,12,0.33,0.7459,3111
2931,0,12,0.32,0.7459,3111
2932,0,36,0.32,0.7458,3113
2933,1,13,0.32,0.7457,3113
2934,0,17,0.32,0.7456,3114
2935,0,8,0.31,0.7456,3114
2936,0,7,0.31,0.7455,3114
2937,1,33,0.31,0.7454,3114
2938,0,27,0.31,0.7453,3116
2939,0,21,0.30,0.7453,3116
2940,0,66,0.30,0.7452,3117
2941,0,22,0.30,0.7451,3117
2942,0,44,0.30,0.7450,3117
2943,1,35,0.31,0.7450,3117
2944,0,5,0.31,0.7449,3117
2945,1,14,0.32,0.7448,3118
2946,0,17,0.32,0.7447,3118
2947,0,16,0.31,0.7447,3118
2948,1,83,0.32,0.7446,3121
2949,0,29,0.32,0.7445,3121
2950,0,30,0.32,0.7444,3121
2951,1,18,0.33,0.7444,3121
2952,0,10,0.33,0.7443,3121
2953,0,10,0.33,0.7442,3121
2954,0,12,0.33,0.7441,3121
2955,0,13,0.33,0.7441,3121
2956,1,21,0.33,0.7440,3122
2957,0,32,0.32,0.7439,3122
2958,0,6,0.32,0.7439,3122
2959,1,23,0.33,0.7438,3122
2960,1,51,0.34,0.7437,3124
2961,0,7,0.32,0.7436,3124
2962,2,35,0.33,0.7436,3124
2963,0,17,0.33,0.7435,3125
2964,0,23,0.32,0.7434,3126
2965,0,11,0.32,0.7433,3126
2966,1,24,0.33,0.7433,3128
2967,0,16,0.32,0.7432,3128
2968,0,9,0.32,0.7431,3128
2969,0,11,0.32,0.7430,3128
2970,0,25,0.32,0.7430,3128
2971,0,18,0.32,0.7429,3128
2972,1,9,0.33,0.7428,3128
2973,0,16,0.33,0.7427,3128
2974,0,25,0.33,0.7427,3128
2975,0,7,0.32,0.7426,3129
2976,1,20,0.33,0.7425,3131
2977,1,34,0.33,0.7424,3133
2978,0,10,0.33,0.7424,3133
2979,0,11,0.33,0.7423,3133
2980,1,33,0.33,0.7422,3133
2981,0,6,0.33,0.7421,3133
2982,1,25,0.34,0.7421,3134
2983,0,22,0.34,0.7420,3134
2984,2,42,0.36,0.7419,3136
2985,0,21,0.36,0.7418,3136
2986,0,12,0.35,0.7418,3136
2987,0,68,0.35,0.7417,3138
2988,0,30,0.35,0.7416,3138
2989,0,17,0.35,0.7415,3138
2990,0,12,0.34,0.7415,3140
2991,0,49,0.34,0.7414,3140
2992,0,26,0.32,0.7413,3140
2993,0,22,0.32,0.7413,3140
2994,1,17,0.32,0.7412,3140
2995,0,35,0.31,0.7411,3140
2996,0,17,0.30,0.7410,3140
2997,0,25,0.30,0.7410,3140
2998,1,27,0.31,0.7409,3141
2999,0,18,0.31,0.7408,3141
3000,0,12,0.29,0.7407,3141
3001,1,45,0.30,0.7407,3143
3002,0,16,0.30,0.7406,3143
3003,0,33,0.30,0.7405,3144
3004,0,47,0.30,0.7404,3146
3005,1,31,0.30,0.7404,3147
3006,0,10,0.30,0.7403,3147
3007,0,5,0.30,0.7402,3147
3008,1,11,0.30,0.7401,3147
3009,1,14,0.31,0.7401,3148
3010,0,32,0.31,0.7400,3148
3011,1,43,0.31,0.7399,3149
3012,0,8,0.31,0.7398,3149
3013,0,21,0.31,0.7398,3149
3014,0,19,0.31,0.7397,3150
3015,0,10,0.31,0.7396,3150
3016,1,10,0.32,0.7395,3150
3017,0,7,0.32,0.7395,3150
3018,1,10,0.32,0.7394,3150
3019,1,17,0.33,0.7393,3150
3020,0,20,0.33,0.7393,3150
3021,0,8,0.32,0.7392,3150
3022,0,10,0.32,0.7391,3150
3023,2,19,0.34,0.7390,3150
3024,0,16,0.34,0.7390,3152
3025,0,46,0.34,0.7389,3152
3026,0,11,0.32,0.7388,3153
3027,1,32,0.33,0.7387,3154
3028,1,60,0.33,0.7387,3160
3029,0,34,0.33,0.7386,3162
3030,0,61,0.33,0.7385,3163
3031,0,11,0.33,0.7384,3163
3032,1,38,0.34,0.7384,3163
3033,1,52,0.34,0.7383,3166
3034,0,13,0.34,0.7382,3166
3035,0,23,0.34,0.7381,3167
3036,0,47,0.34,0.7381,3167
3037,0,11,0.33,0.7380,3167
3038,0,31,0.33,0.7379,3167
3039,0,21,0.33,0.7378,3167
3040,0,12,0.33,0.7378,3167
3041,1,23,0.34,0.7377,3167
3042,0,36,0.34,0.7376,3167
3043,2,44,0.35,0.7376,3167
3044,0,11,0.35,0.7375,3167
3045,0,12,0.34,0.7374,3167
3046,0,26,0.34,0.7373,3167
3047,0,9,0.34,0.7373,3167
3048,0,28,0.33,0.7372,3167
3049,0,24,0.33,0.7371,3167
3050,0,18,0.33,0.7370,3167
3051,0,7,0.32,0.7370,3167
3052,1,45,0.33,0.7369,3167
3053,0,13,0.33,0.7368,3167
3054,1,23,0.34,0.7367,3167
3055,0,35,0.34,0.7367,3167
3056,2,46,0.35,0.7366,3169
3057,0,26,0.35,0.7365,3171
3058,1,38,0.36,0.7364,3173
3059,0,11,0.35,0.7364,3173
3060,1,7,0.35,0.7363,3173
3061,1,9,0.36,0.7362,3173
3062,0,36,0.34,0.7362,3174
3063,0,11,0.34,0.7361,3175
3064,0,11,0.34,0.7360,3175
3065,0,16,0.34,0.7359,3175
3066,0,16,0.33,0.7359,3175
3067,0,14,0.33,0.7358,3175
3068,0,12,0.33,0.7357,3175
3069,1,87,0.34,0.7356,3180
3070,1,11,0.35,0.7356,3182
3071,0,15,0.35,0.7355,3182
3072,0,18,0.34,0.7354,3182
3073,0,16,0.34,0.7353,3182
3074,0,33,0.34,0.7353,3182
3075,1,24,0.35,0.7352,3182
3076,1,13,0.35,0.7351,3182
3077,1,50,0.35,0.7351,3182
3078,0,12,0.35,0.7350,3182
3079,0,19,0.35,0.7349,3183
3080,0,6,0.34,0.7348,3183
3081,1,23,0.35,0.7348,3185
3082,1,15,0.35,0.7347,3185
3083,0,24,0.35,0.7346,3187
3084,1,6,0.34,0.7345,3187
3085,0,21,0.34,0.7345,3187
3086,1,19,0.35,0.7344,3188
3087,0,21,0.35,0.7343,3188
3088,1,18,0.36,0.7342,3188
3089,0,12,0.36,0.7342,3190
3090,1,24,0.37,0.7341,3190
3091,1,29,0.38,0.7340,3191
3092,1,32,0.39,0.7339,3194
3093,0,25,0.39,0.7339,3194
3094,3,61,0.41,0.7338,3199
3095,0,19,0.41,0.7337,3199
3096,0,16,0.41,0.7337,3199
3097,1,22,0.42,0.7336,3199
3098,0,43,0.41,0.7335,3199
3099,1,12,0.42,0.7334,3199
3100,0,19,0.42,0.7334,3199
3101,0,12,0.41,0.7333,3201
3102,1,15,0.42,0.7332,3202
3103,0,13,0.42,0.7331,3203
3104,0,47,0.42,0.7331,3204
3105,1,23,0.42,0.7330,3205
3106,0,18,0.42,0.7329,3206
3107,0,6,0.42,0.7328,3206
3108,1,6,0.42,0.7328,3206
3109,0,12,0.41,0.7327,3206
3110,3,63,0.44,0.7326,3207
3111,0,24,0.43,0.7326,3207
3112,1,12,0.44,0.7325,3207
3113,0,19,0.44,0.7324,3207
3114,0,13,0.44,0.7323,3207
3115,1,33,0.45,0.7323,3207
3116,1,22,0.45,0.7322,3207
3117,3,37,0.48,0.7321,3210
3118,1,23,0.48,0.7320,3213
3119,1,57,0.48,0.7320,3217
3120,0,15,0.48,0.7319,3217
3121,1,22,0.49,0.7318,3217
3122,1,46,0.50,0.7318,3219
3123,0,25,0.48,0.7317,3219
3124,1,35,0.49,0.7316,3219
3125,0,7,0.49,0.7315,3219
3126,1,56,0.50,0.7315,3221
3127,1,45,0.50,0.7314,3224
3128,0,17,0.49,0.7313,3224
3129,2,39,0.51,0.7312,3225
3130,0,21,0.51,0.7312,3225
3131,1,25,0.52,0.7311,3225
3132,0,16,0.51,0.7310,3225
3133,0,16,0.50,0.7309,3225
3134,1,13,0.51,0.7309,3225
3135,1,8,0.52,0.7308,3225
3136,1,20,0.53,0.7307,3225
3137,2,72,0.55,0.7307,3226
3138,1,27,0.56,0.7306,3227
3139,0,7,0.56,0.7305,3227
3140,3,49,0.59,0.7304,3227
3141,0,10,0.58,0.7304,3227
3142,1,40,0.59,0.7303,3228
3143,1,19,0.58,0.7302,3229
3144,1,18,0.59,0.7301,3229
3145,1,6,0.60,0.7301,3229
3146,0,30,0.60,0.7300,3229
3147,2,25,0.62,0.7299,3229
3148,1,34,0.63,0.7299,3230
3149,0,8,0.63,0.7298,3230
3150,1,35,0.64,0.7297,3232
3151,1,101,0.65,0.7296,3235
3152,0,24,0.64,0.7296,3235
3153,0,23,0.64,0.7295,3235
3154,3,24,0.66,0.7294,3239
3155,0,15,0.66,0.7293,3239
3156,0,45,0.64,0.7293,3240
3157,1,55,0.65,0.7292,3242
3158,2,28,0.66,0.7291,3242
3159,0,10,0.66,0.7290,3242
3160,1,11,0.66,0.7290,3242
3161,0,18,0.65,0.7289,3242
3162,0,28,0.65,0.7288,3242
3163,0,32,0.65,0.7288,3242
3164,0,13,0.65,0.7287,3242
3165,1,15,0.66,0.7286,3242
3166,0,17,0.66,0.7285,3242
3167,1,42,0.67,0.7285,3242
3168,0,10,0.67,0.7284,3242
3169,1,16,0.67,0.7283,3242
3170,0,57,0.66,0.7282,3247
3171,1,27,0.67,0.7282,3247
3172,0,32,0.67,0.7281,3247
3173,0,5,0.67,0.7280,3247
3174,0,22,0.67,0.7280,3248
3175,0,10,0.66,0.7279,3248
3176,0,8,0.65,0.7278,3248
3177,0,24,0.64,0.7277,3248
3178,1,24,0.65,0.7277,3248
3179,2,37,0.67,0.7276,3248
3180,0,34,0.67,0.7275,3248
3181,2,37,0.68,0.7274,3248
3182,1,31,0.68,0.7274,3248
3183,0,10,0.68,0.7273,3248
3184,0,12,0.67,0.7272,3248
3185,1,32,0.68,0.7272,3249
3186,0,12,0.67,0.7271,3249
3187,0,13,0.67,0.7270,3249
3188,0,5,0.66,0.7269,3249
3189,0,12,0.66,0.7269,3249
3190,0,8,0.65,0.7268,3249
3191,0,34,0.64,0.7267,3250
3192,1,15,0.64,0.7266,3250
3193,0,12,0.64,0.7266,3250
3194,0,16,0.61,0.7265,3250
3195,0,27,0.61,0.7264,3250
3196,1,36,0.62,0.7264,3252
3197,0,33,0.61,0.7263,3252
3198,0,33,0.61,0.7262,3252
3199,0,37,0.60,0.7261,3252
3200,0,15,0.60,0.7261,3252
3201,1,19,0.61,0.7260,3252
3202,2,19,0.62,0.7259,3252
3203,1,37,0.63,0.7258,3253
3204,1,79,0.64,0.7258,3256
3205,0,33,0.63,0.7257,3256
3206,1,24,0.64,0.7256,3256
3207,1,18,0.65,0.7256,3256
3208,0,17,0.64,0.7255,3256
3209,4,79,0.68,0.7254,3256
3210,2,47,0.67,0.7253,3257
3211,0,8,0.67,0.7253,3257
3212,0,62,0.66,0.7252,3257
3213,0,16,0.66,0.7251,3257
3214,1,45,0.67,0.7250,3257
3215,1,9,0.67,0.7250,3258
3216,0,11,0.66,0.7249,3258
3217,0,7,0.63,0.7248,3258
3218,0,16,0.62,0.7248,3258
3219,2,52,0.63,0.7247,3262
3220,2,48,0.65,0.7246,3262
3221,0,13,0.64,0.7245,3262
3222,0,26,0.63,0.7245,3262
3223,3,27,0.66,0.7244,3263
3224,0,17,0.65,0.7243,3264
3225,1,16,0.66,0.7243,3265
3226,0,6,0.65,0.7242,3265
3227,1,40,0.65,0.7241,3265
3228,0,14,0.65,0.7240,3265
3229,0,16,0.63,0.7240,3266
3230,0,15,0.63,0.7239,3266
