Episode,Score,Steps,AvgScore,Epsilon,QStates
10215,1,7,1.99,0.3600,6260
10216,2,19,2.01,0.3600,6260
10217,2,15,2.02,0.3599,6260
10218,4,55,2.06,0.3599,6261
10219,4,39,2.05,0.3599,6262
10220,1,14,2.02,0.3598,6262
10221,2,14,2.02,0.3598,6262
10222,1,12,2.03,0.3597,6262
10223,4,39,2.05,0.3597,6263
10224,1,15,2.04,0.3597,6263
10225,1,15,2.04,0.3596,6263
10226,1,35,2.01,0.3596,6263
10227,2,36,2.02,0.3596,6263
10228,2,43,2.04,0.3595,6264
10229,0,13,2.04,0.3595,6264
10230,2,48,2.06,0.3595,6264
10231,3,56,2.08,0.3594,6264
10232,1,34,2.07,0.3594,6264
10233,1,13,2.07,0.3594,6264
10234,3,46,2.06,0.3593,6264
10235,1,10,2.07,0.3593,6264
10236,0,11,2.06,0.3592,6264
10237,2,28,2.08,0.3592,6265
10238,4,55,2.11,0.3592,6265
10239,3,44,2.12,0.3591,6265
10240,2,26,2.12,0.3591,6265
10241,2,20,2.13,0.3591,6265
10242,3,53,2.15,0.3590,6266
10243,4,70,2.18,0.3590,6267
10244,2,25,2.18,0.3590,6267
10245,1,26,2.17,0.3589,6267
10246,1,29,2.14,0.3589,6267
10247,0,15,2.10,0.3588,6268
10248,1,45,2.08,0.3588,6268
10249,3,36,2.09,0.3588,6268
10250,0,6,2.08,0.3587,6268
10251,1,13,2.05,0.3587,6269
10252,2,37,2.05,0.3587,6270
10253,3,33,2.03,0.3586,6270
10254,3,34,2.05,0.3586,6270
10255,0,13,2.05,0.3586,6270
10256,1,35,2.04,0.3585,6270
10257,2,29,2.03,0.3585,6270
10258,2,59,2.02,0.3585,6271
10259,2,24,2.04,0.3584,6271
10260,1,9,2.04,0.3584,6271
10261,2,41,2.03,0.3583,6273
10262,1,27,2.04,0.3583,6273
10263,1,16,2.02,0.3583,6273
10264,2,29,2.03,0.3582,6273
10265,1,14,2.02,0.3582,6273
10266,2,24,2.02,0.3582,6273
10267,2,20,1.99,0.3581,6273
10268,3,39,2.00,0.3581,6273
10269,0,16,1.98,0.3581,6273
10270,3,24,2.00,0.3580,6273
10271,3,70,2.02,0.3580,6273
10272,4,40,2.05,0.3580,6274
10273,2,29,2.06,0.3579,6274
10274,2,15,2.08,0.3579,6274
10275,1,6,2.07,0.3578,6274
10276,1,14,2.08,0.3578,6274
10277,4,41,2.10,0.3578,6274
10278,3,25,2.10,0.3577,6274
10279,1,19,2.05,0.3577,6274
10280,1,8,2.04,0.3577,6274
10281,1,17,2.00,0.3576,6274
10282,2,23,2.01,0.3576,6274
10283,3,31,2.03,0.3576,6274
10284,1,32,2.02,0.3575,6274
10285,3,61,2.04,0.3575,6275
10286,1,15,2.05,0.3575,6275
10287,0,4,2.04,0.3574,6275
10288,1,13,2.02,0.3574,6275
10289,1,44,2.01,0.3573,6275
10290,2,22,2.01,0.3573,6275
10291,0,10,2.00,0.3573,6275
10292,0,9,1.99,0.3572,6275
10293,2,28,1.99,0.3572,6275
10294,1,18,1.97,0.3572,6275
10295,0,9,1.94,0.3571,6275
10296,1,19,1.94,0.3571,6275
10297,3,69,1.96,0.3571,6275
10298,2,45,1.96,0.3570,6275
10299,2,13,1.97,0.3570,6275
10300,1,17,1.94,0.3570,6275
10301,1,36,1.92,0.3569,6275
10302,1,11,1.85,0.3569,6275
10303,3,37,1.87,0.3568,6275
10304,1,25,1.84,0.3568,6275
10305,4,44,1.86,0.3568,6275
10306,1,27,1.86,0.3567,6276
10307,3,51,1.88,0.3567,6277
10308,4,35,1.90,0.3567,6278
10309,1,7,1.85,0.3566,6278
10310,0,6,1.83,0.3566,6278
10311,2,24,1.80,0.3566,6278
10312,4,75,1.81,0.3565,6278
10313,1,13,1.77,0.3565,6278
10314,1,14,1.77,0.3565,6279
10315,3,55,1.79,0.3564,6279
10316,3,35,1.80,0.3564,6279
10317,4,90,1.82,0.3563,6281
10318,0,14,1.78,0.3563,6281
10319,1,15,1.75,0.3563,6281
10320,3,59,1.77,0.3562,6281
10321,2,24,1.77,0.3562,6282
10322,2,28,1.78,0.3562,6283
10323,2,15,1.76,0.3561,6283
10324,3,61,1.78,0.3561,6283
10325,3,44,1.80,0.3561,6283
10326,1,10,1.80,0.3560,6283
10327,2,44,1.80,0.3560,6283
10328,7,133,1.85,0.3560,6289
10329,1,12,1.86,0.3559,6289
10330,3,37,1.87,0.3559,6289
10331,1,24,1.85,0.3558,6290
10332,4,104,1.88,0.3558,6292
10333,0,11,1.87,0.3558,6292
10334,4,46,1.88,0.3557,6292
10335,0,16,1.87,0.3557,6292
10336,3,49,1.90,0.3557,6292
10337,2,30,1.90,0.3556,6292
10338,0,17,1.86,0.3556,6292
10339,0,9,1.83,0.3556,6292
10340,1,15,1.82,0.3555,6292
10341,1,12,1.81,0.3555,6292
10342,3,49,1.81,0.3555,6295
10343,3,27,1.80,0.3554,6295
10344,1,18,1.79,0.3554,6295
10345,0,28,1.78,0.3554,6295
10346,0,9,1.77,0.3553,6295
10347,2,12,1.79,0.3553,6295
10348,1,60,1.79,0.3552,6295
10349,1,15,1.77,0.3552,6295
10350,5,83,1.82,0.3552,6299
10351,1,8,1.82,0.3551,6299
10352,0,12,1.80,0.3551,6299
10353,1,9,1.78,0.3551,6299
10354,5,102,1.80,0.3550,6302
10355,3,48,1.83,0.3550,6303
10356,2,33,1.84,0.3550,6303
10357,1,29,1.83,0.3549,6304
10358,3,37,1.84,0.3549,6305
10359,3,52,1.85,0.3549,6305
10360,0,11,1.84,0.3548,6305
10361,1,11,1.83,0.3548,6305
10362,5,79,1.87,0.3547,6305
10363,3,30,1.89,0.3547,6306
10364,4,80,1.91,0.3547,6308
10365,4,65,1.94,0.3546,6309
10366,2,40,1.94,0.3546,6309
10367,1,17,1.93,0.3546,6309
10368,1,46,1.91,0.3545,6309
10369,0,4,1.91,0.3545,6309
10370,2,21,1.90,0.3545,6309
10371,1,12,1.88,0.3544,6309
10372,3,24,1.87,0.3544,6309
10373,1,23,1.86,0.3544,6309
10374,2,20,1.86,0.3543,6309
10375,1,24,1.86,0.3543,6309
10376,3,41,1.88,0.3543,6311
10377,2,45,1.86,0.3542,6312
10378,1,9,1.84,0.3542,6312
10379,1,18,1.84,0.3541,6312
10380,1,20,1.84,0.3541,6312
10381,7,87,1.90,0.3541,6314
10382,0,4,1.88,0.3540,6314
10383,2,24,1.87,0.3540,6314
10384,3,54,1.89,0.3540,6314
10385,2,29,1.88,0.3539,6314
10386,1,15,1.88,0.3539,6314
10387,1,13,1.89,0.3539,6314
10388,1,18,1.89,0.3538,6314
10389,1,63,1.89,0.3538,6314
10390,1,5,1.88,0.3538,6314
10391,2,26,1.90,0.3537,6314
10392,3,59,1.93,0.3537,6315
10393,2,35,1.93,0.3536,6315
10394,1,10,1.93,0.3536,6315
10395,2,39,1.95,0.3536,6315
10396,1,14,1.95,0.3535,6315
10397,0,4,1.92,0.3535,6315
10398,0,16,1.90,0.3535,6315
10399,1,12,1.89,0.3534,6315
10400,0,27,1.88,0.3534,6315
10401,2,11,1.89,0.3534,6315
10402,1,17,1.89,0.3533,6315
10403,2,41,1.88,0.3533,6315
10404,2,26,1.89,0.3533,6315
10405,5,86,1.90,0.3532,6317
10406,2,32,1.91,0.3532,6317
10407,2,34,1.90,0.3532,6317
10408,1,21,1.87,0.3531,6317
10409,0,7,1.86,0.3531,6317
10410,6,90,1.92,0.3530,6320
10411,2,24,1.92,0.3530,6320
10412,1,14,1.89,0.3530,6320
10413,5,62,1.93,0.3529,6320
10414,6,92,1.98,0.3529,6322
10415,1,11,1.96,0.3529,6322
10416,1,33,1.94,0.3528,6322
10417,1,7,1.91,0.3528,6322
10418,2,24,1.93,0.3528,6322
10419,1,9,1.93,0.3527,6322
10420,3,55,1.93,0.3527,6322
10421,2,20,1.93,0.3527,6323
10422,5,73,1.96,0.3526,6323
10423,2,27,1.96,0.3526,6323
10424,2,50,1.95,0.3526,6323
10425,3,35,1.95,0.3525,6323
10426,2,25,1.96,0.3525,6323
10427,5,91,1.99,0.3524,6323
10428,1,15,1.93,0.3524,6324
10429,5,38,1.97,0.3524,6325
10430,1,15,1.95,0.3523,6325
10431,3,79,1.97,0.3523,6325
10432,1,38,1.94,0.3523,6325
10433,1,11,1.95,0.3522,6325
10434,0,11,1.91,0.3522,6325
10435,1,31,1.92,0.3522,6325
10436,2,30,1.91,0.3521,6325
10437,1,13,1.90,0.3521,6325
10438,2,40,1.92,0.3521,6325
10439,3,31,1.95,0.3520,6325
10440,2,28,1.96,0.3520,6325
10441,0,6,1.95,0.3520,6325
10442,0,8,1.92,0.3519,6325
10443,2,33,1.91,0.3519,6325
10444,4,87,1.94,0.3518,6327
10445,1,27,1.95,0.3518,6328
10446,0,18,1.95,0.3518,6328
10447,1,37,1.94,0.3517,6329
10448,2,21,1.95,0.3517,6329
10449,6,108,2.00,0.3517,6335
10450,5,74,2.00,0.3516,6337
10451,4,48,2.03,0.3516,6337
10452,6,92,2.09,0.3516,6339
10453,2,26,2.10,0.3515,6339
10454,2,40,2.07,0.3515,6339
10455,2,56,2.06,0.3515,6339
10456,1,11,2.05,0.3514,6339
10457,1,16,2.05,0.3514,6339
10458,0,7,2.02,0.3514,6339
10459,2,43,2.01,0.3513,6339
10460,2,45,2.03,0.3513,6339
10461,2,22,2.04,0.3513,6339
10462,2,26,2.01,0.3512,6339
10463,2,16,2.00,0.3512,6339
10464,1,17,1.97,0.3511,6339
10465,4,34,1.97,0.3511,6339
10466,4,74,1.99,0.3511,6342
10467,1,14,1.99,0.3510,6342
10468,2,66,2.00,0.3510,6342
10469,2,14,2.02,0.3510,6342
10470,1,14,2.01,0.3509,6342
10471,1,33,2.01,0.3509,6342
10472,0,6,1.98,0.3509,6342
10473,3,23,2.00,0.3508,6343
10474,3,32,2.01,0.3508,6344
10475,4,35,2.04,0.3508,6344
10476,2,34,2.03,0.3507,6344
10477,2,37,2.03,0.3507,6344
10478,0,11,2.02,0.3507,6344
10479,3,36,2.04,0.3506,6344
10480,3,25,2.06,0.3506,6344
10481,0,12,1.99,0.3505,6344
10482,0,23,1.99,0.3505,6344
10483,3,116,2.00,0.3505,6345
10484,5,49,2.02,0.3504,6345
10485,4,39,2.04,0.3504,6345
10486,1,34,2.04,0.3504,6345
10487,4,74,2.07,0.3503,6345
10488,1,39,2.07,0.3503,6345
10489,1,30,2.07,0.3503,6345
10490,1,19,2.07,0.3502,6345
10491,0,17,2.05,0.3502,6345
10492,0,10,2.02,0.3502,6345
10493,2,49,2.02,0.3501,6347
10494,2,22,2.03,0.3501,6347
10495,3,85,2.04,0.3501,6347
10496,1,27,2.04,0.3500,6347
10497,2,58,2.06,0.3500,6347
10498,1,17,2.07,0.3500,6347
10499,1,16,2.07,0.3499,6347
10500,2,32,2.09,0.3499,6348
10501,1,43,2.08,0.3498,6348
10502,3,28,2.10,0.3498,6348
10503,2,26,2.10,0.3498,6348
10504,1,11,2.09,0.3497,6349
10505,2,20,2.06,0.3497,6349
10506,1,30,2.05,0.3497,6349
10507,2,43,2.05,0.3496,6349
10508,4,71,2.08,0.3496,6350
10509,4,59,2.12,0.3496,6351
10510,2,21,2.08,0.3495,6351
10511,6,63,2.12,0.3495,6352
10512,1,17,2.12,0.3495,6352
10513,1,19,2.08,0.3494,6352
10514,3,28,2.05,0.3494,6352
10515,2,14,2.06,0.3494,6353
10516,4,67,2.09,0.3493,6354
10517,4,46,2.12,0.3493,6354
10518,1,12,2.11,0.3493,6354
10519,1,13,2.11,0.3492,6354
10520,2,17,2.10,0.3492,6354
10521,3,42,2.11,0.3492,6354
10522,1,27,2.07,0.3491,6354
10523,3,63,2.08,0.3491,6354
10524,0,16,2.06,0.3490,6354
10525,1,17,2.04,0.3490,6354
10526,1,17,2.03,0.3490,6354
10527,1,21,1.99,0.3489,6354
10528,5,76,2.03,0.3489,6355
10529,3,38,2.01,0.3489,6355
10530,0,21,2.00,0.3488,6355
10531,2,28,1.99,0.3488,6355
10532,0,8,1.98,0.3488,6355
10533,1,23,1.98,0.3487,6355
10534,2,23,2.00,0.3487,6355
10535,3,80,2.02,0.3487,6355
10536,5,66,2.05,0.3486,6355
10537,1,33,2.05,0.3486,6355
10538,2,43,2.05,0.3486,6355
10539,5,110,2.07,0.3485,6358
10540,1,17,2.06,0.3485,6358
10541,0,25,2.06,0.3485,6358
10542,4,30,2.10,0.3484,6359
10543,1,17,2.09,0.3484,6359
10544,4,26,2.09,0.3483,6360
10545,1,19,2.09,0.3483,6360
10546,3,61,2.12,0.3483,6360
10547,0,10,2.11,0.3482,6360
10548,0,32,2.09,0.3482,6360
10549,1,20,2.04,0.3482,6360
10550,0,6,1.99,0.3481,6360
10551,1,33,1.96,0.3481,6360
10552,1,14,1.91,0.3481,6361
10553,2,32,1.91,0.3480,6361
10554,7,85,1.96,0.3480,6364
10555,2,46,1.96,0.3480,6364
10556,0,13,1.95,0.3479,6364
10557,1,15,1.95,0.3479,6364
10558,1,30,1.96,0.3479,6364
10559,4,57,1.98,0.3478,6365
10560,0,28,1.96,0.3478,6365
10561,1,55,1.95,0.3478,6365
10562,1,18,1.94,0.3477,6365
10563,1,24,1.93,0.3477,6365
10564,1,18,1.93,0.3477,6366
10565,1,12,1.90,0.3476,6366
10566,1,32,1.87,0.3476,6366
10567,1,32,1.87,0.3475,6366
10568,4,64,1.89,0.3475,6368
10569,1,17,1.88,0.3475,6368
10570,0,7,1.87,0.3474,6368
10571,4,80,1.90,0.3474,6368
10572,2,37,1.92,0.3474,6368
10573,3,24,1.92,0.3473,6370
10574,1,21,1.90,0.3473,6370
10575,3,61,1.89,0.3473,6370
10576,2,21,1.89,0.3472,6370
10577,3,57,1.90,0.3472,6370
10578,2,45,1.92,0.3472,6370
10579,1,10,1.90,0.3471,6370
10580,4,115,1.91,0.3471,6370
10581,0,6,1.91,0.3471,6370
10582,3,72,1.94,0.3470,6370
10583,3,18,1.94,0.3470,6370
10584,1,11,1.90,0.3470,6370
10585,1,14,1.87,0.3469,6370
10586,1,21,1.87,0.3469,6370
10587,1,21,1.84,0.3469,6370
10588,1,40,1.84,0.3468,6371
10589,0,16,1.83,0.3468,6372
10590,1,14,1.83,0.3467,6372
10591,1,22,1.84,0.3467,6373
10592,5,105,1.89,0.3467,6373
10593,1,9,1.88,0.3466,6373
10594,4,59,1.90,0.3466,6373
10595,1,8,1.88,0.3466,6373
10596,4,52,1.91,0.3465,6375
10597,2,73,1.91,0.3465,6375
10598,1,16,1.91,0.3465,6375
10599,2,30,1.92,0.3464,6375
10600,0,12,1.90,0.3464,6375
10601,2,30,1.91,0.3464,6375
10602,1,14,1.89,0.3463,6375
10603,0,9,1.87,0.3463,6375
10604,1,16,1.87,0.3463,6375
10605,1,31,1.86,0.3462,6375
10606,5,46,1.90,0.3462,6379
10607,2,47,1.90,0.3462,6381
10608,3,35,1.89,0.3461,6381
10609,1,26,1.86,0.3461,6381
10610,4,40,1.88,0.3461,6385
10611,4,50,1.86,0.3460,6385
10612,1,13,1.86,0.3460,6385
10613,5,56,1.90,0.3460,6387
10614,1,17,1.88,0.3459,6387
10615,0,7,1.86,0.3459,6387
10616,2,51,1.84,0.3458,6387
10617,3,43,1.83,0.3458,6387
10618,1,11,1.83,0.3458,6388
10619,2,31,1.84,0.3457,6389
10620,5,59,1.87,0.3457,6389
10621,1,24,1.85,0.3457,6389
10622,4,86,1.88,0.3456,6389
10623,1,16,1.86,0.3456,6389
10624,1,33,1.87,0.3456,6389
10625,2,18,1.88,0.3455,6389
10626,0,17,1.87,0.3455,6389
10627,2,22,1.88,0.3455,6390
10628,2,43,1.85,0.3454,6391
10629,2,38,1.84,0.3454,6392
10630,1,35,1.85,0.3454,6392
10631,1,15,1.84,0.3453,6393
10632,0,10,1.84,0.3453,6393
10633,2,18,1.85,0.3453,6393
10634,1,19,1.84,0.3452,6393
10635,1,34,1.82,0.3452,6393
10636,1,12,1.78,0.3452,6393
10637,2,39,1.79,0.3451,6393
10638,1,23,1.78,0.3451,6393
10639,2,17,1.75,0.3451,6393
10640,1,17,1.75,0.3450,6393
10641,1,35,1.76,0.3450,6393
10642,1,14,1.73,0.3450,6393
10643,6,69,1.78,0.3449,6393
10644,1,12,1.75,0.3449,6393
10645,3,61,1.77,0.3448,6393
10646,1,37,1.75,0.3448,6396
10647,0,17,1.75,0.3448,6396
10648,1,24,1.76,0.3447,6396
10649,5,39,1.80,0.3447,6398
10650,2,25,1.82,0.3447,6398
10651,3,55,1.84,0.3446,6399
10652,2,27,1.85,0.3446,6399
10653,2,25,1.85,0.3446,6399
10654,1,29,1.79,0.3445,6399
10655,2,11,1.79,0.3445,6399
10656,0,23,1.79,0.3445,6399
10657,2,25,1.80,0.3444,6399
10658,1,10,1.80,0.3444,6399
10659,2,45,1.78,0.3444,6399
10660,2,26,1.80,0.3443,6399
10661,1,17,1.80,0.3443,6399
10662,0,13,1.79,0.3443,6399
10663,1,25,1.79,0.3442,6399
10664,3,29,1.81,0.3442,6400
10665,3,39,1.83,0.3442,6401
10666,2,18,1.84,0.3441,6402
10667,3,25,1.86,0.3441,6403
10668,3,35,1.85,0.3441,6403
10669,1,8,1.85,0.3440,6403
10670,0,5,1.85,0.3440,6403
10671,4,74,1.85,0.3440,6403
10672,5,64,1.88,0.3439,6408
10673,2,36,1.87,0.3439,6410
10674,3,35,1.89,0.3438,6410
10675,1,12,1.87,0.3438,6410
10676,2,22,1.87,0.3438,6410
10677,4,39,1.88,0.3437,6410
10678,0,10,1.86,0.3437,6410
10679,1,23,1.86,0.3437,6410
10680,2,33,1.84,0.3436,6411
10681,2,22,1.86,0.3436,6411
10682,1,6,1.84,0.3436,6411
10683,1,18,1.82,0.3435,6411
10684,1,17,1.82,0.3435,6411
10685,1,7,1.82,0.3435,6411
10686,2,16,1.83,0.3434,6411
10687,1,31,1.83,0.3434,6411
10688,1,10,1.83,0.3434,6411
10689,1,12,1.84,0.3433,6413
10690,0,16,1.83,0.3433,6413
10691,0,7,1.82,0.3433,6413
10692,2,60,1.79,0.3432,6414
10693,1,7,1.79,0.3432,6414
10694,4,27,1.79,0.3432,6414
10695,3,37,1.81,0.3431,6414
10696,2,34,1.79,0.3431,6416
10697,2,24,1.79,0.3431,6417
10698,1,34,1.79,0.3430,6418
10699,1,13,1.78,0.3430,6418
10700,1,21,1.79,0.3430,6418
10701,2,52,1.79,0.3429,6419
10702,1,10,1.79,0.3429,6419
10703,5,62,1.84,0.3429,6421
10704,2,28,1.85,0.3428,6421
10705,2,18,1.86,0.3428,6421
10706,2,33,1.83,0.3428,6422
10707,2,48,1.83,0.3427,6423
10708,7,82,1.87,0.3427,6425
10709,1,36,1.87,0.3426,6425
10710,4,26,1.87,0.3426,6427
10711,3,71,1.86,0.3426,6430
10712,3,24,1.88,0.3425,6430
10713,4,48,1.87,0.3425,6432
10714,1,12,1.87,0.3425,6432
10715,3,51,1.90,0.3424,6432
10716,1,28,1.89,0.3424,6432
10717,1,19,1.87,0.3424,6432
10718,2,37,1.88,0.3423,6432
10719,1,13,1.87,0.3423,6432
10720,3,61,1.85,0.3423,6432
10721,7,54,1.91,0.3422,6433
10722,3,40,1.90,0.3422,6433
10723,3,85,1.92,0.3422,6433
10724,0,21,1.91,0.3421,6433
10725,1,15,1.90,0.3421,6433
10726,2,33,1.92,0.3421,6433
10727,1,14,1.91,0.3420,6433
10728,0,12,1.89,0.3420,6433
10729,1,33,1.88,0.3420,6433
10730,1,21,1.88,0.3419,6433
10731,2,38,1.89,0.3419,6433
10732,2,21,1.91,0.3419,6433
10733,0,10,1.89,0.3418,6433
10734,3,60,1.91,0.3418,6433
10735,3,36,1.93,0.3418,6437
10736,1,29,1.93,0.3417,6437
10737,2,57,1.93,0.3417,6437
10738,3,37,1.95,0.3417,6438
10739,3,61,1.96,0.3416,6440
10740,3,21,1.98,0.3416,6440
10741,2,33,1.99,0.3416,6440
10742,2,32,2.00,0.3415,6440
10743,1,25,1.95,0.3415,6440
10744,4,64,1.98,0.3415,6440
10745,1,8,1.96,0.3414,6440
10746,1,38,1.96,0.3414,6440
10747,2,26,1.98,0.3413,6440
10748,1,22,1.98,0.3413,6440
10749,0,4,1.93,0.3413,6440
10750,3,51,1.94,0.3412,6441
10751,1,27,1.92,0.3412,6442
10752,2,15,1.92,0.3412,6442
10753,3,28,1.93,0.3411,6442
10754,1,17,1.93,0.3411,6442
10755,2,29,1.93,0.3411,6442
10756,3,57,1.96,0.3410,6443
10757,3,34,1.97,0.3410,6443
10758,1,14,1.97,0.3410,6443
10759,2,32,1.97,0.3409,6444
10760,2,46,1.97,0.3409,6444
10761,3,54,1.99,0.3409,6445
10762,1,11,2.00,0.3408,6445
10763,0,19,1.99,0.3408,6445
10764,3,35,1.99,0.3408,6446
10765,3,32,1.99,0.3407,6446
10766,3,33,2.00,0.3407,6447
10767,2,59,1.99,0.3407,6449
10768,2,31,1.98,0.3406,6449
10769,0,14,1.97,0.3406,6449
10770,1,26,1.98,0.3406,6449
10771,3,26,1.97,0.3405,6449
10772,1,18,1.93,0.3405,6449
10773,1,23,1.92,0.3405,6449
10774,1,36,1.90,0.3404,6449
10775,0,7,1.89,0.3404,6449
10776,3,49,1.90,0.3404,6449
10777,0,11,1.86,0.3403,6450
10778,2,39,1.88,0.3403,6451
10779,1,31,1.88,0.3403,6451
10780,4,34,1.90,0.3402,6452
10781,0,13,1.88,0.3402,6452
10782,0,10,1.87,0.3402,6452
10783,1,38,1.87,0.3401,6452
10784,3,62,1.89,0.3401,6452
10785,1,11,1.89,0.3401,6452
10786,2,28,1.89,0.3400,6452
10787,2,34,1.90,0.3400,6452
10788,1,34,1.90,0.3400,6452
10789,1,14,1.90,0.3399,6452
10790,0,4,1.90,0.3399,6452
10791,0,4,1.90,0.3398,6452
10792,1,6,1.89,0.3398,6452
10793,1,63,1.89,0.3398,6455
10794,5,74,1.90,0.3397,6456
10795,1,27,1.88,0.3397,6456
10796,1,16,1.87,0.3397,6456
10797,4,38,1.89,0.3396,6458
10798,0,21,1.88,0.3396,6458
10799,3,20,1.90,0.3396,6458
10800,3,30,1.92,0.3395,6460
10801,0,4,1.90,0.3395,6460
10802,2,48,1.91,0.3395,6460
10803,1,14,1.87,0.3394,6460
10804,1,10,1.86,0.3394,6460
10805,2,25,1.86,0.3394,6460
10806,4,47,1.88,0.3393,6462
10807,1,16,1.87,0.3393,6462
10808,4,39,1.84,0.3393,6463
10809,1,17,1.84,0.3392,6463
10810,2,35,1.82,0.3392,6463
10811,2,38,1.81,0.3392,6463
10812,1,15,1.79,0.3391,6463
10813,1,28,1.76,0.3391,6463
10814,1,19,1.76,0.3391,6463
10815,2,35,1.75,0.3390,6463
10816,4,68,1.78,0.3390,6463
10817,3,89,1.80,0.3390,6464
10818,2,22,1.80,0.3389,6464
10819,1,27,1.80,0.3389,6465
10820,1,11,1.78,0.3389,6465
10821,3,39,1.74,0.3388,6465
10822,1,20,1.72,0.3388,6466
10823,1,32,1.70,0.3388,6466
10824,2,40,1.72,0.3387,6466
10825,5,81,1.76,0.3387,6468
10826,1,17,1.75,0.3387,6469
10827,2,22,1.76,0.3386,6469
10828,0,10,1.76,0.3386,6469
10829,4,58,1.79,0.3386,6469
10830,4,50,1.82,0.3385,6469
10831,4,51,1.84,0.3385,6470
10832,1,30,1.83,0.3385,6472
10833,1,20,1.84,0.3384,6473
10834,4,57,1.85,0.3384,6473
10835,1,28,1.83,0.3384,6473
10836,2,23,1.84,0.3383,6473
10837,3,39,1.85,0.3383,6474
10838,3,61,1.85,0.3383,6475
10839,3,41,1.85,0.3382,6476
10840,6,94,1.88,0.3382,6478
10841,5,82,1.91,0.3382,6479
10842,0,10,1.89,0.3381,6479
10843,6,136,1.94,0.3381,6484
10844,3,43,1.93,0.3381,6486
10845,5,115,1.97,0.3380,6489
10846,1,41,1.97,0.3380,6489
10847,0,11,1.95,0.3380,6489
10848,2,47,1.96,0.3379,6489
10849,2,28,1.98,0.3379,6489
10850,1,7,1.96,0.3378,6489
10851,2,35,1.97,0.3378,6489
10852,1,15,1.96,0.3378,6489
10853,1,22,1.94,0.3377,6489
10854,1,15,1.94,0.3377,6490
10855,5,78,1.97,0.3377,6490
10856,4,65,1.98,0.3376,6490
10857,1,20,1.96,0.3376,6490
10858,5,77,2.00,0.3376,6490
10859,1,12,1.99,0.3375,6491
10860,2,34,1.99,0.3375,6491
10861,4,58,2.00,0.3375,6491
10862,2,43,2.01,0.3374,6492
10863,1,15,2.02,0.3374,6492
10864,1,17,2.00,0.3374,6492
10865,1,29,1.98,0.3373,6494
10866,3,21,1.98,0.3373,6494
10867,3,43,1.99,0.3373,6494
10868,4,62,2.01,0.3372,6494
10869,1,26,2.02,0.3372,6494
10870,0,13,2.01,0.3372,6494
10871,0,30,1.98,0.3371,6494
10872,3,41,2.00,0.3371,6496
10873,1,17,2.00,0.3371,6496
10874,1,15,2.00,0.3370,6496
10875,3,62,2.03,0.3370,6496
10876,1,24,2.01,0.3370,6496
10877,2,56,2.03,0.3369,6497
10878,2,29,2.03,0.3369,6498
10879,5,104,2.07,0.3369,6499
10880,0,11,2.03,0.3368,6499
10881,2,31,2.05,0.3368,6499
10882,4,91,2.09,0.3368,6500
10883,3,63,2.11,0.3367,6500
10884,2,32,2.10,0.3367,6500
10885,2,20,2.11,0.3367,6500
10886,1,18,2.10,0.3366,6500
10887,1,10,2.09,0.3366,6500
10888,2,32,2.10,0.3366,6500
10889,2,43,2.11,0.3365,6501
10890,3,19,2.14,0.3365,6501
10891,1,20,2.15,0.3365,6501
10892,3,53,2.17,0.3364,6501
10893,1,20,2.17,0.3364,6501
10894,0,18,2.12,0.3364,6501
10895,4,53,2.15,0.3363,6501
10896,2,28,2.16,0.3363,6501
10897,1,15,2.13,0.3363,6501
10898,2,16,2.15,0.3362,6501
10899,0,4,2.12,0.3362,6501
10900,4,99,2.13,0.3362,6505
10901,1,44,2.14,0.3361,6505
10902,0,13,2.12,0.3361,6505
10903,1,20,2.12,0.3361,6506
10904,3,32,2.14,0.3360,6506
10905,1,13,2.13,0.3360,6506
10906,2,26,2.11,0.3360,6506
10907,1,19,2.11,0.3359,6506
10908,1,12,2.08,0.3359,6506
10909,0,13,2.07,0.3359,6506
10910,1,13,2.06,0.3358,6506
10911,2,28,2.06,0.3358,6506
10912,2,29,2.07,0.3358,6506
10913,4,25,2.10,0.3357,6506
10914,1,21,2.10,0.3357,6506
10915,3,49,2.11,0.3357,6506
10916,4,30,2.11,0.3356,6508
10917,2,27,2.10,0.3356,6508
10918,4,48,2.12,0.3356,6508
10919,0,21,2.11,0.3355,6508
10920,2,18,2.12,0.3355,6508
10921,0,7,2.09,0.3355,6508
10922,1,6,2.09,0.3354,6508
10923,2,14,2.10,0.3354,6508
10924,1,15,2.09,0.3354,6508
10925,1,23,2.05,0.3353,6508
10926,2,17,2.06,0.3353,6509
10927,2,33,2.06,0.3353,6509
10928,1,25,2.07,0.3352,6509
10929,3,34,2.06,0.3352,6509
10930,1,14,2.03,0.3352,6509
10931,1,42,2.00,0.3351,6509
10932,4,60,2.03,0.3351,6510
10933,0,8,2.02,0.3351,6510
10934,1,19,1.99,0.3350,6510
10935,1,17,1.99,0.3350,6510
10936,1,13,1.98,0.3350,6510
10937,2,18,1.97,0.3349,6510
10938,4,67,1.98,0.3349,6510
10939,1,11,1.96,0.3349,6510
10940,1,27,1.91,0.3348,6510
10941,3,52,1.89,0.3348,6510
10942,3,17,1.92,0.3348,6511
10943,0,6,1.86,0.3347,6511
10944,1,20,1.84,0.3347,6511
10945,1,25,1.80,0.3347,6511
10946,3,48,1.82,0.3346,6511
10947,0,16,1.82,0.3346,6511
10948,1,25,1.81,0.3346,6511
10949,1,21,1.80,0.3345,6513
