Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,BufSize,Loss1,Loss2
672,3.2,-11.8,-5.856,-2.206,291,285,18,19536,0.31220,0.27095
673,-10.799999999999999,4.2,-5.856,-2.206,291,285,8,19544,0.31220,0.27095
674,3.8000000000000007,-11.2,-5.856,-2.206,291,285,12,19556,0.31220,0.27095
675,-25.099999999999962,-10.099999999999962,-5.856,-2.206,291,285,151,19707,0.31220,0.27095
676,-13.8,1.1999999999999984,-5.856,-2.206,291,285,38,19745,0.31220,0.27095
677,11.300000000000011,-13.700000000000001,-5.856,-2.206,292,285,37,19782,0.31220,0.27095
678,0.8999999999999986,-14.100000000000001,-5.856,-2.206,292,285,41,19823,0.31220,0.27095
679,-10.9,4.1000000000000005,-5.856,-2.206,292,285,9,19832,0.31220,0.27095
680,-12.0,3.0,-6.153,-2.103,292,285,20,19852,0.32590,0.25810
681,2.2999999999999994,-2.699999999999992,-6.153,-2.103,292,286,27,19879,0.32590,0.25810
682,3.8000000000000007,-11.2,-6.153,-2.103,292,286,12,19891,0.32590,0.25810
683,3.0999999999999996,-11.9,-6.153,-2.103,292,286,19,19910,0.32590,0.25810
684,-20.29999999999998,-5.299999999999979,-6.153,-2.103,292,286,103,20013,0.32590,0.25810
685,3.8000000000000007,-11.2,-6.153,-2.103,292,286,12,20025,0.32590,0.25810
686,2.4999999999999996,-12.5,-6.153,-2.103,292,286,25,20050,0.32590,0.25810
687,-10.9,4.1000000000000005,-6.153,-2.103,292,286,9,20059,0.32590,0.25810
688,-10.799999999999999,4.2,-6.153,-2.103,292,286,8,20067,0.32590,0.25810
689,-10.799999999999999,4.2,-6.153,-2.103,292,286,8,20075,0.32590,0.25810
690,-10.6,4.4,-6.153,-2.103,292,286,6,20081,0.32590,0.25810
691,-19.69999999999998,-4.6999999999999815,-6.153,-2.103,292,286,97,20178,0.32590,0.25810
692,-10.799999999999999,4.2,-6.153,-2.103,292,286,8,20186,0.32590,0.25810
693,3.3,-11.7,-6.153,-2.103,292,286,17,20203,0.32590,0.25810
694,-10.799999999999999,4.2,-6.153,-2.103,292,286,8,20211,0.32590,0.25810
695,-16.099999999999994,-1.0999999999999943,-6.153,-2.103,292,286,61,20272,0.32590,0.25810
696,-11.2,3.8000000000000007,-6.153,-2.103,292,286,12,20284,0.32590,0.25810
697,3.3,-11.7,-6.153,-2.103,292,286,17,20301,0.32590,0.25810
698,-12.9,2.099999999999999,-6.153,-2.103,292,286,29,20330,0.32590,0.25810
699,-10.9,4.1000000000000005,-6.153,-2.103,292,286,9,20339,0.32590,0.25810
700,-10.9,4.1000000000000005,-6.233,-2.583,292,286,9,20348,0.26101,0.32700
701,3.4000000000000004,-11.6,-6.233,-2.583,292,286,16,20364,0.26101,0.32700
702,-10.9,4.1000000000000005,-6.233,-2.583,292,286,9,20373,0.26101,0.32700
703,-11.0,4.0,-6.233,-2.583,292,286,10,20383,0.26101,0.32700
704,-10.799999999999999,4.2,-6.233,-2.583,292,286,8,20391,0.26101,0.32700
705,-14.999999999999998,10.000000000000002,-6.233,-2.583,292,287,50,20441,0.26101,0.32700
706,-10.9,4.1000000000000005,-6.233,-2.583,292,287,9,20450,0.26101,0.32700
707,-3.7999999999999847,-18.799999999999983,-6.233,-2.583,292,287,88,20538,0.26101,0.32700
708,-10.7,4.300000000000001,-6.233,-2.583,292,287,7,20545,0.26101,0.32700
709,-12.1,2.9,-6.233,-2.583,292,287,21,20566,0.26101,0.32700
710,-1.2999999999999936,-16.299999999999994,-6.233,-2.583,292,287,63,20629,0.26101,0.32700
711,3.8000000000000007,-11.2,-6.233,-2.583,292,287,12,20641,0.26101,0.32700
712,-11.8,3.2,-6.233,-2.583,292,287,18,20659,0.26101,0.32700
713,2.8,-12.2,-6.233,-2.583,292,287,22,20681,0.26101,0.32700
714,-10.799999999999999,4.2,-6.233,-2.583,292,287,8,20689,0.26101,0.32700
715,-12.0,3.0,-6.233,-2.583,292,287,20,20709,0.26101,0.32700
716,-10.799999999999999,4.2,-6.233,-2.583,292,287,8,20717,0.26101,0.32700
717,-12.9,2.099999999999999,-6.233,-2.583,292,287,29,20746,0.26101,0.32700
718,-11.1,3.9000000000000004,-6.233,-2.583,292,287,11,20757,0.26101,0.32700
719,3.2,-11.8,-6.233,-2.583,292,287,18,20775,0.26101,0.32700
720,3.0,-12.0,-6.381,-2.531,292,287,20,20795,0.27537,0.32861
721,-11.2,3.8000000000000007,-6.381,-2.531,292,287,12,20807,0.27537,0.32861
722,1.5999999999999988,-13.400000000000002,-6.381,-2.531,292,287,34,20841,0.27537,0.32861
723,-10.9,4.1000000000000005,-6.381,-2.531,292,287,9,20850,0.27537,0.32861
724,-11.2,3.8000000000000007,-6.381,-2.531,292,287,12,20862,0.27537,0.32861
725,-10.799999999999999,4.2,-6.381,-2.531,292,287,8,20870,0.27537,0.32861
726,-10.799999999999999,4.2,-6.381,-2.531,292,287,8,20878,0.27537,0.32861
727,-11.2,3.8000000000000007,-6.381,-2.531,292,287,12,20890,0.27537,0.32861
728,-10.799999999999999,4.2,-6.381,-2.531,292,287,8,20898,0.27537,0.32861
729,-9.799999999999963,-14.799999999999976,-6.381,-2.531,292,288,148,21046,0.27537,0.32861
730,-2.0999999999999908,-17.09999999999999,-6.381,-2.531,292,288,71,21117,0.27537,0.32861
731,1.0999999999999983,-13.900000000000002,-6.381,-2.531,292,288,39,21156,0.27537,0.32861
732,-11.7,3.3,-6.381,-2.531,292,288,17,21173,0.27537,0.32861
733,-16.099999999999994,-1.0999999999999943,-6.381,-2.531,292,288,61,21234,0.27537,0.32861
734,3.8000000000000007,-11.2,-6.381,-2.531,292,288,12,21246,0.27537,0.32861
735,-12.1,2.9,-6.381,-2.531,292,288,21,21267,0.27537,0.32861
736,-10.799999999999999,4.2,-6.381,-2.531,292,288,8,21275,0.27537,0.32861
737,-10.799999999999999,4.2,-6.381,-2.531,292,288,8,21283,0.27537,0.32861
738,-14.899999999999999,0.10000000000000142,-6.381,-2.531,292,288,49,21332,0.27537,0.32861
739,3.8000000000000007,-11.2,-6.381,-2.531,292,288,12,21344,0.27537,0.32861
740,-11.1,3.9000000000000004,-6.550,-2.800,292,288,11,21355,0.30229,0.32093
741,3.8000000000000007,-11.2,-6.550,-2.800,292,288,12,21367,0.30229,0.32093
742,3.8000000000000007,-11.2,-6.550,-2.800,292,288,12,21379,0.30229,0.32093
743,-11.0,4.0,-6.550,-2.800,292,288,10,21389,0.30229,0.32093
744,-12.700000000000001,2.2999999999999994,-6.550,-2.800,292,288,27,21416,0.30229,0.32093
745,-10.799999999999999,4.2,-6.550,-2.800,292,288,8,21424,0.30229,0.32093
746,-10.9,4.1000000000000005,-6.550,-2.800,292,288,9,21433,0.30229,0.32093
747,-2.199999999999992,2.8,-6.550,-2.800,293,288,22,21455,0.30229,0.32093
748,-10.799999999999999,4.2,-6.550,-2.800,293,288,8,21463,0.30229,0.32093
749,-4.200000000000001,10.800000000000004,-6.550,-2.800,293,288,42,21505,0.30229,0.32093
750,0.8999999999999986,-14.100000000000001,-6.550,-2.800,293,288,41,21546,0.30229,0.32093
751,-10.799999999999999,4.2,-6.550,-2.800,293,288,8,21554,0.30229,0.32093
752,-10.9,4.1000000000000005,-6.550,-2.800,293,288,9,21563,0.30229,0.32093
753,-12.0,3.0,-6.550,-2.800,293,288,20,21583,0.30229,0.32093
754,-13.0,1.9999999999999991,-6.550,-2.800,293,288,30,21613,0.30229,0.32093
755,-2.29999999999999,-17.29999999999999,-6.550,-2.800,293,288,73,21686,0.30229,0.32093
756,-11.7,3.3,-6.550,-2.800,293,288,17,21703,0.30229,0.32093
757,-22.599999999999973,-7.599999999999971,-6.550,-2.800,293,288,126,21829,0.30229,0.32093
758,-12.8,2.1999999999999993,-6.550,-2.800,293,288,28,21857,0.30229,0.32093
759,-6.099999999999985,8.900000000000006,-6.550,-2.800,293,288,61,21918,0.30229,0.32093
760,3.8000000000000007,-11.2,-7.303,-2.253,293,288,12,21930,0.30981,0.34980
761,12.5,-12.5,-7.303,-2.253,294,288,25,21955,0.30981,0.34980
762,-0.9999999999999947,-15.999999999999995,-7.303,-2.253,294,288,60,22015,0.30981,0.34980
763,3.7,-11.299999999999999,-7.303,-2.253,294,288,13,22028,0.30981,0.34980
764,-11.299999999999999,3.7,-7.303,-2.253,294,288,13,22041,0.30981,0.34980
765,-10.799999999999999,4.2,-7.303,-2.253,294,288,8,22049,0.30981,0.34980
766,-10.9,4.1000000000000005,-7.303,-2.253,294,288,9,22058,0.30981,0.34980
767,-10.9,4.1000000000000005,-7.303,-2.253,294,288,9,22067,0.30981,0.34980
768,-11.7,3.3,-7.303,-2.253,294,288,17,22084,0.30981,0.34980
769,-10.9,4.1000000000000005,-7.303,-2.253,294,288,9,22093,0.30981,0.34980
770,-10.799999999999999,4.2,-7.303,-2.253,294,288,8,22101,0.30981,0.34980
771,-3.9999999999999947,0.9999999999999982,-7.303,-2.253,295,288,40,22141,0.30981,0.34980
772,0.5999999999999996,-4.399999999999984,-7.303,-2.253,295,289,44,22185,0.30981,0.34980
773,-12.0,3.0,-7.303,-2.253,295,289,20,22205,0.30981,0.34980
774,-10.7,4.300000000000001,-7.303,-2.253,295,289,7,22212,0.30981,0.34980
775,-12.700000000000001,2.2999999999999994,-7.303,-2.253,295,289,27,22239,0.30981,0.34980
776,-10.799999999999999,4.2,-7.303,-2.253,295,289,8,22247,0.30981,0.34980
777,2.099999999999999,-12.9,-7.303,-2.253,295,289,29,22276,0.30981,0.34980
778,-10.7,4.300000000000001,-7.303,-2.253,295,289,7,22283,0.30981,0.34980
779,-8.599999999999968,-3.599999999999964,-7.303,-2.253,295,290,136,22419,0.30981,0.34980
780,-12.1,2.9,-7.438,-1.438,295,290,21,22440,0.30778,0.30789
781,-11.0,14.000000000000002,-7.438,-1.438,295,291,10,22450,0.30778,0.30789
782,-11.1,3.9000000000000004,-7.438,-1.438,295,291,11,22461,0.30778,0.30789
783,-10.799999999999999,4.2,-7.438,-1.438,295,291,8,22469,0.30778,0.30789
784,-14.3,0.6999999999999993,-7.438,-1.438,295,291,43,22512,0.30778,0.30789
785,-11.7,3.3,-7.438,-1.438,295,291,17,22529,0.30778,0.30789
786,3.8000000000000007,-11.2,-7.438,-1.438,295,291,12,22541,0.30778,0.30789
787,3.6000000000000005,-11.4,-7.438,-1.438,295,291,14,22555,0.30778,0.30789
788,-10.799999999999999,4.2,-7.438,-1.438,295,291,8,22563,0.30778,0.30789
789,-11.1,3.9000000000000004,-7.438,-1.438,295,291,11,22574,0.30778,0.30789
790,-11.8,3.2,-7.438,-1.438,295,291,18,22592,0.30778,0.30789
791,-11.7,3.3,-7.438,-1.438,295,291,17,22609,0.30778,0.30789
792,2.9,-2.099999999999996,-7.438,-1.438,295,292,21,22630,0.30778,0.30789
793,-15.299999999999997,-0.29999999999999716,-7.438,-1.438,295,292,53,22683,0.30778,0.30789
794,-10.799999999999999,4.2,-7.438,-1.438,295,292,8,22691,0.30778,0.30789
795,3.2,-1.7999999999999936,-7.438,-1.438,295,293,18,22709,0.30778,0.30789
796,-17.29999999999999,-2.29999999999999,-7.438,-1.438,295,293,73,22782,0.30778,0.30789
797,-12.600000000000001,22.400000000000006,-7.438,-1.438,295,294,26,22808,0.30778,0.30789
798,-18.699999999999985,6.300000000000005,-7.438,-1.438,295,295,87,22895,0.30778,0.30789
799,-11.299999999999999,3.7,-7.438,-1.438,295,295,13,22908,0.30778,0.30789
800,3.0999999999999996,-11.9,-7.729,-0.629,295,295,19,22927,0.32596,0.34862
801,12.900000000000007,-12.1,-7.729,-0.629,296,295,21,22948,0.32596,0.34862
802,10.300000000000017,-14.7,-7.729,-0.629,297,295,47,22995,0.32596,0.34862
803,3.8000000000000007,-11.2,-7.729,-0.629,297,295,12,23007,0.32596,0.34862
804,11.500000000000007,-13.500000000000002,-7.729,-0.629,298,295,35,23042,0.32596,0.34862
805,-10.9,4.1000000000000005,-7.729,-0.629,298,295,9,23051,0.32596,0.34862
806,3.4000000000000004,-11.6,-7.729,-0.629,298,295,16,23067,0.32596,0.34862
807,-10.9,4.1000000000000005,-7.729,-0.629,298,295,9,23076,0.32596,0.34862
808,-10.7,4.300000000000001,-7.729,-0.629,298,295,7,23083,0.32596,0.34862
809,3.4000000000000004,-11.6,-7.729,-0.629,298,295,16,23099,0.32596,0.34862
810,1.7763568394002505e-15,-14.999999999999998,-7.729,-0.629,298,295,50,23149,0.32596,0.34862
811,-10.799999999999999,4.2,-7.729,-0.629,298,295,8,23157,0.32596,0.34862
812,2.9,-12.1,-7.729,-0.629,298,295,21,23178,0.32596,0.34862
813,3.8000000000000007,-11.2,-7.729,-0.629,298,295,12,23190,0.32596,0.34862
814,-10.6,4.4,-7.729,-0.629,298,295,6,23196,0.32596,0.34862
815,-10.799999999999999,4.2,-7.729,-0.629,298,295,8,23204,0.32596,0.34862
816,-10.9,4.1000000000000005,-7.729,-0.629,298,295,9,23213,0.32596,0.34862
817,-39.60000000000014,-24.600000000000293,-7.729,-0.629,298,295,396,23609,0.32596,0.34862
818,3.3,-11.7,-7.729,-0.629,298,295,17,23626,0.32596,0.34862
819,-11.5,3.5,-7.729,-0.629,298,295,15,23641,0.32596,0.34862
820,-10.7,4.300000000000001,-7.153,-1.353,298,295,7,23648,0.33078,0.36144
821,3.8000000000000007,-11.2,-7.153,-1.353,298,295,12,23660,0.33078,0.36144
822,-16.699999999999992,-1.6999999999999922,-7.153,-1.353,298,295,67,23727,0.33078,0.36144
823,-11.1,3.9000000000000004,-7.153,-1.353,298,295,11,23738,0.33078,0.36144
824,-2.3999999999999897,-7.399999999999984,-7.153,-1.353,298,296,74,23812,0.33078,0.36144
825,-12.600000000000001,2.3999999999999995,-7.153,-1.353,298,296,26,23838,0.33078,0.36144
826,-12.700000000000001,2.2999999999999994,-7.153,-1.353,298,296,27,23865,0.33078,0.36144
827,-25.49999999999996,-0.49999999999997335,-7.153,-1.353,298,297,155,24020,0.33078,0.36144
828,-1.8999999999999915,-16.89999999999999,-7.153,-1.353,298,297,69,24089,0.33078,0.36144
829,-12.700000000000001,2.2999999999999994,-7.153,-1.353,298,297,27,24116,0.33078,0.36144
830,1.0999999999999983,-13.900000000000002,-7.153,-1.353,298,297,39,24155,0.33078,0.36144
831,3.8000000000000007,-11.2,-7.153,-1.353,298,297,12,24167,0.33078,0.36144
832,-10.7,4.300000000000001,-7.153,-1.353,298,297,7,24174,0.33078,0.36144
833,-10.9,4.1000000000000005,-7.153,-1.353,298,297,9,24183,0.33078,0.36144
834,12.30000000000001,-12.700000000000001,-7.153,-1.353,299,297,27,24210,0.33078,0.36144
835,-10.799999999999999,4.2,-7.153,-1.353,299,297,8,24218,0.33078,0.36144
836,-11.5,3.5,-7.153,-1.353,299,297,15,24233,0.33078,0.36144
837,3.3,-11.7,-7.153,-1.353,299,297,17,24250,0.33078,0.36144
838,-14.5,0.5,-7.153,-1.353,299,297,45,24295,0.33078,0.36144
839,2.099999999999999,-12.9,-7.153,-1.353,299,297,29,24324,0.33078,0.36144
840,-10.799999999999999,4.2,-6.877,-1.677,299,297,8,24332,0.35151,0.29131
841,-10.9,4.1000000000000005,-6.877,-1.677,299,297,9,24341,0.35151,0.29131
842,1.1999999999999984,-13.8,-6.877,-1.677,299,297,38,24379,0.35151,0.29131
843,-10.9,4.1000000000000005,-6.877,-1.677,299,297,9,24388,0.35151,0.29131
844,-10.6,4.4,-6.877,-1.677,299,297,6,24394,0.35151,0.29131
845,3.2,-11.8,-6.877,-1.677,299,297,18,24412,0.35151,0.29131
846,-11.0,4.0,-6.877,-1.677,299,297,10,24422,0.35151,0.29131
847,-4.799999999999988,0.20000000000000107,-6.877,-1.677,300,297,48,24470,0.35151,0.29131
848,-10.799999999999999,4.2,-6.877,-1.677,300,297,8,24478,0.35151,0.29131
849,1.9999999999999991,-13.0,-6.877,-1.677,300,297,30,24508,0.35151,0.29131
850,-11.1,3.9000000000000004,-6.877,-1.677,300,297,11,24519,0.35151,0.29131
851,-13.100000000000001,11.900000000000002,-6.877,-1.677,300,298,31,24550,0.35151,0.29131
852,-12.0,23.0,-6.877,-1.677,300,299,20,24570,0.35151,0.29131
853,3.8000000000000007,-11.2,-6.877,-1.677,300,299,12,24582,0.35151,0.29131
854,26.6,-18.399999999999984,-6.877,-1.677,301,299,84,24666,0.35151,0.29131
855,-11.0,4.0,-6.877,-1.677,301,299,10,24676,0.35151,0.29131
856,-10.799999999999999,4.2,-6.877,-1.677,301,299,8,24684,0.35151,0.29131
857,-10.799999999999999,4.2,-6.877,-1.677,301,299,8,24692,0.35151,0.29131
858,2.9,-12.1,-6.877,-1.677,301,299,21,24713,0.35151,0.29131
859,-11.0,4.0,-6.877,-1.677,301,299,10,24723,0.35151,0.29131
860,3.3,-11.7,-6.310,-1.710,301,299,17,24740,0.35274,0.23655
861,3.8000000000000007,-11.2,-6.310,-1.710,301,299,12,24752,0.35274,0.23655
862,-10.7,4.300000000000001,-6.310,-1.710,301,299,7,24759,0.35274,0.23655
863,1.5999999999999988,-13.400000000000002,-6.310,-1.710,301,299,34,24793,0.35274,0.23655
864,-13.100000000000001,1.899999999999999,-6.310,-1.710,301,299,31,24824,0.35274,0.23655
865,12.4,-12.600000000000001,-6.310,-1.710,302,299,26,24850,0.35274,0.23655
866,-6.099999999999985,-1.0999999999999943,-6.310,-1.710,303,299,61,24911,0.35274,0.23655
867,-13.100000000000001,1.899999999999999,-6.310,-1.710,303,299,31,24942,0.35274,0.23655
868,-14.4,10.600000000000001,-6.310,-1.710,303,300,44,24986,0.35274,0.23655
869,-10.9,4.1000000000000005,-6.310,-1.710,303,300,9,24995,0.35274,0.23655
870,-10.799999999999999,4.2,-6.310,-1.710,303,300,8,25003,0.35274,0.23655
871,2.4999999999999996,-12.5,-6.310,-1.710,303,300,25,25028,0.35274,0.23655
872,2.9,-12.1,-6.310,-1.710,303,300,21,25049,0.35274,0.23655
873,-1.5999999999999996,3.4000000000000004,-6.310,-1.710,304,300,16,25065,0.35274,0.23655
874,-11.0,4.0,-6.310,-1.710,304,300,10,25075,0.35274,0.23655
875,-11.7,3.3,-6.310,-1.710,304,300,17,25092,0.35274,0.23655
876,-12.0,3.0,-6.310,-1.710,304,300,20,25112,0.35274,0.23655
877,-10.799999999999999,4.2,-6.310,-1.710,304,300,8,25120,0.35274,0.23655
878,3.8000000000000007,-11.2,-6.310,-1.710,304,300,12,25132,0.35274,0.23655
879,-10.7,4.300000000000001,-6.310,-1.710,304,300,7,25139,0.35274,0.23655
880,7.200000000000005,-7.799999999999994,-5.927,-1.927,304,300,78,25217,0.35246,0.24882
881,13.100000000000001,-11.9,-5.927,-1.927,305,300,19,25236,0.35246,0.24882
882,-10.9,4.1000000000000005,-5.927,-1.927,305,300,9,25245,0.35246,0.24882
883,3.8000000000000007,-11.2,-5.927,-1.927,305,300,12,25257,0.35246,0.24882
884,-10.9,4.1000000000000005,-5.927,-1.927,305,300,9,25266,0.35246,0.24882
885,-10.799999999999999,4.2,-5.927,-1.927,305,300,8,25274,0.35246,0.24882
886,-10.9,4.1000000000000005,-5.927,-1.927,305,300,9,25283,0.35246,0.24882
887,-13.0,12.000000000000009,-5.927,-1.927,305,301,30,25313,0.35246,0.24882
888,-12.700000000000001,2.2999999999999994,-5.927,-1.927,305,301,27,25340,0.35246,0.24882
889,2.5999999999999996,-12.4,-5.927,-1.927,305,301,24,25364,0.35246,0.24882
890,3.0,-12.0,-5.927,-1.927,305,301,20,25384,0.35246,0.24882
891,-11.0,4.0,-5.927,-1.927,305,301,10,25394,0.35246,0.24882
892,-10.799999999999999,4.2,-5.927,-1.927,305,301,8,25402,0.35246,0.24882
893,1.2999999999999985,-13.700000000000001,-5.927,-1.927,305,301,37,25439,0.35246,0.24882
894,-10.9,4.1000000000000005,-5.927,-1.927,305,301,9,25448,0.35246,0.24882
895,3.8000000000000007,-11.2,-5.927,-1.927,305,301,12,25460,0.35246,0.24882
896,-10.7,4.300000000000001,-5.927,-1.927,305,301,7,25467,0.35246,0.24882
897,13.100000000000005,-11.9,-5.927,-1.927,306,301,19,25486,0.35246,0.24882
898,-12.1,2.9,-5.927,-1.927,306,301,21,25507,0.35246,0.24882
899,-11.7,3.3,-5.927,-1.927,306,301,17,25524,0.35246,0.24882
900,3.4000000000000004,-11.6,-5.113,-2.713,306,301,16,25540,0.34925,0.21272
901,-10.9,4.1000000000000005,-5.113,-2.713,306,301,9,25549,0.34925,0.21272
902,3.3,-11.7,-5.113,-2.713,306,301,17,25566,0.34925,0.21272
903,-11.0,4.0,-5.113,-2.713,306,301,10,25576,0.34925,0.21272
904,-11.8,3.2,-5.113,-2.713,306,301,18,25594,0.34925,0.21272
905,-11.1,3.9000000000000004,-5.113,-2.713,306,301,11,25605,0.34925,0.21272
906,13.100000000000001,-11.9,-5.113,-2.713,307,301,19,25624,0.34925,0.21272
907,-12.600000000000001,2.3999999999999995,-5.113,-2.713,307,301,26,25650,0.34925,0.21272
908,-4.299999999999983,-9.299999999999985,-5.113,-2.713,307,302,93,25743,0.34925,0.21272
909,12.900000000000004,-12.1,-5.113,-2.713,308,302,21,25764,0.34925,0.21272
910,-3.699999999999985,-8.699999999999992,-5.113,-2.713,308,303,87,25851,0.34925,0.21272
911,-10.9,4.1000000000000005,-5.113,-2.713,308,303,9,25860,0.34925,0.21272
912,-11.0,4.0,-5.113,-2.713,308,303,10,25870,0.34925,0.21272
913,-12.1,2.9,-5.113,-2.713,308,303,21,25891,0.34925,0.21272
914,-12.0,3.0,-5.113,-2.713,308,303,20,25911,0.34925,0.21272
915,-10.7,4.300000000000001,-5.113,-2.713,308,303,7,25918,0.34925,0.21272
916,-10.9,4.1000000000000005,-5.113,-2.713,308,303,9,25927,0.34925,0.21272
917,-11.9,3.0999999999999996,-5.113,-2.713,308,303,19,25946,0.34925,0.21272
918,-10.9,4.1000000000000005,-5.113,-2.713,308,303,9,25955,0.34925,0.21272
919,-10.9,4.1000000000000005,-5.113,-2.713,308,303,9,25964,0.34925,0.21272
920,-10.9,4.1000000000000005,-5.775,-1.575,308,303,9,25973,0.36336,0.22255
921,-12.4,2.5999999999999996,-5.775,-1.575,308,303,24,25997,0.36336,0.22255
922,-1.0999999999999943,-16.099999999999994,-5.775,-1.575,308,303,61,26058,0.36336,0.22255
923,-10.9,4.1000000000000005,-5.775,-1.575,308,303,9,26067,0.36336,0.22255
924,9.800000000000006,-15.199999999999998,-5.775,-1.575,309,303,52,26119,0.36336,0.22255
925,0.40000000000000036,-14.6,-5.775,-1.575,309,303,46,26165,0.36336,0.22255
926,-4.899999999999981,-19.89999999999998,-5.775,-1.575,309,303,99,26264,0.36336,0.22255
927,1.1999999999999984,-13.8,-5.775,-1.575,309,303,38,26302,0.36336,0.22255
928,13.100000000000005,-11.9,-5.775,-1.575,310,303,19,26321,0.36336,0.22255
929,-14.799999999999999,0.20000000000000107,-5.775,-1.575,310,303,48,26369,0.36336,0.22255
930,-10.799999999999999,4.2,-5.775,-1.575,310,303,8,26377,0.36336,0.22255
931,-10.799999999999999,4.2,-5.775,-1.575,310,303,8,26385,0.36336,0.22255
932,-11.9,3.0999999999999996,-5.775,-1.575,310,303,19,26404,0.36336,0.22255
933,-3.999999999999984,-18.999999999999986,-5.775,-1.575,310,303,90,26494,0.36336,0.22255
934,-11.2,3.8000000000000007,-5.775,-1.575,310,303,12,26506,0.36336,0.22255
935,3.7,-11.299999999999999,-5.775,-1.575,310,303,13,26519,0.36336,0.22255
936,2.099999999999999,-12.9,-5.775,-1.575,310,303,29,26548,0.36336,0.22255
937,-10.799999999999999,4.2,-5.775,-1.575,310,303,8,26556,0.36336,0.22255
938,-10.9,4.1000000000000005,-5.775,-1.575,310,303,9,26565,0.36336,0.22255
939,2.8,-12.2,-5.775,-1.575,310,303,22,26587,0.36336,0.22255
940,-11.7,3.3,-5.322,-2.022,310,303,17,26604,0.34025,0.24569
941,3.8000000000000007,-11.2,-5.322,-2.022,310,303,12,26616,0.34025,0.24569
942,-10.7,4.300000000000001,-5.322,-2.022,310,303,7,26623,0.34025,0.24569
943,-0.29999999999999716,-15.299999999999997,-5.322,-2.022,310,303,53,26676,0.34025,0.24569
944,-12.5,2.4999999999999996,-5.322,-2.022,310,303,25,26701,0.34025,0.24569
945,-10.9,4.1000000000000005,-5.322,-2.022,310,303,9,26710,0.34025,0.24569
946,-22.49999999999997,-7.499999999999972,-5.322,-2.022,310,303,125,26835,0.34025,0.24569
947,0.5,-14.5,-5.322,-2.022,310,303,45,26880,0.34025,0.24569
948,-10.9,4.1000000000000005,-5.322,-2.022,310,303,9,26889,0.34025,0.24569
949,0.6999999999999993,-14.3,-5.322,-2.022,310,303,43,26932,0.34025,0.24569
950,1.5999999999999988,-13.400000000000002,-5.322,-2.022,310,303,34,26966,0.34025,0.24569
951,-16.699999999999992,-1.6999999999999922,-5.322,-2.022,310,303,67,27033,0.34025,0.24569
952,-11.099999999999959,-26.09999999999996,-5.322,-2.022,310,303,161,27194,0.34025,0.24569
953,2.3999999999999995,-12.600000000000001,-5.322,-2.022,310,303,26,27220,0.34025,0.24569
954,-11.7,3.3,-5.322,-2.022,310,303,17,27237,0.34025,0.24569
955,1.899999999999999,-13.100000000000001,-5.322,-2.022,310,303,31,27268,0.34025,0.24569
956,-11.299999999999999,3.7,-5.322,-2.022,310,303,13,27281,0.34025,0.24569
957,-11.2,3.8000000000000007,-5.322,-2.022,310,303,12,27293,0.34025,0.24569
958,-11.0,4.0,-5.322,-2.022,310,303,10,27303,0.34025,0.24569
959,-10.799999999999999,4.2,-5.322,-2.022,310,303,8,27311,0.34025,0.24569
960,12.100000000000005,-12.9,-5.650,-2.950,311,303,29,27340,0.30641,0.21353
961,11.900000000000004,-13.100000000000001,-5.650,-2.950,312,303,31,27371,0.30641,0.21353
962,-12.0,3.0,-5.650,-2.950,312,303,20,27391,0.30641,0.21353
963,-10.799999999999999,4.2,-5.650,-2.950,312,303,8,27399,0.30641,0.21353
964,-10.799999999999999,4.2,-5.650,-2.950,312,303,8,27407,0.30641,0.21353
965,-10.7,4.300000000000001,-5.650,-2.950,312,303,7,27414,0.30641,0.21353
966,-10.7,4.300000000000001,-5.650,-2.950,312,303,7,27421,0.30641,0.21353
967,11.900000000000007,-3.0999999999999996,-5.650,-2.950,312,303,31,27452,0.30641,0.21353
968,11.700000000000005,-13.3,-5.650,-2.950,313,303,33,27485,0.30641,0.21353
969,3.8000000000000007,-11.2,-5.650,-2.950,313,303,12,27497,0.30641,0.21353
970,0.3000000000000007,-14.7,-5.650,-2.950,313,303,47,27544,0.30641,0.21353
971,3.0,-12.0,-5.650,-2.950,313,303,20,27564,0.30641,0.21353
972,-2.29999999999999,-7.29999999999999,-5.650,-2.950,313,304,73,27637,0.30641,0.21353
973,-11.1,3.9000000000000004,-5.650,-2.950,313,304,11,27648,0.30641,0.21353
974,-0.3999999999999968,-15.399999999999997,-5.650,-2.950,313,304,54,27702,0.30641,0.21353
975,-10.799999999999999,4.2,-5.650,-2.950,313,304,8,27710,0.30641,0.21353
976,1.3999999999999986,-13.600000000000001,-5.650,-2.950,313,304,36,27746,0.30641,0.21353
977,1.5999999999999988,-13.400000000000002,-5.650,-2.950,313,304,34,27780,0.30641,0.21353
978,-13.100000000000001,1.899999999999999,-5.650,-2.950,313,304,31,27811,0.30641,0.21353
979,2.2999999999999994,-12.700000000000001,-5.650,-2.950,313,304,27,27838,0.30641,0.21353
980,-14.100000000000001,10.900000000000015,-5.212,-3.512,313,305,41,27879,0.33727,0.23728
981,3.8000000000000007,-11.2,-5.212,-3.512,313,305,12,27891,0.33727,0.23728
