Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,BufSize,Loss1,Loss2
0,-11.1,3.9000000000000004,-9.630,-3.530,239,235,11,11,0.53617,0.35310
1,-4.8999999999999915,0.10000000000000142,-9.630,-3.530,240,235,49,60,0.53617,0.35310
2,2.099999999999999,-12.9,-9.630,-3.530,240,235,29,89,0.53617,0.35310
3,3.5,-11.5,-9.630,-3.530,240,235,15,104,0.53617,0.35310
4,1.7000000000000015,-13.299999999999983,-9.630,-3.530,240,235,133,237,0.53617,0.35310
5,-12.1,2.9,-9.630,-3.530,240,235,21,258,0.53617,0.35310
6,-11.2,3.8000000000000007,-9.630,-3.530,240,235,12,270,0.53617,0.35310
7,3.0,-12.0,-9.630,-3.530,240,235,20,290,0.53617,0.35310
8,3.8000000000000007,-11.2,-9.630,-3.530,240,235,12,302,0.53617,0.35310
9,-10.9,4.1000000000000005,-9.630,-3.530,240,235,9,311,0.53617,0.35310
10,3.8000000000000007,-11.2,-9.630,-3.530,240,235,12,323,0.53617,0.35310
11,-11.7,3.3,-9.630,-3.530,240,235,17,340,0.53617,0.35310
12,3.3,-11.7,-9.630,-3.530,240,235,17,357,0.53617,0.35310
13,-10.9,4.1000000000000005,-9.630,-3.530,240,235,9,366,0.53617,0.35310
14,-10.799999999999999,4.2,-9.630,-3.530,240,235,8,374,0.53617,0.35310
15,-11.1,3.9000000000000004,-9.630,-3.530,240,235,11,385,0.53617,0.35310
16,-10.9,4.1000000000000005,-9.630,-3.530,240,235,9,394,0.53617,0.35310
17,-10.799999999999999,4.2,-9.630,-3.530,240,235,8,402,0.53617,0.35310
18,8.90000000000002,-6.099999999999985,-9.630,-3.530,240,235,61,463,0.53617,0.35310
19,-10.799999999999999,4.2,-9.630,-3.530,240,235,8,471,0.53617,0.35310
20,-11.7,3.3,-9.314,-2.464,240,235,17,488,0.34578,0.18953
21,3.8000000000000007,-11.2,-9.314,-2.464,240,235,12,500,0.34578,0.18953
22,2.099999999999999,-2.8999999999999897,-9.314,-2.464,240,236,29,529,0.34578,0.18953
23,-10.9,4.1000000000000005,-9.314,-2.464,240,236,9,538,0.34578,0.18953
24,1.3999999999999986,-3.599999999999998,-9.314,-2.464,240,237,36,574,0.34578,0.18953
25,-8.399999999999968,-23.39999999999997,-9.314,-2.464,240,237,134,708,0.34578,0.18953
26,-10.9,4.1000000000000005,-9.314,-2.464,240,237,9,717,0.34578,0.18953
27,-13.900000000000002,1.0999999999999983,-9.314,-2.464,240,237,39,756,0.34578,0.18953
28,3.8000000000000007,-11.2,-9.314,-2.464,240,237,12,768,0.34578,0.18953
29,-10.9,4.1000000000000005,-9.314,-2.464,240,237,9,777,0.34578,0.18953
30,-10.7,4.300000000000001,-9.314,-2.464,240,237,7,784,0.34578,0.18953
31,-10.9,4.1000000000000005,-9.314,-2.464,240,237,9,793,0.34578,0.18953
32,-10.9,4.1000000000000005,-9.314,-2.464,240,237,9,802,0.34578,0.18953
33,-12.3,2.6999999999999997,-9.314,-2.464,240,237,23,825,0.34578,0.18953
34,-10.799999999999999,4.2,-9.314,-2.464,240,237,8,833,0.34578,0.18953
35,-5.299999999999979,-20.29999999999998,-9.314,-2.464,240,237,103,936,0.34578,0.18953
36,-10.9,4.1000000000000005,-9.314,-2.464,240,237,9,945,0.34578,0.18953
37,-10.799999999999999,4.2,-9.314,-2.464,240,237,8,953,0.34578,0.18953
38,-11.7,3.3,-9.314,-2.464,240,237,17,970,0.34578,0.18953
39,3.8000000000000007,-11.2,-9.314,-2.464,240,237,12,982,0.34578,0.18953
40,-11.2,3.8000000000000007,-8.693,-1.643,240,237,12,994,0.27701,0.27196
41,-11.7,3.3,-8.693,-1.643,240,237,17,1011,0.27701,0.27196
42,-11.7,3.3,-8.693,-1.643,240,237,17,1028,0.27701,0.27196
43,-10.9,4.1000000000000005,-8.693,-1.643,240,237,9,1037,0.27701,0.27196
44,3.8000000000000007,-11.2,-8.693,-1.643,240,237,12,1049,0.27701,0.27196
45,-0.6999999999999996,14.3,-8.693,-1.643,240,237,7,1056,0.27701,0.27196
46,-11.4,3.6000000000000005,-8.693,-1.643,240,237,14,1070,0.27701,0.27196
47,-2.4999999999999893,-7.499999999999992,-8.693,-1.643,240,238,75,1145,0.27701,0.27196
48,2.1999999999999993,-12.8,-8.693,-1.643,240,238,28,1173,0.27701,0.27196
49,-3.5999999999999854,-18.599999999999987,-8.693,-1.643,240,238,86,1259,0.27701,0.27196
50,-7.7999999999999705,7.199999999999955,-8.693,-1.643,240,239,128,1387,0.27701,0.27196
51,-10.799999999999999,4.2,-8.693,-1.643,240,239,8,1395,0.27701,0.27196
52,-10.799999999999999,4.2,-8.693,-1.643,240,239,8,1403,0.27701,0.27196
53,-10.799999999999999,4.2,-8.693,-1.643,240,239,8,1411,0.27701,0.27196
54,-11.1,3.9000000000000004,-8.693,-1.643,240,239,11,1422,0.27701,0.27196
55,-11.1,3.9000000000000004,-8.693,-1.643,240,239,11,1433,0.27701,0.27196
56,-10.799999999999999,4.2,-8.693,-1.643,240,239,8,1441,0.27701,0.27196
57,-11.299999999999999,3.7,-8.693,-1.643,240,239,13,1454,0.27701,0.27196
58,3.0,-12.0,-8.693,-1.643,240,239,20,1474,0.27701,0.27196
59,-12.2,2.8,-8.693,-1.643,240,239,22,1496,0.27701,0.27196
60,-11.5,3.5,-8.387,-0.337,240,239,15,1511,0.31520,0.26430
61,3.3,-11.7,-8.387,-0.337,240,239,17,1528,0.31520,0.26430
62,-12.5,2.4999999999999996,-8.387,-0.337,240,239,25,1553,0.31520,0.26430
63,-11.1,3.9000000000000004,-8.387,-0.337,240,239,11,1564,0.31520,0.26430
64,3.9000000000000137,-21.099999999999977,-8.387,-0.337,241,239,111,1675,0.31520,0.26430
65,-11.1,3.9000000000000004,-8.387,-0.337,241,239,11,1686,0.31520,0.26430
66,9.000000000000007,-5.999999999999995,-8.387,-0.337,241,239,60,1746,0.31520,0.26430
67,-12.600000000000001,2.3999999999999995,-8.387,-0.337,241,239,26,1772,0.31520,0.26430
68,-10.9,4.1000000000000005,-8.387,-0.337,241,239,9,1781,0.31520,0.26430
69,-2.899999999999988,2.100000000000028,-8.387,-0.337,241,240,79,1860,0.31520,0.26430
70,3.0999999999999996,-11.9,-8.387,-0.337,241,240,19,1879,0.31520,0.26430
71,-10.7,4.300000000000001,-8.387,-0.337,241,240,7,1886,0.31520,0.26430
72,-15.699999999999996,-0.6999999999999957,-8.387,-0.337,241,240,57,1943,0.31520,0.26430
73,10.80000000000001,-14.200000000000001,-8.387,-0.337,242,240,42,1985,0.31520,0.26430
74,3.8000000000000007,-11.2,-8.387,-0.337,242,240,12,1997,0.31520,0.26430
75,-10.799999999999999,4.2,-8.387,-0.337,242,240,8,2005,0.31520,0.26430
76,-10.9,4.1000000000000005,-8.387,-0.337,242,240,9,2014,0.31520,0.26430
77,-11.2,3.8000000000000007,-8.387,-0.337,242,240,12,2026,0.31520,0.26430
78,8.300000000000011,3.3000000000000096,-8.387,-0.337,242,241,67,2093,0.31520,0.26430
79,-13.700000000000001,1.2999999999999985,-8.387,-0.337,242,241,37,2130,0.31520,0.26430
80,-11.0,4.0,-7.291,-0.191,242,241,10,2140,0.30787,0.25544
81,3.5,-11.5,-7.291,-0.191,242,241,15,2155,0.30787,0.25544
82,-13.900000000000002,11.100000000000014,-7.291,-0.191,242,242,39,2194,0.30787,0.25544
83,2.4999999999999996,-12.5,-7.291,-0.191,242,242,25,2219,0.30787,0.25544
84,-11.0,4.0,-7.291,-0.191,242,242,10,2229,0.30787,0.25544
85,-10.799999999999999,4.2,-7.291,-0.191,242,242,8,2237,0.30787,0.25544
86,-10.799999999999999,4.2,-7.291,-0.191,242,242,8,2245,0.30787,0.25544
87,13.200000000000003,-11.8,-7.291,-0.191,243,242,18,2263,0.30787,0.25544
88,3.3,-11.7,-7.291,-0.191,243,242,17,2280,0.30787,0.25544
89,-10.7,4.300000000000001,-7.291,-0.191,243,242,7,2287,0.30787,0.25544
90,0.20000000000000107,-14.799999999999999,-7.291,-0.191,243,242,48,2335,0.30787,0.25544
91,3.8000000000000007,-11.2,-7.291,-0.191,243,242,12,2347,0.30787,0.25544
92,-17.49999999999999,7.500000000000019,-7.291,-0.191,243,243,75,2422,0.30787,0.25544
93,-10.799999999999999,4.2,-7.291,-0.191,243,243,8,2430,0.30787,0.25544
94,13.100000000000007,-11.9,-7.291,-0.191,244,243,19,2449,0.30787,0.25544
95,13.100000000000003,-11.9,-7.291,-0.191,245,243,19,2468,0.30787,0.25544
96,-10.7,4.300000000000001,-7.291,-0.191,245,243,7,2475,0.30787,0.25544
97,-11.2,3.8000000000000007,-7.291,-0.191,245,243,12,2487,0.30787,0.25544
98,-0.49999999999999645,-15.499999999999996,-7.291,-0.191,245,243,55,2542,0.30787,0.25544
99,3.7,-11.299999999999999,-7.291,-0.191,245,243,13,2555,0.30787,0.25544
100,3.8000000000000007,-11.2,-5.456,-1.956,245,243,12,2567,0.33893,0.26087
101,-11.7,3.3,-5.456,-1.956,245,243,17,2584,0.33893,0.26087
102,-11.1,3.9000000000000004,-5.456,-1.956,245,243,11,2595,0.33893,0.26087
103,-4.599999999999984,0.40000000000000036,-5.456,-1.956,246,243,46,2641,0.33893,0.26087
104,-10.799999999999999,4.2,-5.456,-1.956,246,243,8,2649,0.33893,0.26087
105,-10.9,4.1000000000000005,-5.456,-1.956,246,243,9,2658,0.33893,0.26087
106,3.8000000000000007,-11.2,-5.456,-1.956,246,243,12,2670,0.33893,0.26087
107,-10.799999999999999,4.2,-5.456,-1.956,246,243,8,2678,0.33893,0.26087
108,-18.19999999999999,26.80000000000002,-5.456,-1.956,246,244,82,2760,0.33893,0.26087
109,-12.2,2.8,-5.456,-1.956,246,244,22,2782,0.33893,0.26087
110,-10.9,4.1000000000000005,-5.456,-1.956,246,244,9,2791,0.33893,0.26087
111,-13.400000000000002,1.5999999999999988,-5.456,-1.956,246,244,34,2825,0.33893,0.26087
112,-11.0,4.0,-5.456,-1.956,246,244,10,2835,0.33893,0.26087
113,2.3999999999999995,-12.600000000000001,-5.456,-1.956,246,244,26,2861,0.33893,0.26087
114,-10.9,4.1000000000000005,-5.456,-1.956,246,244,9,2870,0.33893,0.26087
115,-13.100000000000001,1.899999999999999,-5.456,-1.956,246,244,31,2901,0.33893,0.26087
116,-1.9999999999999982,3.0,-5.456,-1.956,247,244,20,2921,0.33893,0.26087
117,-16.79999999999999,8.200000000000017,-5.456,-1.956,247,245,68,2989,0.33893,0.26087
118,-12.0,3.0,-5.456,-1.956,247,245,20,3009,0.33893,0.26087
119,-11.7,3.3,-5.456,-1.956,247,245,17,3026,0.33893,0.26087
120,1.899999999999999,-13.100000000000001,-6.319,-1.019,247,245,31,3057,0.35129,0.29314
121,-12.1,2.9,-6.319,-1.019,247,245,21,3078,0.35129,0.29314
122,-11.2,3.8000000000000007,-6.319,-1.019,247,245,12,3090,0.35129,0.29314
123,-10.7,4.300000000000001,-6.319,-1.019,247,245,7,3097,0.35129,0.29314
124,-11.9,3.0999999999999996,-6.319,-1.019,247,245,19,3116,0.35129,0.29314
125,-5.799999999999978,-20.799999999999976,-6.319,-1.019,247,245,108,3224,0.35129,0.29314
126,13.5,-11.5,-6.319,-1.019,248,245,15,3239,0.35129,0.29314
127,-14.200000000000001,10.800000000000013,-6.319,-1.019,248,246,42,3281,0.35129,0.29314
128,-10.799999999999999,4.2,-6.319,-1.019,248,246,8,3289,0.35129,0.29314
129,-11.7,3.3,-6.319,-1.019,248,246,17,3306,0.35129,0.29314
130,-12.2,2.8,-6.319,-1.019,248,246,22,3328,0.35129,0.29314
131,-11.299999999999999,3.7,-6.319,-1.019,248,246,13,3341,0.35129,0.29314
132,-11.1,3.9000000000000004,-6.319,-1.019,248,246,11,3352,0.35129,0.29314
133,2.099999999999999,-12.9,-6.319,-1.019,248,246,29,3381,0.35129,0.29314
134,1.0999999999999983,-13.900000000000002,-6.319,-1.019,248,246,39,3420,0.35129,0.29314
135,-11.8,3.2,-6.319,-1.019,248,246,18,3438,0.35129,0.29314
136,-15.999999999999995,-0.9999999999999947,-6.319,-1.019,248,246,60,3498,0.35129,0.29314
137,3.9000000000000004,-11.1,-6.319,-1.019,248,246,11,3509,0.35129,0.29314
138,-11.0,4.0,-6.319,-1.019,248,246,10,3519,0.35129,0.29314
139,-12.700000000000001,2.2999999999999994,-6.319,-1.019,248,246,27,3546,0.35129,0.29314
140,-10.9,4.1000000000000005,-6.511,-0.811,248,246,9,3555,0.34883,0.43454
141,-10.799999999999999,4.2,-6.511,-0.811,248,246,8,3563,0.34883,0.43454
142,-10.7,4.300000000000001,-6.511,-0.811,248,246,7,3570,0.34883,0.43454
143,-10.9,4.1000000000000005,-6.511,-0.811,248,246,9,3579,0.34883,0.43454
144,-36.90000000000011,-11.899999999999965,-6.511,-0.811,248,247,269,3848,0.34883,0.43454
145,-31.00000000000002,-26.00000000000017,-6.511,-0.811,249,247,310,4158,0.34883,0.43454
146,3.8000000000000007,-11.2,-6.511,-0.811,249,247,12,4170,0.34883,0.43454
147,-11.7,3.3,-6.511,-0.811,249,247,17,4187,0.34883,0.43454
148,-10.6,4.4,-6.511,-0.811,249,247,6,4193,0.34883,0.43454
149,-12.2,2.8,-6.511,-0.811,249,247,22,4215,0.34883,0.43454
150,3.6000000000000005,-11.4,-6.511,-0.811,249,247,14,4229,0.34883,0.43454
151,-10.9,4.1000000000000005,-6.511,-0.811,249,247,9,4238,0.34883,0.43454
152,3.3,-11.7,-6.511,-0.811,249,247,17,4255,0.34883,0.43454
153,2.8,-12.2,-6.511,-0.811,249,247,22,4277,0.34883,0.43454
154,23.0,-12.0,-6.511,-0.811,250,247,20,4297,0.34883,0.43454
155,-13.600000000000001,1.3999999999999986,-6.511,-0.811,250,247,36,4333,0.34883,0.43454
156,-11.9,3.0999999999999996,-6.511,-0.811,250,247,19,4352,0.34883,0.43454
157,-2.5999999999999943,2.3999999999999995,-6.511,-0.811,251,247,26,4378,0.34883,0.43454
158,-12.1,2.9,-6.511,-0.811,251,247,21,4399,0.34883,0.43454
159,0.8999999999999986,-14.100000000000001,-6.511,-0.811,251,247,41,4440,0.34883,0.43454
160,-11.5,3.5,-6.594,-1.594,251,247,15,4455,0.31282,0.22702
161,-11.0,4.0,-6.594,-1.594,251,247,10,4465,0.31282,0.22702
162,-10.9,14.100000000000001,-6.594,-1.594,251,248,9,4474,0.31282,0.22702
163,-11.1,3.9000000000000004,-6.594,-1.594,251,248,11,4485,0.31282,0.22702
164,1.4999999999999987,-13.500000000000002,-6.594,-1.594,251,248,35,4520,0.31282,0.22702
165,-7.499999999999972,-12.499999999999993,-6.594,-1.594,251,249,125,4645,0.31282,0.22702
166,-11.0,4.0,-6.594,-1.594,251,249,10,4655,0.31282,0.22702
167,13.800000000000004,-11.2,-6.594,-1.594,252,249,12,4667,0.31282,0.22702
168,-10.799999999999999,4.2,-6.594,-1.594,252,249,8,4675,0.31282,0.22702
169,-11.299999999999999,3.7,-6.594,-1.594,252,249,13,4688,0.31282,0.22702
170,-13.600000000000001,11.400000000000004,-6.594,-1.594,252,250,36,4724,0.31282,0.22702
171,-10.9,4.1000000000000005,-6.594,-1.594,252,250,9,4733,0.31282,0.22702
172,-11.6,3.4000000000000004,-6.594,-1.594,252,250,16,4749,0.31282,0.22702
173,-10.6,4.4,-6.594,-1.594,252,250,6,4755,0.31282,0.22702
174,3.8000000000000007,-11.2,-6.594,-1.594,252,250,12,4767,0.31282,0.22702
175,-12.1,2.9,-6.594,-1.594,252,250,21,4788,0.31282,0.22702
176,-10.9,4.1000000000000005,-6.594,-1.594,252,250,9,4797,0.31282,0.22702
177,-19.69999999999998,-4.6999999999999815,-6.594,-1.594,252,250,97,4894,0.31282,0.22702
178,2.9,-12.1,-6.594,-1.594,252,250,21,4915,0.31282,0.22702
179,-16.499999999999993,8.500000000000005,-6.594,-1.594,252,251,65,4980,0.31282,0.22702
180,3.7,-11.299999999999999,-7.103,-1.303,252,251,13,4993,0.34520,0.22423
181,1.799999999999999,-13.200000000000001,-7.103,-1.303,252,251,32,5025,0.34520,0.22423
182,-11.7,3.3,-7.103,-1.303,252,251,17,5042,0.34520,0.22423
183,-12.1,2.9,-7.103,-1.303,252,251,21,5063,0.34520,0.22423
184,-11.1,3.9000000000000004,-7.103,-1.303,252,251,11,5074,0.34520,0.22423
185,-4.5999999999999925,0.40000000000000036,-7.103,-1.303,253,251,46,5120,0.34520,0.22423
186,3.8000000000000007,-11.2,-7.103,-1.303,253,251,12,5132,0.34520,0.22423
187,-10.9,4.1000000000000005,-7.103,-1.303,253,251,9,5141,0.34520,0.22423
188,-11.1,3.9000000000000004,-7.103,-1.303,253,251,11,5152,0.34520,0.22423
189,-10.9,4.1000000000000005,-7.103,-1.303,253,251,9,5161,0.34520,0.22423
190,3.5,-11.5,-7.103,-1.303,253,251,15,5176,0.34520,0.22423
191,7.400000000000006,-7.59999999999998,-7.103,-1.303,253,251,76,5252,0.34520,0.22423
192,2.9,-2.099999999999996,-7.103,-1.303,253,252,21,5273,0.34520,0.22423
193,3.8000000000000007,-11.2,-7.103,-1.303,253,252,12,5285,0.34520,0.22423
194,-11.7,3.3,-7.103,-1.303,253,252,17,5302,0.34520,0.22423
195,-10.4,4.6000000000000005,-7.103,-1.303,253,252,4,5306,0.34520,0.22423
196,20.299999999999955,-4.699999999999987,-7.103,-1.303,254,252,47,5353,0.34520,0.22423
197,3.8000000000000007,-11.2,-7.103,-1.303,254,252,12,5365,0.34520,0.22423
198,-10.6,4.4,-7.103,-1.303,254,252,6,5371,0.34520,0.22423
199,-12.9,2.099999999999999,-7.103,-1.303,254,252,29,5400,0.34520,0.22423
200,-11.1,3.9000000000000004,-7.444,-0.744,254,252,11,5411,0.38087,0.20587
201,-3.7999999999999847,-18.799999999999983,-7.444,-0.744,254,252,88,5499,0.38087,0.20587
202,2.6999999999999997,-12.3,-7.444,-0.744,254,252,23,5522,0.38087,0.20587
203,-10.799999999999999,4.2,-7.444,-0.744,254,252,8,5530,0.38087,0.20587
204,-10.9,4.1000000000000005,-7.444,-0.744,254,252,9,5539,0.38087,0.20587
205,2.4999999999999996,-12.5,-7.444,-0.744,254,252,25,5564,0.38087,0.20587
206,12.800000000000008,-12.2,-7.444,-0.744,255,252,22,5586,0.38087,0.20587
207,-1.9999999999999911,-16.999999999999993,-7.444,-0.744,255,252,70,5656,0.38087,0.20587
208,-2.29999999999999,-17.29999999999999,-7.444,-0.744,255,252,73,5729,0.38087,0.20587
209,-11.9,3.0999999999999996,-7.444,-0.744,255,252,19,5748,0.38087,0.20587
210,0.6999999999999993,-14.3,-7.444,-0.744,255,252,43,5791,0.38087,0.20587
211,-11.6,3.4000000000000004,-7.444,-0.744,255,252,16,5807,0.38087,0.20587
212,-11.7,3.3,-7.444,-0.744,255,252,17,5824,0.38087,0.20587
213,-12.2,2.8,-7.444,-0.744,255,252,22,5846,0.38087,0.20587
214,-12.700000000000001,2.2999999999999994,-7.444,-0.744,255,252,27,5873,0.38087,0.20587
215,-10.799999999999999,4.2,-7.444,-0.744,255,252,8,5881,0.38087,0.20587
216,3.8000000000000007,-11.2,-7.444,-0.744,255,252,12,5893,0.38087,0.20587
217,-11.1,3.9000000000000004,-7.444,-0.744,255,252,11,5904,0.38087,0.20587
218,10.800000000000033,-24.199999999999967,-7.444,-0.744,256,252,142,6046,0.38087,0.20587
219,-11.7,3.3,-7.444,-0.744,256,252,17,6063,0.38087,0.20587
220,18.90000000000002,-16.099999999999994,-6.317,-2.417,257,252,61,6124,0.38927,0.23114
221,-12.3,2.6999999999999997,-6.317,-2.417,257,252,23,6147,0.38927,0.23114
222,3.8000000000000007,-11.2,-6.317,-2.417,257,252,12,6159,0.38927,0.23114
223,13.100000000000003,-11.9,-6.317,-2.417,258,252,19,6178,0.38927,0.23114
224,3.0999999999999996,-11.9,-6.317,-2.417,258,252,19,6197,0.38927,0.23114
225,-11.7,3.3,-6.317,-2.417,258,252,17,6214,0.38927,0.23114
226,-12.600000000000001,12.400000000000006,-6.317,-2.417,258,253,26,6240,0.38927,0.23114
227,-12.0,3.0,-6.317,-2.417,258,253,20,6260,0.38927,0.23114
228,-15.199999999999998,-0.1999999999999975,-6.317,-2.417,258,253,52,6312,0.38927,0.23114
229,-12.4,2.5999999999999996,-6.317,-2.417,258,253,24,6336,0.38927,0.23114
230,1.6999999999999988,-13.3,-6.317,-2.417,258,253,33,6369,0.38927,0.23114
231,-13.100000000000001,1.899999999999999,-6.317,-2.417,258,253,31,6400,0.38927,0.23114
232,13.100000000000001,-11.9,-6.317,-2.417,259,253,19,6419,0.38927,0.23114
233,-11.2,3.8000000000000007,-6.317,-2.417,259,253,12,6431,0.38927,0.23114
234,-10.799999999999999,4.2,-6.317,-2.417,259,253,8,6439,0.38927,0.23114
235,-10.799999999999999,4.2,-6.317,-2.417,259,253,8,6447,0.38927,0.23114
236,10.800000000000015,-4.1999999999999975,-6.317,-2.417,259,253,42,6489,0.38927,0.23114
237,-9.699999999999983,5.300000000000017,-6.317,-2.417,259,253,97,6586,0.38927,0.23114
238,-0.6999999999999957,-15.699999999999996,-6.317,-2.417,259,253,57,6643,0.38927,0.23114
239,-20.49999999999998,4.500000000000011,-6.317,-2.417,259,254,105,6748,0.38927,0.23114
240,-10.7,4.300000000000001,-5.850,-2.550,259,254,7,6755,0.35005,0.27613
241,13.100000000000003,-11.9,-5.850,-2.550,260,254,19,6774,0.35005,0.27613
242,-12.0,3.0,-5.850,-2.550,260,254,20,6794,0.35005,0.27613
243,2.4999999999999996,-12.5,-5.850,-2.550,260,254,25,6819,0.35005,0.27613
244,-10.7,4.300000000000001,-5.850,-2.550,260,254,7,6826,0.35005,0.27613
245,-10.9,4.1000000000000005,-5.850,-2.550,260,254,9,6835,0.35005,0.27613
246,-11.1,3.9000000000000004,-5.850,-2.550,260,254,11,6846,0.35005,0.27613
247,-16.79999999999999,8.200000000000005,-5.850,-2.550,260,255,68,6914,0.35005,0.27613
248,-3.699999999999985,-18.699999999999985,-5.850,-2.550,260,255,87,7001,0.35005,0.27613
249,-11.5,3.5,-5.850,-2.550,260,255,15,7016,0.35005,0.27613
250,-10.9,4.1000000000000005,-5.850,-2.550,260,255,9,7025,0.35005,0.27613
251,3.0999999999999996,-11.9,-5.850,-2.550,260,255,19,7044,0.35005,0.27613
252,3.0999999999999996,-11.9,-5.850,-2.550,260,255,19,7063,0.35005,0.27613
253,-16.89999999999999,-1.8999999999999915,-5.850,-2.550,260,255,69,7132,0.35005,0.27613
254,3.8000000000000007,-11.2,-5.850,-2.550,260,255,12,7144,0.35005,0.27613
255,-12.600000000000001,2.3999999999999995,-5.850,-2.550,260,255,26,7170,0.35005,0.27613
256,-10.9,4.1000000000000005,-5.850,-2.550,260,255,9,7179,0.35005,0.27613
257,-10.9,4.1000000000000005,-5.850,-2.550,260,255,9,7188,0.35005,0.27613
258,2.2999999999999994,-12.700000000000001,-5.850,-2.550,260,255,27,7215,0.35005,0.27613
259,-18.299999999999986,-3.2999999999999865,-5.850,-2.550,260,255,83,7298,0.35005,0.27613
260,-11.0,4.0,-5.653,-2.353,260,255,10,7308,0.30019,0.23812
261,3.3,-11.7,-5.653,-2.353,260,255,17,7325,0.30019,0.23812
262,-13.100000000000001,1.899999999999999,-5.653,-2.353,260,255,31,7356,0.30019,0.23812
263,-11.1,3.9000000000000004,-5.653,-2.353,260,255,11,7367,0.30019,0.23812
264,-11.7,3.3,-5.653,-2.353,260,255,17,7384,0.30019,0.23812
265,-12.0,3.0,-5.653,-2.353,260,255,20,7404,0.30019,0.23812
266,1.1999999999999984,-13.8,-5.653,-2.353,260,255,38,7442,0.30019,0.23812
267,-11.299999999999999,3.7,-5.653,-2.353,260,255,13,7455,0.30019,0.23812
268,-10.799999999999999,4.2,-5.653,-2.353,260,255,8,7463,0.30019,0.23812
269,-10.9,4.1000000000000005,-5.653,-2.353,260,255,9,7472,0.30019,0.23812
270,-11.7,3.3,-5.653,-2.353,260,255,17,7489,0.30019,0.23812
271,-11.6,3.4000000000000004,-5.653,-2.353,260,255,16,7505,0.30019,0.23812
272,2.3999999999999995,-12.600000000000001,-5.653,-2.353,260,255,26,7531,0.30019,0.23812
273,-0.6999999999999806,-25.69999999999996,-5.653,-2.353,261,255,157,7688,0.30019,0.23812
274,-11.1,3.9000000000000004,-5.653,-2.353,261,255,11,7699,0.30019,0.23812
275,3.0999999999999996,-11.9,-5.653,-2.353,261,255,19,7718,0.30019,0.23812
276,-14.200000000000001,0.7999999999999989,-5.653,-2.353,261,255,42,7760,0.30019,0.23812
277,-11.0,4.0,-5.653,-2.353,261,255,10,7770,0.30019,0.23812
278,-10.799999999999999,4.2,-5.653,-2.353,261,255,8,7778,0.30019,0.23812
279,-13.500000000000002,11.500000000000007,-5.653,-2.353,261,256,35,7813,0.30019,0.23812
280,-12.0,3.0,-5.790,-2.490,261,256,20,7833,0.35164,0.24692
281,-12.600000000000001,2.3999999999999995,-5.790,-2.490,261,256,26,7859,0.35164,0.24692
282,-2.5000000000000004,12.5,-5.790,-2.490,261,256,25,7884,0.35164,0.24692
283,-10.799999999999999,4.2,-5.790,-2.490,261,256,8,7892,0.35164,0.24692
284,-10.9,4.1000000000000005,-5.790,-2.490,261,256,9,7901,0.35164,0.24692
285,-11.0,4.0,-5.790,-2.490,261,256,10,7911,0.35164,0.24692
286,-1.9999999999999911,-16.999999999999993,-5.790,-2.490,261,256,70,7981,0.35164,0.24692
287,1.799999999999999,-13.200000000000001,-5.790,-2.490,261,256,32,8013,0.35164,0.24692
288,6.600000000000007,-8.399999999999988,-5.790,-2.490,261,256,84,8097,0.35164,0.24692
289,3.0999999999999996,-11.9,-5.790,-2.490,261,256,19,8116,0.35164,0.24692
290,-12.3,2.6999999999999997,-5.790,-2.490,261,256,23,8139,0.35164,0.24692
291,-11.1,3.9000000000000004,-5.790,-2.490,261,256,11,8150,0.35164,0.24692
292,2.099999999999999,-12.9,-5.790,-2.490,261,256,29,8179,0.35164,0.24692
293,3.6000000000000005,-11.4,-5.790,-2.490,261,256,14,8193,0.35164,0.24692
294,13.100000000000003,-11.9,-5.790,-2.490,262,256,19,8212,0.35164,0.24692
295,1.899999999999999,-13.100000000000001,-5.790,-2.490,262,256,31,8243,0.35164,0.24692
296,-14.999999999999998,10.000000000000002,-5.790,-2.490,262,257,50,8293,0.35164,0.24692
297,-18.599999999999987,-3.5999999999999854,-5.790,-2.490,262,257,86,8379,0.35164,0.24692
298,3.0,-12.0,-5.790,-2.490,262,257,20,8399,0.35164,0.24692
299,-1.9999999999999964,3.0,-5.790,-2.490,263,257,20,8419,0.35164,0.24692
300,-10.799999999999999,4.2,-5.816,-2.816,263,257,8,8427,0.30279,0.23067
301,-17.79999999999999,-2.7999999999999883,-5.816,-2.816,263,257,78,8505,0.30279,0.23067
302,-16.499999999999993,-1.499999999999993,-5.816,-2.816,263,257,65,8570,0.30279,0.23067
303,3.8000000000000007,-11.2,-5.816,-2.816,263,257,12,8582,0.30279,0.23067
304,-12.1,2.9,-5.816,-2.816,263,257,21,8603,0.30279,0.23067
305,3.2,-11.8,-5.816,-2.816,263,257,18,8621,0.30279,0.23067
306,-10.799999999999999,4.2,-5.816,-2.816,263,257,8,8629,0.30279,0.23067
307,3.0999999999999996,-11.9,-5.816,-2.816,263,257,19,8648,0.30279,0.23067
308,-16.199999999999996,8.80000000000002,-5.816,-2.816,263,258,62,8710,0.30279,0.23067
309,2.3999999999999995,-12.600000000000001,-5.816,-2.816,263,258,26,8736,0.30279,0.23067
310,-10.7,4.300000000000001,-5.816,-2.816,263,258,7,8743,0.30279,0.23067
