Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,Epsilon
4418,-3.8000000000000016,41.19999999999997,9.739,27.039,1437,3091,38,0.0100
4419,-9.399999999999983,15.60000000000001,9.739,27.039,1437,3092,94,0.0100
4420,25.799999999999955,10.800000000000006,10.654,27.104,1438,3092,42,0.0100
4421,3.9000000000000057,38.899999999999935,10.654,27.104,1438,3093,61,0.0100
4422,54.69999999999991,29.69999999999999,10.654,27.104,1439,3093,103,0.0100
4423,51.19999999999994,26.199999999999967,10.654,27.104,1440,3093,88,0.0100
4424,-1.0999999999999996,13.9,10.654,27.104,1440,3093,11,0.0100
4425,-1.9000000000000001,23.100000000000005,10.654,27.104,1440,3094,19,0.0100
4426,-0.9999999999999996,24.000000000000004,10.654,27.104,1440,3095,10,0.0100
4427,39.49999999999996,-5.499999999999984,10.654,27.104,1441,3095,55,0.0100
4428,6.600000000000012,41.59999999999997,10.654,27.104,1441,3096,34,0.0100
4429,19.59999999999991,64.59999999999992,10.654,27.104,1441,3097,104,0.0100
4430,7.700000000000005,32.69999999999999,10.654,27.104,1441,3098,23,0.0100
4431,-3.7000000000000015,31.29999999999999,10.654,27.104,1441,3099,37,0.0100
4432,-2.1,22.900000000000006,10.654,27.104,1441,3100,21,0.0100
4433,-0.9999999999999996,14.0,10.654,27.104,1441,3100,10,0.0100
4434,-2.6000000000000005,32.39999999999999,10.654,27.104,1441,3101,26,0.0100
4435,15.500000000000009,50.49999999999997,10.654,27.104,1441,3102,45,0.0100
4436,-11.0,14.000000000000002,10.654,27.104,1441,3103,10,0.0100
4437,6.4000000000000075,11.40000000000001,10.654,27.104,1442,3103,36,0.0100
4438,-12.299999999999986,2.700000000000015,10.654,27.104,1442,3103,123,0.0100
4439,13.100000000000005,-1.8999999999999968,10.654,27.104,1442,3103,19,0.0100
4440,42.8999999999999,27.899999999999956,10.112,26.862,1442,3103,121,0.0100
4441,15.200000000000028,20.199999999999967,10.112,26.862,1442,3104,98,0.0100
4442,-4.6,40.39999999999995,10.112,26.862,1442,3105,46,0.0100
4443,-10.399999999999979,54.59999999999993,10.112,26.862,1442,3106,104,0.0100
4444,22.49999999999998,37.49999999999992,10.112,26.862,1442,3106,75,0.0100
4445,4.300000000000017,19.300000000000004,10.112,26.862,1442,3106,57,0.0100
4446,-12.5,22.5,10.112,26.862,1442,3107,25,0.0100
4447,-4.6,40.39999999999997,10.112,26.862,1442,3108,46,0.0100
4448,13.500000000000018,38.49999999999994,10.112,26.862,1442,3109,65,0.0100
4449,-1.1999999999999995,13.8,10.112,26.862,1442,3109,12,0.0100
4450,11.400000000000025,56.39999999999995,10.112,26.862,1442,3110,86,0.0100
4451,15.299999999999976,50.29999999999996,10.112,26.862,1442,3111,47,0.0100
4452,1.9000000000000048,46.899999999999956,10.112,26.862,1442,3112,81,0.0100
4453,6.300000000000001,41.29999999999998,10.112,26.862,1442,3113,37,0.0100
4454,-2.2999999999999954,22.700000000000003,10.112,26.862,1442,3114,23,0.0100
4455,9.000000000000002,4.0,10.112,26.862,1443,3114,10,0.0100
4456,12.30000000000002,47.29999999999996,10.112,26.862,1443,3115,77,0.0100
4457,47.29999999999997,22.299999999999983,10.112,26.862,1444,3115,77,0.0100
4458,23.600000000000016,18.599999999999966,10.112,26.862,1444,3116,114,0.0100
4459,20.499999999999943,35.49999999999995,10.112,26.862,1444,3116,95,0.0100
4460,21.29999999999999,56.29999999999992,9.451,28.001,1444,3117,87,0.0100
4461,12.100000000000007,67.09999999999991,9.451,28.001,1444,3118,79,0.0100
4462,-1.399999999999995,3.6000000000000005,9.451,28.001,1445,3118,14,0.0100
4463,-14.100000000000001,30.899999999999984,9.451,28.001,1445,3119,41,0.0100
4464,24.699999999999932,39.699999999999974,9.451,28.001,1445,3119,153,0.0100
4465,5.6,30.599999999999973,9.451,28.001,1445,3120,44,0.0100
4466,34.89999999999995,-0.09999999999999787,9.451,28.001,1446,3120,51,0.0100
4467,-12.700000000000001,12.299999999999999,9.451,28.001,1446,3121,27,0.0100
4468,14.599999999999968,-0.3999999999999968,9.451,28.001,1447,3121,54,0.0100
4469,-0.49999999999999967,14.5,9.451,28.001,1447,3121,5,0.0100
4470,-5.299999999999997,29.699999999999953,9.451,28.001,1447,3122,53,0.0100
4471,11.200000000000005,-3.79999999999999,9.451,28.001,1447,3122,38,0.0100
4472,42.89999999999992,7.900000000000029,9.451,28.001,1448,3122,121,0.0100
4473,-0.9999999999999996,14.0,9.451,28.001,1448,3122,10,0.0100
4474,10.600000000000003,55.5999999999999,9.451,28.001,1448,3123,94,0.0100
4475,-1.1999999999999975,13.8,9.451,28.001,1448,3123,12,0.0100
4476,6.90000000000001,41.89999999999992,9.451,28.001,1448,3124,81,0.0100
4477,20.900000000000006,-14.100000000000001,9.451,28.001,1449,3124,41,0.0100
4478,7.800000000000008,22.79999999999996,9.451,28.001,1449,3125,72,0.0100
4479,7.000000000000011,41.999999999999986,9.451,28.001,1449,3126,30,0.0100
4480,16.000000000000014,-8.99999999999999,9.911,26.261,1450,3126,90,0.0100
4481,6.600000000000007,31.599999999999994,9.911,26.261,1450,3127,34,0.0100
4482,21.30000000000001,56.29999999999996,9.911,26.261,1450,3128,137,0.0100
4483,-13.3,11.700000000000008,9.911,26.261,1450,3129,33,0.0100
4484,41.09999999999993,36.09999999999986,9.911,26.261,1450,3130,139,0.0100
4485,19.299999999999955,34.29999999999999,9.911,26.261,1450,3130,107,0.0100
4486,-11.8,13.200000000000001,9.911,26.261,1450,3131,18,0.0100
4487,5.600000000000001,40.59999999999996,9.911,26.261,1450,3132,44,0.0100
4488,10.899999999999965,25.900000000000006,9.911,26.261,1450,3132,91,0.0100
4489,67.29999999999994,-17.69999999999999,9.911,26.261,1451,3132,77,0.0100
4490,5.800000000000013,20.79999999999999,9.911,26.261,1451,3132,42,0.0100
4491,4.000000000000018,48.99999999999994,9.911,26.261,1451,3133,60,0.0100
4492,11.800000000000008,-3.1999999999999957,9.911,26.261,1451,3133,32,0.0100
4493,-2.2,22.800000000000004,9.911,26.261,1451,3134,22,0.0100
4494,-12.2,22.799999999999997,9.911,26.261,1451,3135,22,0.0100
4495,-13.900000000000002,41.099999999999966,9.911,26.261,1451,3136,39,0.0100
4496,19.799999999999976,94.80000000000004,9.911,26.261,1451,3137,152,0.0100
4497,15.099999999999996,30.099999999999973,9.911,26.261,1451,3137,49,0.0100
4498,-6.099999999999994,58.89999999999994,9.911,26.261,1451,3138,61,0.0100
4499,-4.699999999999999,30.3,9.911,26.261,1451,3139,47,0.0100
4500,-0.5999999999999996,14.4,10.037,27.387,1451,3139,6,0.0100
4501,24.699999999999882,49.69999999999982,10.037,27.387,1451,3140,153,0.0100
4502,5.29999999999999,10.300000000000015,10.037,27.387,1452,3140,47,0.0100
4503,12.700000000000026,57.699999999999925,10.037,27.387,1452,3141,73,0.0100
4504,9.399999999999993,44.39999999999996,10.037,27.387,1452,3142,106,0.0100
4505,2.8000000000000136,57.79999999999992,10.037,27.387,1452,3143,72,0.0100
4506,-1.7999999999999972,3.2,10.037,27.387,1453,3143,18,0.0100
4507,13.200000000000019,48.19999999999994,10.037,27.387,1453,3144,68,0.0100
4508,5.600000000000002,30.599999999999994,10.037,27.387,1453,3145,44,0.0100
4509,16.700000000000028,51.699999999999925,10.037,27.387,1453,3146,83,0.0100
4510,45.299999999999955,30.299999999999912,10.037,27.387,1453,3146,97,0.0100
4511,25.49999999999998,30.499999999999996,10.037,27.387,1454,3146,45,0.0100
4512,22.099999999999994,7.099999999999982,10.037,27.387,1454,3146,29,0.0100
4513,25.49999999999995,70.49999999999989,10.037,27.387,1454,3147,145,0.0100
4514,20.099999999999962,5.099999999999973,10.037,27.387,1454,3147,49,0.0100
4515,37.50000000000001,22.499999999999936,10.037,27.387,1454,3147,75,0.0100
4516,37.69999999999998,72.69999999999987,10.037,27.387,1454,3148,123,0.0100
4517,26.09999999999993,41.09999999999992,10.037,27.387,1454,3148,139,0.0100
4518,-2.9999999999999982,12.000000000000007,10.037,27.387,1454,3148,30,0.0100
4519,8.900000000000006,33.89999999999994,10.037,27.387,1454,3149,61,0.0100
4520,-1.499999999999984,43.49999999999989,10.888,29.188,1454,3150,115,0.0100
4521,-14.6,30.399999999999956,10.888,29.188,1454,3151,46,0.0100
4522,17.400000000000023,22.400000000000006,10.888,29.188,1454,3152,76,0.0100
4523,48.09999999999978,83.10000000000016,10.888,29.188,1454,3153,219,0.0100
4524,20.49999999999993,85.49999999999997,10.888,29.188,1454,3154,195,0.0100
4525,-2.1,32.9,10.888,29.188,1454,3155,21,0.0100
4526,-1.0999999999999996,13.9,10.888,29.188,1454,3155,11,0.0100
4527,11.30000000000001,56.29999999999992,10.888,29.188,1454,3156,87,0.0100
4528,21.799999999999983,26.799999999999926,10.888,29.188,1455,3156,82,0.0100
4529,42.19999999999992,37.19999999999996,10.888,29.188,1456,3156,78,0.0100
4530,-2.8000000000000007,22.200000000000006,10.888,29.188,1456,3157,28,0.0100
4531,6.800000000000006,11.800000000000008,10.888,29.188,1457,3157,32,0.0100
4532,29.39999999999994,54.39999999999984,10.888,29.188,1457,3158,156,0.0100
4533,72.09999999999995,-2.8999999999999773,10.888,29.188,1458,3158,129,0.0100
4534,-2.2,22.800000000000004,10.888,29.188,1458,3159,22,0.0100
4535,2.500000000000025,37.49999999999994,10.888,29.188,1458,3160,75,0.0100
4536,10.59999999999994,25.59999999999993,10.888,29.188,1458,3160,94,0.0100
4537,25.299999999999912,30.299999999999955,10.888,29.188,1459,3160,147,0.0100
4538,-1.9999999999999947,-1.9999999999999964,10.888,29.188,1459,3160,20,0.0100
4539,-12.3,22.69999999999999,10.888,29.188,1459,3161,23,0.0100
4540,68.49999999999994,3.5000000000000195,12.038,30.388,1460,3161,65,0.0100
4541,2.300000000000013,17.299999999999997,12.038,30.388,1460,3161,77,0.0100
4542,22.799999999999955,37.79999999999995,12.038,30.388,1460,3161,72,0.0100
4543,3.800000000000015,28.79999999999997,12.038,30.388,1460,3162,62,0.0100
4544,-11.7,13.3,12.038,30.388,1460,3163,17,0.0100
4545,13.100000000000053,28.099999999999916,12.038,30.388,1460,3163,169,0.0100
4546,-2.1,32.89999999999999,12.038,30.388,1460,3164,21,0.0100
4547,20.199999999999996,55.19999999999996,12.038,30.388,1460,3165,98,0.0100
4548,2.9000000000000483,17.900000000000027,12.038,30.388,1460,3165,271,0.0100
4549,32.39999999999988,17.39999999999997,12.038,30.388,1460,3165,126,0.0100
4550,11.69999999999998,26.699999999999925,12.038,30.388,1460,3165,83,0.0100
4551,-0.7999999999999996,14.200000000000001,12.038,30.388,1460,3165,8,0.0100
4552,45.29999999999988,20.299999999999983,12.038,30.388,1461,3165,97,0.0100
4553,-0.8999999999999996,14.1,12.038,30.388,1461,3165,9,0.0100
4554,19.59999999999993,34.59999999999996,12.038,30.388,1461,3165,104,0.0100
4555,4.0,-0.9999999999999982,12.038,30.388,1461,3166,10,0.0100
4556,-12.3,12.700000000000003,12.038,30.388,1461,3167,23,0.0100
4557,22.200000000000003,-2.799999999999999,12.038,30.388,1462,3167,28,0.0100
4558,7.30000000000001,22.300000000000004,12.038,30.388,1462,3167,27,0.0100
4559,4.400000000000004,29.399999999999984,12.038,30.388,1462,3168,56,0.0100
4560,-0.8999999999999996,14.1,11.983,27.833,1462,3168,9,0.0100
4561,22.100000000000016,37.09999999999996,11.983,27.833,1462,3168,79,0.0100
4562,3.300000000000005,48.29999999999993,11.983,27.833,1462,3169,67,0.0100
4563,20.499999999999943,35.49999999999989,11.983,27.833,1462,3169,95,0.0100
4564,-1.5999999999999999,23.400000000000006,11.983,27.833,1462,3170,16,0.0100
4565,8.500000000000005,13.5,11.983,27.833,1463,3170,15,0.0100
4566,-5.1999999999999975,49.79999999999995,11.983,27.833,1463,3171,52,0.0100
4567,34.99999999999998,19.999999999999922,11.983,27.833,1463,3171,100,0.0100
4568,53.699999999999896,48.699999999999896,11.983,27.833,1463,3172,113,0.0100
4569,24.299999999999976,59.29999999999986,11.983,27.833,1463,3173,107,0.0100
4570,3.3000000000000176,68.29999999999994,11.983,27.833,1463,3174,67,0.0100
4571,8.400000000000006,23.399999999999963,11.983,27.833,1463,3175,66,0.0100
4572,9.300000000000006,64.29999999999993,11.983,27.833,1463,3176,107,0.0100
4573,-11.5,13.500000000000002,11.983,27.833,1463,3177,15,0.0100
4574,0.20000000000000817,45.19999999999993,11.983,27.833,1463,3178,98,0.0100
4575,-2.4999999999999947,12.5,11.983,27.833,1463,3178,25,0.0100
4576,7.700000000000003,22.700000000000006,11.983,27.833,1463,3178,23,0.0100
4577,11.000000000000005,-3.9999999999999893,11.983,27.833,1463,3178,40,0.0100
4578,-5.899999999999984,29.099999999999973,11.983,27.833,1463,3179,59,0.0100
4579,13.4,-11.6,11.983,27.833,1464,3179,16,0.0100
4580,10.800000000000013,25.800000000000022,12.241,30.091,1464,3179,92,0.0100
4581,3.9000000000000075,38.899999999999935,12.241,30.091,1464,3180,61,0.0100
4582,22.19999999999996,47.19999999999995,12.241,30.091,1464,3181,78,0.0100
4583,5.300000000000009,30.29999999999999,12.241,30.091,1464,3182,47,0.0100
4584,-3.5,21.49999999999998,12.241,30.091,1464,3183,35,0.0100
4585,-1.5999999999999979,13.400000000000004,12.241,30.091,1464,3183,16,0.0100
4586,23.199999999999882,88.20000000000016,12.241,30.091,1464,3184,168,0.0100
4587,-8.499999999999952,26.49999999999988,12.241,30.091,1464,3185,185,0.0100
4588,-5.299999999999997,29.699999999999953,12.241,30.091,1464,3186,53,0.0100
4589,-7.599999999999989,47.399999999999906,12.241,30.091,1464,3187,76,0.0100
4590,6.999999999999988,12.000000000000009,12.241,30.091,1465,3187,30,0.0100
4591,-11.7,13.300000000000002,12.241,30.091,1465,3188,17,0.0100
4592,34.79999999999993,29.799999999999976,12.241,30.091,1466,3188,52,0.0100
4593,-2.799999999999992,2.1999999999999993,12.241,30.091,1467,3188,28,0.0100
4594,17.299999999999983,2.2999999999999994,12.241,30.091,1468,3188,27,0.0100
4595,6.900000000000004,11.900000000000006,12.241,30.091,1469,3188,31,0.0100
4596,24.699999999999974,39.699999999999946,12.241,30.091,1469,3188,53,0.0100
4597,13.400000000000004,-11.6,12.241,30.091,1470,3188,16,0.0100
4598,26.59999999999995,41.59999999999984,12.241,30.091,1470,3188,134,0.0100
4599,13.799999999999963,28.799999999999955,12.241,30.091,1470,3188,62,0.0100
4600,3.5,8.499999999999998,12.219,29.169,1470,3189,15,0.0100
4601,34.700000000000024,9.699999999999983,12.219,29.169,1471,3189,203,0.0100
4602,-11.0,14.0,12.219,29.169,1471,3190,10,0.0100
4603,20.999999999999993,35.99999999999996,12.219,29.169,1471,3190,90,0.0100
4604,3.2000000000000157,48.199999999999946,12.219,29.169,1471,3191,68,0.0100
4605,28.29999999999999,23.29999999999994,12.219,29.169,1471,3192,67,0.0100
4606,-12.5,22.5,12.219,29.169,1471,3193,25,0.0100
4607,-0.7999999999999996,14.200000000000001,12.219,29.169,1471,3193,8,0.0100
4608,28.199999999999896,73.19999999999993,12.219,29.169,1471,3194,118,0.0100
4609,12.300000000000004,7.299999999999999,12.219,29.169,1471,3195,27,0.0100
4610,20.30000000000001,35.29999999999995,12.219,29.169,1471,3195,97,0.0100
4611,7.200000000000008,32.19999999999999,12.219,29.169,1471,3196,28,0.0100
4612,10.100000000000016,15.099999999999968,12.219,29.169,1471,3197,49,0.0100
4613,30.899999999999984,55.899999999999956,12.219,29.169,1471,3198,141,0.0100
4614,9.500000000000018,14.499999999999988,12.219,29.169,1471,3199,55,0.0100
4615,26.79999999999999,21.799999999999912,12.219,29.169,1471,3200,82,0.0100
4616,-11.4,13.600000000000001,12.219,29.169,1471,3201,14,0.0100
4617,53.599999999999945,18.599999999999866,12.219,29.169,1472,3201,114,0.0100
4618,5.699999999999974,10.700000000000014,12.219,29.169,1473,3201,43,0.0100
4619,-1.6999999999999975,3.3,12.219,29.169,1474,3201,17,0.0100
4620,33.19999999999997,48.19999999999991,11.767,27.117,1474,3201,68,0.0100
4621,-2.3000000000000003,22.700000000000003,11.767,27.117,1474,3202,23,0.0100
4622,43.69999999999995,28.699999999999918,11.767,27.117,1474,3202,113,0.0100
4623,14.699999999999962,39.69999999999985,11.767,27.117,1474,3203,153,0.0100
4624,42.399999999999984,47.39999999999989,11.767,27.117,1475,3203,176,0.0100
4625,22.799999999999933,37.8,11.767,27.117,1475,3203,72,0.0100
4626,6.400000000000006,21.400000000000013,11.767,27.117,1475,3203,36,0.0100
4627,41.299999999999855,106.30000000000034,11.767,27.117,1475,3204,187,0.0100
4628,29.799999999999983,14.799999999999999,11.767,27.117,1475,3204,52,0.0100
4629,0.7999999999999989,25.79999999999997,11.767,27.117,1475,3205,42,0.0100
4630,20.69999999999996,45.699999999999896,11.767,27.117,1475,3206,93,0.0100
4631,5.2000000000000135,40.19999999999999,11.767,27.117,1475,3207,48,0.0100
4632,33.59999999999998,8.600000000000014,11.767,27.117,1476,3207,64,0.0100
4633,3.4999999999998366,18.500000000000014,11.767,27.117,1476,3207,165,0.0100
4634,12.699999999999985,57.699999999999974,11.767,27.117,1476,3208,73,0.0100
4635,3.8000000000000007,-1.1999999999999993,11.767,27.117,1476,3209,12,0.0100
4636,32.399999999999956,37.399999999999885,11.767,27.117,1476,3210,126,0.0100
4637,31.499999999999964,26.499999999999908,11.767,27.117,1477,3210,85,0.0100
4638,15.100000000000007,30.099999999999987,11.767,27.117,1477,3211,99,0.0100
4639,35.59999999999995,30.599999999999902,11.767,27.117,1477,3212,94,0.0100
4640,18.500000000000007,43.499999999999936,12.495,27.795,1477,3213,65,0.0100
4641,-1.4999999999999964,3.5,12.495,27.795,1478,3213,15,0.0100
4642,-0.49999999999999967,14.5,12.495,27.795,1478,3213,5,0.0100
4643,5.900000000000006,40.89999999999998,12.495,27.795,1478,3214,41,0.0100
4644,48.799999999999905,33.79999999999982,12.495,27.795,1478,3214,162,0.0100
4645,6.400000000000005,21.40000000000001,12.495,27.795,1478,3214,36,0.0100
4646,20.099999999999987,65.09999999999991,12.495,27.795,1478,3215,99,0.0100
4647,28.599999999999888,83.59999999999998,12.495,27.795,1478,3216,114,0.0100
4648,31.799999999999976,56.79999999999992,12.495,27.795,1478,3217,132,0.0100
4649,4.599999999999971,19.600000000000012,12.495,27.795,1478,3217,54,0.0100
4650,34.09999999999996,39.09999999999991,12.495,27.795,1478,3218,109,0.0100
4651,9.200000000000019,34.19999999999994,12.495,27.795,1478,3219,108,0.0100
4652,54.59999999999987,39.59999999999989,12.495,27.795,1478,3219,104,0.0100
4653,11.499999999999988,56.49999999999989,12.495,27.795,1478,3220,85,0.0100
4654,6.199999999999994,21.19999999999999,12.495,27.795,1478,3220,38,0.0100
4655,2.200000000000013,47.199999999999946,12.495,27.795,1478,3221,78,0.0100
4656,-4.699999999999985,30.299999999999983,12.495,27.795,1478,3222,47,0.0100
4657,25.899999999999956,30.89999999999995,12.495,27.795,1479,3222,41,0.0100
4658,31.499999999999957,66.49999999999999,12.495,27.795,1479,3223,135,0.0100
4659,19.500000000000007,4.499999999999979,12.495,27.795,1479,3223,55,0.0100
4660,47.49999999999986,32.49999999999998,14.479,30.879,1480,3223,125,0.0100
4661,2.600000000000017,57.59999999999994,14.479,30.879,1480,3224,74,0.0100
4662,-2.899999999999995,22.10000000000001,14.479,30.879,1480,3225,29,0.0100
4663,13.400000000000018,28.39999999999994,14.479,30.879,1480,3225,66,0.0100
4664,52.699999999999946,27.699999999999925,14.479,30.879,1481,3225,123,0.0100
4665,35.59999999999995,20.59999999999995,14.479,30.879,1481,3225,94,0.0100
4666,8.500000000000021,-16.499999999999993,14.479,30.879,1482,3225,65,0.0100
4667,-2.4000000000000004,32.599999999999994,14.479,30.879,1482,3226,24,0.0100
4668,12.499999999999973,27.49999999999998,14.479,30.879,1482,3226,75,0.0100
4669,12.000000000000016,27.000000000000014,14.479,30.879,1482,3226,80,0.0100
4670,33.4,48.39999999999993,14.479,30.879,1482,3226,66,0.0100
4671,26.299999999999976,1.2999999999999985,14.479,30.879,1483,3226,37,0.0100
4672,-13.3,21.70000000000001,14.479,30.879,1483,3227,33,0.0100
4673,9.900000000000007,44.89999999999992,14.479,30.879,1483,3228,101,0.0100
4674,15.200000000000014,50.19999999999988,14.479,30.879,1483,3229,98,0.0100
4675,12.899999999999979,37.89999999999992,14.479,30.879,1483,3230,71,0.0100
4676,-0.9999999999999996,14.0,14.479,30.879,1483,3230,10,0.0100
4677,5.200000000000015,40.19999999999997,14.479,30.879,1483,3231,48,0.0100
4678,27.69999999999994,22.699999999999967,14.479,30.879,1484,3231,123,0.0100
4679,-2.7999999999999954,12.20000000000001,14.479,30.879,1484,3231,28,0.0100
4680,23.199999999999996,48.199999999999804,15.118,30.318,1484,3232,168,0.0100
4681,22.09999999999996,27.099999999999937,15.118,30.318,1484,3233,129,0.0100
4682,-4.899999999999983,20.099999999999984,15.118,30.318,1484,3234,49,0.0100
4683,24.89999999999995,49.89999999999988,15.118,30.318,1484,3235,151,0.0100
4684,14.900000000000002,39.89999999999997,15.118,30.318,1484,3236,51,0.0100
4685,5.900000000000015,30.899999999999995,15.118,30.318,1484,3237,41,0.0100
4686,5.300000000000015,30.29999999999999,15.118,30.318,1484,3238,47,0.0100
4687,27.699999999999896,32.69999999999984,15.118,30.318,1484,3239,173,0.0100
4688,8.299999999999995,-11.7,15.118,30.318,1485,3239,17,0.0100
4689,13.200000000000005,-11.8,15.118,30.318,1486,3239,18,0.0100
4690,8.000000000000002,13.0,15.118,30.318,1487,3239,20,0.0100
4691,9.200000000000019,44.19999999999999,15.118,30.318,1487,3240,108,0.0100
4692,8.700000000000003,13.700000000000001,15.118,30.318,1488,3240,13,0.0100
4693,6.700000000000003,41.69999999999996,15.118,30.318,1488,3241,33,0.0100
4694,-3.4000000000000012,31.59999999999998,15.118,30.318,1488,3242,34,0.0100
4695,38.899999999999956,23.89999999999995,15.118,30.318,1488,3242,61,0.0100
4696,41.29999999999985,66.29999999999998,15.118,30.318,1488,3243,137,0.0100
4697,22.800000000000004,37.79999999999996,15.118,30.318,1488,3243,72,0.0100
4698,11.300000000000011,-3.6999999999999957,15.118,30.318,1488,3243,37,0.0100
4699,-2.5000000000000004,22.500000000000007,15.118,30.318,1488,3244,25,0.0100
4700,22.999999999999986,37.99999999999987,16.316,30.466,1488,3245,120,0.0100
4701,24.499999999999957,29.500000000000007,16.316,30.466,1489,3245,55,0.0100
4702,8.800000000000004,13.8,16.316,30.466,1490,3245,12,0.0100
4703,41.599999999999966,-3.399999999999986,16.316,30.466,1491,3245,84,0.0100
4704,25.700000000000017,40.699999999999896,16.316,30.466,1491,3246,93,0.0100
4705,3.8000000000000007,-1.1999999999999993,16.316,30.466,1491,3247,12,0.0100
4706,32.79999999999992,37.799999999999976,16.316,30.466,1492,3247,72,0.0100
4707,28.199999999999946,53.19999999999989,16.316,30.466,1492,3248,118,0.0100
4708,-1.799999999999999,3.2,16.316,30.466,1493,3248,18,0.0100
4709,12.19999999999999,37.19999999999993,16.316,30.466,1493,3249,78,0.0100
4710,13.799999999999999,48.799999999999926,16.316,30.466,1493,3250,62,0.0100
4711,14.700000000000017,19.700000000000006,16.316,30.466,1494,3250,53,0.0100
4712,-1.7,23.300000000000004,16.316,30.466,1494,3251,17,0.0100
4713,4.900000000000012,19.899999999999935,16.316,30.466,1494,3252,101,0.0100
4714,25.399999999999956,60.39999999999984,16.316,30.466,1494,3253,146,0.0100
4715,3.6000000000000005,8.600000000000003,16.316,30.466,1494,3254,14,0.0100
4716,8.900000000000011,33.899999999999906,16.316,30.466,1494,3255,111,0.0100
4717,13.19999999999999,48.199999999999925,16.316,30.466,1494,3256,68,0.0100
4718,-3.3999999999999826,81.59999999999997,16.316,30.466,1494,3257,134,0.0100
4719,27.59999999999993,52.59999999999992,16.316,30.466,1494,3258,124,0.0100
4720,18.0,42.99999999999991,16.448,31.798,1494,3259,120,0.0100
4721,19.699999999999932,24.69999999999991,16.448,31.798,1495,3259,103,0.0100
4722,16.6,11.599999999999953,16.448,31.798,1495,3260,84,0.0100
4723,31.49999999999998,-13.500000000000002,16.448,31.798,1496,3260,35,0.0100
4724,-11.5,3.5,16.448,31.798,1496,3260,15,0.0100
4725,22.199999999999996,47.1999999999999,16.448,31.798,1496,3261,78,0.0100
4726,12.900000000000013,37.89999999999992,16.448,31.798,1496,3262,71,0.0100
4727,-7.19999999999999,27.80000000000001,16.448,31.798,1496,3263,72,0.0100
4728,8.900000000000013,23.899999999999935,16.448,31.798,1496,3264,61,0.0100
4729,26.800000000000026,31.799999999999955,16.448,31.798,1496,3265,82,0.0100
4730,-5.599999999999982,9.400000000000016,16.448,31.798,1496,3265,56,0.0100
4731,7.000000000000009,22.000000000000007,16.448,31.798,1496,3265,30,0.0100
4732,9.10000000000001,24.099999999999966,16.448,31.798,1496,3265,109,0.0100
4733,14.400000000000016,49.39999999999989,16.448,31.798,1496,3266,106,0.0100
4734,17.500000000000014,22.49999999999995,16.448,31.798,1496,3267,75,0.0100
4735,13.000000000000012,47.99999999999999,16.448,31.798,1496,3268,70,0.0100
4736,27.4,22.39999999999997,16.448,31.798,1496,3269,76,0.0100
4737,4.900000000000015,19.89999999999999,16.448,31.798,1496,3269,51,0.0100
4738,16.1,41.09999999999997,16.448,31.798,1496,3270,39,0.0100
4739,2.200000000000004,87.20000000000007,16.448,31.798,1496,3271,78,0.0100
4740,-0.5999999999999996,14.4,14.579,30.529,1496,3271,6,0.0100
4741,21.899999999999984,26.89999999999994,14.579,30.529,1497,3271,81,0.0100
4742,7.4999999999999805,2.4999999999999996,14.579,30.529,1498,3271,25,0.0100
4743,33.599999999999866,68.5999999999998,14.579,30.529,1498,3272,164,0.0100
4744,46.299999999999926,31.299999999999905,14.579,30.529,1498,3272,87,0.0100
4745,-2.4000000000000004,22.600000000000005,14.579,30.529,1498,3273,24,0.0100
4746,32.59999999999999,17.59999999999988,14.579,30.529,1498,3273,124,0.0100
4747,-1.3999999999999997,23.6,14.579,30.529,1498,3274,14,0.0100
4748,-2.8999999999999915,12.100000000000007,14.579,30.529,1498,3274,29,0.0100
4749,6.999999999999973,12.000000000000005,14.579,30.529,1499,3274,30,0.0100
4750,25.10000000000001,20.09999999999996,14.579,30.529,1499,3275,99,0.0100
4751,24.900000000000013,49.899999999999785,14.579,30.529,1499,3276,201,0.0100
4752,5.500000000000005,30.499999999999996,14.579,30.529,1499,3277,45,0.0100
4753,-1.8,23.200000000000003,14.579,30.529,1499,3278,18,0.0100
4754,14.699999999999921,79.69999999999989,14.579,30.529,1499,3279,153,0.0100
4755,18.60000000000001,23.59999999999993,14.579,30.529,1499,3280,64,0.0100
4756,25.299999999999983,10.3,14.579,30.529,1500,3280,47,0.0100
4757,-1.899999999999995,13.100000000000003,14.579,30.529,1500,3280,19,0.0100
4758,20.799999999999997,45.799999999999834,14.579,30.529,1500,3281,142,0.0100
4759,-3.099999999999996,21.899999999999984,14.579,30.529,1500,3282,31,0.0100
4760,-4.799999999999989,20.200000000000024,13.417,28.667,1500,3283,148,0.0100
4761,41.99999999999997,26.999999999999858,13.417,28.667,1500,3283,130,0.0100
4762,31.899999999999856,46.89999999999991,13.417,28.667,1500,3284,131,0.0100
4763,3.40000000000002,18.40000000000002,13.417,28.667,1500,3284,66,0.0100
4764,-3.100000000000001,61.89999999999998,13.417,28.667,1500,3285,31,0.0100
4765,11.299999999999999,16.30000000000002,13.417,28.667,1501,3285,87,0.0100
4766,26.89999999999992,11.899999999999958,13.417,28.667,1501,3285,81,0.0100
4767,26.399999999999906,51.39999999999994,13.417,28.667,1501,3286,136,0.0100
