Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,Epsilon
70,14.49999999999996,29.499999999999936,3.845,9.745,474,690,55,0.0100
71,6.799999999999999,1.799999999999999,3.845,9.745,475,690,32,0.0100
72,-0.7999999999999996,14.200000000000001,3.845,9.745,475,690,8,0.0100
73,-1.5999999999999999,33.4,3.845,9.745,475,691,16,0.0100
74,-9.89999999999998,-4.899999999999981,3.845,9.745,476,691,99,0.0100
75,4.5,-10.5,3.845,9.745,476,691,5,0.0100
76,11.3,6.299999999999988,3.845,9.745,476,692,37,0.0100
77,22.099999999999987,-12.9,3.845,9.745,477,692,29,0.0100
78,7.999999999999995,-12.0,3.845,9.745,478,692,20,0.0100
79,-2.299999999999997,12.700000000000006,3.845,9.745,478,692,23,0.0100
80,30.699999999999967,-14.3,4.503,9.653,479,692,43,0.0100
81,18.200000000000024,-16.79999999999999,4.503,9.653,480,692,68,0.0100
82,3.5,-1.4999999999999964,4.503,9.653,480,693,15,0.0100
83,17.200000000000014,-7.799999999999985,4.503,9.653,481,693,78,0.0100
84,-3.2999999999999954,21.69999999999999,4.503,9.653,481,694,33,0.0100
85,12.300000000000008,-12.700000000000001,4.503,9.653,482,694,27,0.0100
86,20.4,5.3999999999999755,4.503,9.653,482,694,46,0.0100
87,4.5,-10.5,4.503,9.653,482,694,5,0.0100
88,23.6,-11.4,4.503,9.653,483,694,14,0.0100
89,25.900000000000006,20.89999999999997,4.503,9.653,483,695,91,0.0100
90,-12.4,22.599999999999987,4.503,9.653,483,696,24,0.0100
91,11.600000000000001,26.599999999999973,4.503,9.653,483,697,34,0.0100
92,6.000000000000002,20.99999999999998,4.503,9.653,483,697,40,0.0100
93,24.799999999999976,9.799999999999942,4.503,9.653,483,697,102,0.0100
94,-5.099999999999993,9.900000000000015,4.503,9.653,483,697,51,0.0100
95,-14.5,30.5,4.503,9.653,483,698,45,0.0100
96,2.70000000000001,27.69999999999999,4.503,9.653,483,699,73,0.0100
97,12.800000000000004,-12.2,4.503,9.653,484,699,22,0.0100
98,5.300000000000003,20.299999999999898,4.503,9.653,484,700,97,0.0100
99,-1.4999999999999805,-6.499999999999975,4.503,9.653,485,700,115,0.0100
100,-1.5999999999999979,13.400000000000004,5.418,9.268,485,700,16,0.0100
101,1.6999999999999988,-3.299999999999992,5.418,9.268,485,701,33,0.0100
102,-16.499999999999993,38.49999999999994,5.418,9.268,485,702,65,0.0100
103,-15.699999999999996,19.300000000000004,5.418,9.268,485,703,57,0.0100
104,20.499999999999993,25.499999999999986,5.418,9.268,485,704,45,0.0100
105,-6.19999999999999,28.799999999999955,5.418,9.268,485,705,62,0.0100
106,-1.3999999999999986,13.600000000000003,5.418,9.268,485,705,14,0.0100
107,0.40000000000000036,-14.6,5.418,9.268,485,705,46,0.0100
108,25.299999999999898,-9.699999999999983,5.418,9.268,486,705,97,0.0100
109,9.899999999999922,14.900000000000002,5.418,9.268,487,705,101,0.0100
110,12.100000000000007,17.099999999999987,5.418,9.268,487,706,29,0.0100
111,-12.3,22.700000000000003,5.418,9.268,487,707,23,0.0100
112,3.100000000000019,38.09999999999999,5.418,9.268,487,708,69,0.0100
113,22.099999999999987,-12.9,5.418,9.268,488,708,29,0.0100
114,-2.2999999999999954,22.699999999999996,5.418,9.268,488,709,23,0.0100
115,17.999999999999957,42.99999999999989,5.418,9.268,488,710,120,0.0100
116,-0.8999999999999968,14.100000000000001,5.418,9.268,488,710,9,0.0100
117,-11.5,13.500000000000002,5.418,9.268,488,711,15,0.0100
118,-15.299999999999997,39.69999999999995,5.418,9.268,488,712,53,0.0100
119,12.299999999999914,-2.6999999999999886,5.418,9.268,489,712,77,0.0100
120,-11.299999999999999,23.700000000000003,4.279,12.029,489,713,13,0.0100
121,-0.6999999999999996,14.3,4.279,12.029,489,713,7,0.0100
122,9.900000000000002,14.89999999999995,4.279,12.029,489,714,51,0.0100
123,14.900000000000007,29.899999999999906,4.279,12.029,489,715,101,0.0100
124,17.50000000000001,32.49999999999995,4.279,12.029,489,716,75,0.0100
125,-7.69999999999999,17.30000000000002,4.279,12.029,489,717,77,0.0100
126,3.7,-11.299999999999999,4.279,12.029,489,717,13,0.0100
127,-4.300000000000001,20.700000000000014,4.279,12.029,489,718,43,0.0100
128,29.199999999999953,24.19999999999994,4.279,12.029,489,719,58,0.0100
129,4.5,-10.5,4.279,12.029,489,719,5,0.0100
130,-12.700000000000001,12.300000000000002,4.279,12.029,489,720,27,0.0100
131,25.29999999999996,40.299999999999955,4.279,12.029,489,720,47,0.0100
132,-11.2,13.8,4.279,12.029,489,721,12,0.0100
133,7.600000000000014,12.599999999999982,4.279,12.029,489,722,74,0.0100
134,19.900000000000002,14.899999999999993,4.279,12.029,489,723,51,0.0100
135,3.6000000000000068,48.59999999999994,4.279,12.029,489,724,64,0.0100
136,-13.900000000000002,11.10000000000001,4.279,12.029,489,725,39,0.0100
137,10.800000000000011,-14.200000000000001,4.279,12.029,490,725,42,0.0100
138,-1.7999999999999936,3.2,4.279,12.029,491,725,18,0.0100
139,2.1000000000000263,7.10000000000001,4.279,12.029,492,725,79,0.0100
140,-0.49999999999999967,14.5,5.532,12.882,492,725,5,0.0100
141,13.600000000000003,-11.4,5.532,12.882,493,725,14,0.0100
142,11.900000000000007,-13.100000000000001,5.532,12.882,494,725,31,0.0100
143,-4.099999999999987,0.8999999999999986,5.532,12.882,495,725,41,0.0100
144,-14.5,10.500000000000012,5.532,12.882,495,726,45,0.0100
145,-2.6999999999999957,22.300000000000004,5.532,12.882,495,727,27,0.0100
146,5.400000000000011,20.4,5.532,12.882,495,727,46,0.0100
147,-11.4,13.600000000000003,5.532,12.882,495,728,14,0.0100
148,7.500000000000004,42.49999999999996,5.532,12.882,495,729,75,0.0100
149,-1.4999999999999982,3.5,5.532,12.882,496,729,15,0.0100
150,-1.2999999999999996,23.700000000000003,5.532,12.882,496,730,13,0.0100
151,-6.999999999999989,27.999999999999957,5.532,12.882,496,731,70,0.0100
152,-3.300000000000001,31.699999999999996,5.532,12.882,496,732,33,0.0100
153,19.799999999999997,-5.199999999999996,5.532,12.882,497,732,52,0.0100
154,-1.5999999999999979,3.4000000000000004,5.532,12.882,498,732,16,0.0100
155,12.800000000000004,-2.199999999999992,5.532,12.882,498,732,22,0.0100
156,22.6,-2.3999999999999932,5.532,12.882,499,732,24,0.0100
157,-0.9999999999999996,14.0,5.532,12.882,499,732,10,0.0100
158,-1.1999999999999975,3.8000000000000007,5.532,12.882,500,732,12,0.0100
159,-1.599999999999996,3.4000000000000004,5.532,12.882,501,732,16,0.0100
160,-1.3999999999999986,13.600000000000003,4.302,11.852,501,732,14,0.0100
161,-12.8,12.200000000000006,4.302,11.852,501,733,28,0.0100
162,-1.4999999999999964,3.5,4.302,11.852,502,733,15,0.0100
163,-4.299999999999988,40.699999999999974,4.302,11.852,502,734,43,0.0100
164,-2.599999999999989,2.400000000000004,4.302,11.852,502,735,76,0.0100
165,-11.6,13.4,4.302,11.852,502,736,16,0.0100
166,10.79999999999997,35.799999999999955,4.302,11.852,502,737,92,0.0100
167,10.100000000000001,25.09999999999995,4.302,11.852,502,738,49,0.0100
168,-0.7999999999999996,14.200000000000001,4.302,11.852,502,738,8,0.0100
169,8.100000000000016,23.099999999999945,4.302,11.852,502,739,69,0.0100
170,-6.4999999999999805,-1.499999999999993,4.302,11.852,503,739,65,0.0100
171,3.7,-1.299999999999999,4.302,11.852,503,740,13,0.0100
172,10.200000000000061,-24.800000000000296,4.302,11.852,504,740,398,0.0100
173,4.699999999999971,-0.29999999999999716,4.302,11.852,505,740,53,0.0100
174,2.3999999999999995,7.4,4.302,11.852,505,741,26,0.0100
175,-0.6999999999999996,14.3,4.302,11.852,505,741,7,0.0100
176,-1.599999999999996,3.4000000000000004,4.302,11.852,506,741,16,0.0100
177,12.000000000000009,-13.0,4.302,11.852,507,741,30,0.0100
178,-3.6000000000000014,11.400000000000007,4.302,11.852,507,741,36,0.0100
179,1.5999999999999988,-13.400000000000002,4.302,11.852,507,741,34,0.0100
180,-16.89999999999999,48.09999999999992,3.203,11.803,507,742,69,0.0100
181,13.499999999999998,8.500000000000014,3.203,11.803,508,742,65,0.0100
182,3.600000000000012,18.60000000000001,3.203,11.803,508,742,64,0.0100
183,19.499999999999993,-15.499999999999996,3.203,11.803,509,742,55,0.0100
184,15.700000000000024,10.699999999999969,3.203,11.803,509,743,93,0.0100
185,-1.7,13.3,3.203,11.803,509,743,17,0.0100
186,0.20000000000001883,0.19999999999999396,3.203,11.803,509,743,98,0.0100
187,-2.900000000000001,22.10000000000001,3.203,11.803,509,744,29,0.0100
188,-1.7,23.300000000000004,3.203,11.803,509,745,17,0.0100
189,-2.0,32.99999999999999,3.203,11.803,509,746,20,0.0100
190,-4.100000000000001,20.899999999999995,3.203,11.803,509,747,41,0.0100
191,-12.3,32.69999999999999,3.203,11.803,509,748,23,0.0100
192,-0.7999999999999954,4.200000000000001,3.203,11.803,509,749,58,0.0100
193,-1.9000000000000001,23.100000000000005,3.203,11.803,509,750,19,0.0100
194,2.6999999999999997,-2.2999999999999936,3.203,11.803,509,751,23,0.0100
195,-1.6999999999999993,13.300000000000004,3.203,11.803,509,751,17,0.0100
196,-0.6999999999999996,14.3,3.203,11.803,509,751,7,0.0100
197,-4.300000000000001,30.699999999999967,3.203,11.803,509,752,43,0.0100
198,10.400000000000013,5.3999999999999755,3.203,11.803,509,753,46,0.0100
199,-2.2,32.79999999999999,3.203,11.803,509,754,22,0.0100
200,1.899999999999999,6.899999999999972,2.011,13.261,509,755,31,0.0100
201,4.300000000000004,29.30000000000001,2.011,13.261,509,756,57,0.0100
202,-1.7,13.3,2.011,13.261,509,756,17,0.0100
203,27.599999999999987,22.599999999999937,2.011,13.261,509,757,74,0.0100
204,-5.399999999999995,9.600000000000012,2.011,13.261,509,757,54,0.0100
205,10.599999999999982,25.59999999999998,2.011,13.261,509,757,94,0.0100
206,13.300000000000004,-11.7,2.011,13.261,510,757,17,0.0100
207,20.5,-4.499999999999988,2.011,13.261,511,757,45,0.0100
208,10.000000000000002,24.99999999999997,2.011,13.261,511,758,50,0.0100
209,-12.5,22.499999999999986,2.011,13.261,511,759,25,0.0100
210,-12.4,12.600000000000007,2.011,13.261,511,760,24,0.0100
211,8.099999999999996,3.0999999999999996,2.011,13.261,512,760,19,0.0100
212,14.699999999999955,-0.29999999999999716,2.011,13.261,513,760,53,0.0100
213,10.300000000000002,-4.699999999999994,2.011,13.261,513,760,47,0.0100
214,-3.899999999999995,21.099999999999966,2.011,13.261,513,761,39,0.0100
215,-5.799999999999981,-0.7999999999999954,2.011,13.261,514,761,58,0.0100
216,-1.0999999999999979,3.9000000000000004,2.011,13.261,515,761,11,0.0100
217,5.400000000000006,20.399999999999977,2.011,13.261,515,761,46,0.0100
218,-1.6999999999999957,3.3,2.011,13.261,516,761,17,0.0100
219,4.700000000000006,9.700000000000012,2.011,13.261,517,761,53,0.0100
220,-12.4,12.600000000000005,2.417,12.067,517,762,24,0.0100
221,17.50000000000002,-17.49999999999999,2.417,12.067,518,762,75,0.0100
222,0.7999999999999989,-14.200000000000001,2.417,12.067,518,762,42,0.0100
223,-5.299999999999997,49.699999999999946,2.417,12.067,518,763,53,0.0100
224,15.599999999999989,40.59999999999997,2.417,12.067,518,764,44,0.0100
225,-2.3,12.700000000000005,2.417,12.067,518,764,23,0.0100
226,12.100000000000007,27.09999999999991,2.417,12.067,518,765,129,0.0100
227,-0.5999999999999641,-5.599999999999978,2.417,12.067,519,765,106,0.0100
228,-11.0,4.0,2.417,12.067,519,765,10,0.0100
229,14.700000000000024,19.699999999999946,2.417,12.067,519,766,103,0.0100
230,7.300000000000004,22.300000000000008,2.417,12.067,519,766,27,0.0100
231,3.4000000000000004,28.39999999999995,2.417,12.067,519,767,66,0.0100
232,-11.4,13.600000000000001,2.417,12.067,519,768,14,0.0100
233,-2.7999999999999936,12.200000000000008,2.417,12.067,519,768,28,0.0100
234,35.89999999999997,10.899999999999922,2.417,12.067,520,768,91,0.0100
235,18.69999999999998,3.7000000000000135,2.417,12.067,521,768,113,0.0100
236,-11.299999999999999,13.700000000000001,2.417,12.067,521,769,13,0.0100
237,-4.799999999999993,20.200000000000017,2.417,12.067,521,770,48,0.0100
238,2.8999999999999986,-2.0999999999999908,2.417,12.067,522,770,71,0.0100
239,-9.899999999999986,35.09999999999996,2.417,12.067,522,771,99,0.0100
240,-2.2,22.800000000000004,2.128,12.078,522,772,22,0.0100
241,-4.299999999999994,10.700000000000012,2.128,12.078,522,772,43,0.0100
242,43.69999999999994,-1.3000000000000078,2.128,12.078,523,772,113,0.0100
243,16.400000000000027,21.39999999999992,2.128,12.078,523,773,86,0.0100
244,15.299999999999999,20.299999999999983,2.128,12.078,524,773,47,0.0100
245,-3.3999999999999684,31.599999999999973,2.128,12.078,524,774,134,0.0100
246,-3.3999999999999915,21.599999999999994,2.128,12.078,524,775,34,0.0100
247,-6.099999999999994,48.899999999999956,2.128,12.078,524,776,61,0.0100
248,8.200000000000019,33.19999999999995,2.128,12.078,524,777,118,0.0100
249,-11.9,13.100000000000005,2.128,12.078,524,778,19,0.0100
250,2.500000000000007,17.50000000000002,2.128,12.078,524,778,75,0.0100
251,-0.2999999999999723,24.700000000000017,2.128,12.078,524,779,103,0.0100
252,12.900000000000004,27.899999999999984,2.128,12.078,524,780,21,0.0100
253,-4.3999999999999915,20.599999999999987,2.128,12.078,524,781,44,0.0100
254,21.4,6.399999999999965,2.128,12.078,524,781,36,0.0100
255,4.3000000000000185,-0.6999999999999957,2.128,12.078,525,781,57,0.0100
256,-1.4999999999999964,23.5,2.128,12.078,525,782,15,0.0100
257,-8.29999999999999,6.700000000000013,2.128,12.078,525,782,83,0.0100
258,-13.200000000000001,11.800000000000006,2.128,12.078,525,783,32,0.0100
259,21.49999999999997,46.49999999999993,2.128,12.078,525,784,85,0.0100
260,-1.9000000000000001,23.1,2.593,14.143,525,785,19,0.0100
261,-1.7,23.300000000000004,2.593,14.143,525,786,17,0.0100
262,3.4000000000000004,-1.599999999999996,2.593,14.143,525,787,16,0.0100
263,-4.300000000000001,20.70000000000001,2.593,14.143,525,788,43,0.0100
264,4.30000000000001,4.2999999999999865,2.593,14.143,525,788,57,0.0100
265,-12.9,2.099999999999999,2.593,14.143,525,788,29,0.0100
266,31.29999999999999,-13.700000000000001,2.593,14.143,526,788,37,0.0100
267,2.6000000000000174,37.599999999999916,2.593,14.143,526,789,74,0.0100
268,-11.299999999999999,3.7,2.593,14.143,526,789,13,0.0100
269,22.7,-2.299999999999999,2.593,14.143,527,789,23,0.0100
270,2.3999999999999995,-12.600000000000001,2.593,14.143,527,789,26,0.0100
271,-1.2999999999999972,3.7,2.593,14.143,528,789,13,0.0100
272,1.0000000000000195,15.999999999999991,2.593,14.143,528,789,90,0.0100
273,0.900000000000003,25.90000000000002,2.593,14.143,528,790,91,0.0100
274,48.29999999999993,-16.699999999999992,2.593,14.143,529,790,67,0.0100
275,-3.699999999999995,11.30000000000001,2.593,14.143,529,790,37,0.0100
276,18.300000000000022,23.29999999999994,2.593,14.143,529,791,67,0.0100
277,-13.0,12.000000000000009,2.593,14.143,529,792,30,0.0100
278,-1.8999999999999968,13.100000000000003,2.593,14.143,529,792,19,0.0100
279,2.000000000000014,27.0,2.593,14.143,529,793,80,0.0100
280,1.6999999999999988,6.699999999999983,3.474,13.974,529,794,33,0.0100
281,-5.699999999999996,19.300000000000004,3.474,13.974,529,795,57,0.0100
282,19.100000000000016,34.09999999999995,3.474,13.974,529,796,59,0.0100
283,27.099999999999966,-17.899999999999988,3.474,13.974,530,796,79,0.0100
284,12.100000000000001,-2.899999999999997,3.474,13.974,530,796,29,0.0100
285,5.000000000000007,10.000000000000012,3.474,13.974,531,796,50,0.0100
286,7.499999999999995,12.5,3.474,13.974,532,796,25,0.0100
287,3.8000000000000145,28.800000000000004,3.474,13.974,532,797,62,0.0100
288,1.1999999999999984,26.199999999999967,3.474,13.974,532,798,38,0.0100
289,27.999999999999957,22.999999999999943,3.474,13.974,533,798,120,0.0100
290,21.100000000000012,-13.900000000000002,3.474,13.974,534,798,39,0.0100
291,15.299999999999999,0.3000000000000007,3.474,13.974,535,798,47,0.0100
292,-1.5999999999999925,33.399999999999956,3.474,13.974,535,799,66,0.0100
293,-2.3999999999999737,2.6000000000000405,3.474,13.974,535,800,174,0.0100
294,-11.7,33.3,3.474,13.974,535,801,17,0.0100
295,1.6999999999999988,36.69999999999997,3.474,13.974,535,802,33,0.0100
296,-12.5,2.4999999999999996,3.474,13.974,535,802,25,0.0100
297,6.400000000000006,31.39999999999999,3.474,13.974,535,803,36,0.0100
298,-3.0999999999999908,1.899999999999999,3.474,13.974,536,803,31,0.0100
299,-5.999999999999988,38.999999999999936,3.474,13.974,536,804,60,0.0100
300,33.4999999999999,48.49999999999982,4.550,14.500,536,804,165,0.0100
301,-3.000000000000001,32.0,4.550,14.500,536,805,30,0.0100
302,-12.1,22.9,4.550,14.500,536,806,21,0.0100
303,1.0000000000000138,45.99999999999998,4.550,14.500,536,807,90,0.0100
304,2.4999999999999996,7.500000000000002,4.550,14.500,536,808,25,0.0100
305,4.699999999999985,-0.29999999999999716,4.550,14.500,537,808,53,0.0100
306,-1.0,4.0,4.550,14.500,538,808,10,0.0100
307,-12.9,22.099999999999994,4.550,14.500,538,809,29,0.0100
308,7.499999999999995,2.4999999999999996,4.550,14.500,539,809,25,0.0100
309,12.700000000000006,-12.3,4.550,14.500,540,809,23,0.0100
310,-2.1,22.900000000000006,4.550,14.500,540,810,21,0.0100
311,0.40000000000000036,-14.6,4.550,14.500,540,810,46,0.0100
312,30.999999999999964,-14.000000000000002,4.550,14.500,541,810,40,0.0100
313,3.7000000000000064,18.70000000000001,4.550,14.500,541,810,63,0.0100
314,11.200000000000014,-13.8,4.550,14.500,542,810,38,0.0100
315,-3.6999999999999975,21.300000000000004,4.550,14.500,542,811,37,0.0100
316,-1.2999999999999972,3.7,4.550,14.500,543,811,13,0.0100
317,19.000000000000014,23.99999999999993,4.550,14.500,543,812,60,0.0100
318,-3.5999999999999996,11.400000000000006,4.550,14.500,543,812,36,0.0100
319,-4.799999999999996,20.200000000000006,4.550,14.500,543,813,48,0.0100
320,-9.699999999999982,-4.6999999999999815,4.219,14.369,544,813,97,0.0100
321,-14.899999999999999,40.09999999999998,4.219,14.369,544,814,49,0.0100
322,3.0,-12.0,4.219,14.369,544,814,20,0.0100
323,24.299999999999983,9.300000000000018,4.219,14.369,545,814,57,0.0100
324,-13.400000000000002,11.600000000000005,4.219,14.369,545,815,34,0.0100
325,-4.3999999999999995,20.599999999999987,4.219,14.369,545,816,44,0.0100
326,27.199999999999882,-7.799999999999958,4.219,14.369,546,816,278,0.0100
327,-6.39999999999999,8.600000000000016,4.219,14.369,546,816,64,0.0100
328,3.3,-11.7,4.219,14.369,546,816,17,0.0100
329,5.800000000000004,20.799999999999997,4.219,14.369,546,816,42,0.0100
330,10.800000000000004,-4.199999999999989,4.219,14.369,546,816,42,0.0100
331,-2.7000000000000006,32.29999999999998,4.219,14.369,546,817,27,0.0100
332,4.0,-1.0,4.219,14.369,546,818,10,0.0100
333,-5.599999999999987,19.400000000000016,4.219,14.369,546,819,56,0.0100
334,3.7,-1.299999999999999,4.219,14.369,546,820,13,0.0100
335,-3.8999999999999995,31.099999999999966,4.219,14.369,546,821,39,0.0100
336,10.700000000000014,-14.3,4.219,14.369,547,821,43,0.0100
337,-1.1999999999999957,3.8000000000000007,4.219,14.369,548,821,12,0.0100
338,-3.1000000000000005,11.900000000000002,4.219,14.369,548,821,31,0.0100
339,7.500000000000005,32.499999999999986,4.219,14.369,548,822,25,0.0100
340,36.599999999999994,21.599999999999916,4.359,13.509,548,822,84,0.0100
341,1.6999999999999988,-13.3,4.359,13.509,548,822,33,0.0100
342,-1.0999999999999996,23.900000000000002,4.359,13.509,548,823,11,0.0100
343,13.600000000000003,-11.4,4.359,13.509,549,823,14,0.0100
344,12.900000000000006,-2.0999999999999925,4.359,13.509,549,823,21,0.0100
345,20.5,25.499999999999964,4.359,13.509,549,824,45,0.0100
346,35.499999999999964,0.5,4.359,13.509,550,824,45,0.0100
347,1.6999999999999988,-13.3,4.359,13.509,550,824,33,0.0100
348,-1.7,23.300000000000004,4.359,13.509,550,825,17,0.0100
349,-1.7,33.300000000000004,4.359,13.509,550,826,17,0.0100
350,4.000000000000009,19.000000000000018,4.359,13.509,550,826,60,0.0100
351,-11.299999999999999,23.699999999999996,4.359,13.509,550,827,13,0.0100
352,-13.8,31.19999999999998,4.359,13.509,550,828,38,0.0100
353,1.9999999999999991,16.999999999999986,4.359,13.509,550,829,30,0.0100
354,-1.8,23.200000000000003,4.359,13.509,550,830,18,0.0100
355,-5.299999999999997,19.700000000000017,4.359,13.509,550,831,53,0.0100
356,1.9999999999999991,6.999999999999984,4.359,13.509,550,832,30,0.0100
357,-3.0999999999999988,11.900000000000004,4.359,13.509,550,832,31,0.0100
358,24.79999999999996,19.799999999999955,4.359,13.509,550,833,102,0.0100
359,20.39999999999999,15.40000000000003,4.359,13.509,551,833,96,0.0100
360,-6.399999999999986,8.600000000000014,4.413,12.063,551,833,64,0.0100
361,12.00000000000001,-13.0,4.413,12.063,552,833,30,0.0100
362,-2.399999999999995,17.6,4.413,12.063,552,834,24,0.0100
363,8.000000000000016,22.999999999999936,4.413,12.063,552,835,70,0.0100
364,18.400000000000013,13.399999999999979,4.413,12.063,552,836,66,0.0100
365,11.999999999999945,17.000000000000007,4.413,12.063,553,836,80,0.0100
366,37.59999999999996,32.59999999999991,4.413,12.063,553,837,74,0.0100
367,-4.200000000000001,30.8,4.413,12.063,553,838,42,0.0100
368,13.100000000000023,8.10000000000001,4.413,12.063,553,839,119,0.0100
369,30.60000000000001,15.599999999999953,4.413,12.063,553,839,144,0.0100
370,51.19999999999997,-13.8,4.413,12.063,554,839,38,0.0100
371,4.300000000000013,39.29999999999998,4.413,12.063,554,840,57,0.0100
372,-15.399999999999997,-15.399999999999997,4.413,12.063,554,840,54,0.0100
373,-4.6999999999999975,10.300000000000008,4.413,12.063,554,840,47,0.0100
374,-2.3000000000000003,32.69999999999999,4.413,12.063,554,841,23,0.0100
375,-11.8,13.200000000000005,4.413,12.063,554,842,18,0.0100
376,3.500000000000009,18.49999999999999,4.413,12.063,554,842,65,0.0100
377,18.70000000000001,23.69999999999996,4.413,12.063,554,843,63,0.0100
