Episode,Score,Steps,AvgScore,Epsilon,QStates
136,0,25,0.20,0.5032,716
137,0,17,0.20,0.5007,719
138,0,26,0.20,0.4982,719
139,0,36,0.20,0.4957,723
140,1,14,0.21,0.4932,728
141,0,19,0.21,0.4908,735
142,0,32,0.21,0.4883,742
143,2,35,0.23,0.4859,747
144,0,12,0.22,0.4834,750
145,0,16,0.22,0.4810,751
146,0,17,0.22,0.4786,754
147,0,8,0.21,0.4762,756
148,0,29,0.21,0.4738,762
149,0,22,0.21,0.4715,762
150,0,60,0.21,0.4691,772
151,0,11,0.21,0.4668,776
152,1,8,0.22,0.4644,778
153,0,17,0.22,0.4621,784
154,0,21,0.22,0.4598,785
155,0,33,0.22,0.4575,788
156,0,11,0.22,0.4552,790
157,0,9,0.22,0.4529,791
158,0,12,0.21,0.4507,791
159,0,6,0.21,0.4484,794
160,0,13,0.21,0.4462,798
161,0,6,0.21,0.4440,798
162,0,9,0.21,0.4417,798
163,0,5,0.21,0.4395,798
164,0,20,0.21,0.4373,799
165,0,8,0.21,0.4351,799
166,1,53,0.22,0.4330,810
167,0,27,0.22,0.4308,813
168,2,61,0.24,0.4286,823
169,0,5,0.24,0.4265,824
170,0,8,0.24,0.4244,824
171,0,10,0.24,0.4223,824
172,0,15,0.24,0.4201,826
173,0,17,0.24,0.4180,826
174,1,52,0.25,0.4159,834
175,1,33,0.26,0.4139,845
176,1,27,0.27,0.4118,846
177,0,12,0.27,0.4097,850
178,0,14,0.27,0.4077,853
179,0,9,0.26,0.4057,855
180,0,26,0.26,0.4036,855
181,0,18,0.25,0.4016,855
182,1,11,0.26,0.3996,856
183,1,18,0.27,0.3976,857
184,0,15,0.27,0.3956,858
185,0,21,0.27,0.3936,859
186,1,15,0.26,0.3917,863
187,0,23,0.26,0.3897,868
188,0,15,0.26,0.3878,870
189,1,35,0.24,0.3858,878
190,0,10,0.24,0.3839,879
191,0,19,0.24,0.3820,882
192,0,8,0.24,0.3801,883
193,0,13,0.23,0.3782,884
194,0,14,0.22,0.3763,886
195,0,6,0.22,0.3744,888
196,1,10,0.23,0.3725,889
197,0,16,0.23,0.3707,895
198,1,13,0.24,0.3688,895
199,1,26,0.25,0.3670,908
200,1,40,0.25,0.3651,914
201,1,13,0.25,0.3633,917
202,3,81,0.28,0.3615,931
203,0,20,0.28,0.3597,932
204,0,10,0.27,0.3579,933
205,0,17,0.26,0.3561,934
206,2,36,0.28,0.3543,939
207,0,13,0.28,0.3525,941
208,0,11,0.27,0.3508,943
209,1,40,0.28,0.3490,947
210,0,32,0.28,0.3473,952
211,1,10,0.29,0.3455,954
212,0,25,0.29,0.3438,959
213,1,16,0.30,0.3421,962
214,0,22,0.30,0.3404,967
215,1,9,0.31,0.3387,968
216,0,7,0.30,0.3370,968
217,1,25,0.31,0.3353,970
218,0,18,0.31,0.3336,972
219,0,11,0.31,0.3320,974
220,2,42,0.33,0.3303,990
221,1,8,0.34,0.3286,992
222,0,11,0.32,0.3270,994
223,0,19,0.32,0.3254,995
224,1,28,0.33,0.3237,1002
225,0,25,0.33,0.3221,1004
226,1,29,0.34,0.3205,1011
227,0,7,0.34,0.3189,1011
228,0,19,0.34,0.3173,1016
229,0,7,0.34,0.3157,1016
230,0,12,0.34,0.3141,1020
231,1,21,0.35,0.3126,1025
232,1,23,0.36,0.3110,1031
233,1,43,0.37,0.3095,1038
234,0,20,0.37,0.3079,1038
235,0,35,0.37,0.3064,1040
236,0,15,0.37,0.3048,1042
237,1,29,0.38,0.3033,1046
238,0,11,0.38,0.3018,1047
239,1,19,0.39,0.3003,1047
240,0,37,0.38,0.2988,1053
241,0,21,0.38,0.2973,1057
242,1,25,0.39,0.2958,1059
243,0,23,0.37,0.2943,1062
244,0,6,0.37,0.2929,1062
245,1,14,0.38,0.2914,1063
246,0,33,0.38,0.2899,1065
247,1,26,0.39,0.2885,1066
248,0,13,0.39,0.2870,1066
249,0,18,0.39,0.2856,1066
250,0,22,0.39,0.2842,1070
251,0,18,0.39,0.2828,1074
252,0,22,0.38,0.2813,1075
253,0,14,0.38,0.2799,1076
254,0,27,0.38,0.2785,1081
255,1,27,0.39,0.2771,1083
256,0,19,0.39,0.2758,1087
257,1,30,0.40,0.2744,1091
258,1,19,0.41,0.2730,1093
259,0,15,0.41,0.2716,1094
260,0,18,0.41,0.2703,1094
261,0,31,0.41,0.2689,1094
262,0,27,0.41,0.2676,1104
263,1,36,0.42,0.2663,1111
264,0,18,0.42,0.2649,1113
265,0,15,0.42,0.2636,1117
266,0,11,0.41,0.2623,1118
267,1,46,0.42,0.2610,1129
268,0,24,0.40,0.2597,1131
269,2,85,0.42,0.2584,1139
270,0,21,0.42,0.2571,1142
271,0,14,0.42,0.2558,1143
272,1,23,0.43,0.2545,1148
273,0,19,0.43,0.2532,1149
274,0,11,0.42,0.2520,1152
275,0,16,0.41,0.2507,1154
276,1,21,0.41,0.2495,1157
277,1,28,0.42,0.2482,1160
278,0,10,0.42,0.2470,1163
279,0,14,0.42,0.2457,1163
280,0,18,0.42,0.2445,1164
281,0,16,0.42,0.2433,1165
282,0,15,0.41,0.2421,1165
283,0,8,0.40,0.2409,1167
284,1,10,0.41,0.2397,1167
285,0,65,0.41,0.2385,1175
286,0,12,0.40,0.2373,1175
287,1,20,0.41,0.2361,1179
288,0,15,0.41,0.2349,1179
289,0,48,0.40,0.2337,1181
290,0,20,0.40,0.2326,1182
291,2,13,0.42,0.2314,1189
292,0,30,0.42,0.2302,1192
293,1,5,0.43,0.2291,1194
294,2,40,0.45,0.2279,1200
295,0,25,0.45,0.2268,1206
296,2,35,0.46,0.2257,1209
297,0,39,0.46,0.2245,1215
298,0,7,0.45,0.2234,1218
299,0,28,0.44,0.2223,1223
300,0,24,0.43,0.2212,1225
301,0,12,0.42,0.2201,1225
302,0,8,0.39,0.2190,1225
303,1,18,0.40,0.2179,1227
304,0,18,0.40,0.2168,1227
305,0,16,0.40,0.2157,1227
306,0,18,0.38,0.2146,1228
307,0,24,0.38,0.2136,1231
308,0,7,0.38,0.2125,1231
309,1,12,0.38,0.2114,1233
310,0,14,0.38,0.2104,1233
311,0,26,0.37,0.2093,1241
312,1,29,0.38,0.2083,1246
313,0,12,0.37,0.2072,1246
314,0,4,0.37,0.2062,1246
315,1,13,0.37,0.2052,1248
316,1,8,0.38,0.2041,1249
317,0,6,0.37,0.2031,1249
318,0,18,0.37,0.2021,1251
319,0,18,0.37,0.2011,1251
320,0,28,0.35,0.2001,1255
321,0,16,0.34,0.1991,1257
322,0,14,0.34,0.1981,1257
323,1,13,0.35,0.1971,1261
324,1,19,0.35,0.1961,1264
325,0,33,0.35,0.1951,1267
326,0,10,0.34,0.1942,1267
327,1,13,0.35,0.1932,1267
328,0,10,0.35,0.1922,1267
329,0,59,0.35,0.1913,1268
330,1,21,0.36,0.1903,1269
331,0,17,0.35,0.1893,1270
332,0,19,0.34,0.1884,1273
333,0,20,0.33,0.1875,1276
334,0,24,0.33,0.1865,1278
335,0,15,0.33,0.1856,1280
336,0,7,0.33,0.1847,1281
337,0,21,0.32,0.1837,1286
338,0,6,0.32,0.1828,1287
339,1,19,0.32,0.1819,1289
340,0,10,0.32,0.1810,1290
341,1,26,0.33,0.1801,1293
342,0,19,0.32,0.1792,1295
343,1,27,0.33,0.1783,1306
344,1,20,0.34,0.1774,1308
345,1,46,0.34,0.1765,1309
346,0,17,0.34,0.1756,1310
347,0,7,0.33,0.1748,1310
348,1,25,0.34,0.1739,1314
349,0,9,0.34,0.1730,1315
350,0,19,0.34,0.1721,1315
351,0,26,0.34,0.1713,1321
352,0,8,0.34,0.1704,1321
353,1,14,0.35,0.1696,1323
354,0,19,0.35,0.1687,1326
355,1,8,0.35,0.1679,1327
356,0,38,0.35,0.1670,1330
357,0,12,0.34,0.1662,1330
358,0,6,0.33,0.1654,1330
359,0,15,0.33,0.1646,1330
360,1,12,0.34,0.1637,1330
361,1,22,0.35,0.1629,1333
362,1,20,0.36,0.1621,1335
363,4,59,0.39,0.1613,1352
364,0,13,0.39,0.1605,1353
365,1,24,0.40,0.1597,1356
366,2,33,0.42,0.1589,1366
367,1,11,0.42,0.1581,1367
368,0,12,0.42,0.1573,1369
369,2,34,0.42,0.1565,1378
370,0,36,0.42,0.1557,1384
371,0,11,0.42,0.1549,1386
372,0,13,0.41,0.1542,1387
373,0,28,0.41,0.1534,1391
374,0,20,0.41,0.1526,1393
375,1,37,0.42,0.1519,1397
376,0,9,0.41,0.1511,1398
377,0,25,0.40,0.1504,1400
378,0,8,0.40,0.1496,1400
379,1,13,0.41,0.1489,1401
380,2,21,0.43,0.1481,1403
381,1,31,0.44,0.1474,1405
382,1,13,0.45,0.1466,1405
383,0,14,0.45,0.1459,1405
384,2,20,0.46,0.1452,1406
385,1,12,0.47,0.1444,1406
386,0,14,0.47,0.1437,1406
387,1,19,0.47,0.1430,1409
388,0,10,0.47,0.1423,1409
389,2,46,0.49,0.1416,1414
390,1,23,0.50,0.1409,1417
391,0,14,0.48,0.1402,1418
392,0,5,0.48,0.1395,1418
393,1,17,0.48,0.1388,1422
394,0,24,0.46,0.1381,1425
395,0,4,0.46,0.1374,1425
396,0,14,0.44,0.1367,1426
397,1,33,0.45,0.1360,1428
398,3,28,0.48,0.1353,1431
399,0,12,0.48,0.1347,1432
400,1,11,0.49,0.1340,1435
401,0,11,0.49,0.1333,1436
402,1,16,0.50,0.1326,1440
403,2,14,0.51,0.1320,1440
404,0,19,0.51,0.1313,1441
405,0,14,0.51,0.1307,1441
406,0,15,0.51,0.1300,1444
407,0,18,0.51,0.1294,1447
408,1,11,0.52,0.1287,1448
409,0,7,0.51,0.1281,1448
410,0,17,0.51,0.1274,1448
411,0,12,0.51,0.1268,1449
412,0,7,0.50,0.1262,1451
413,0,16,0.50,0.1255,1451
414,2,34,0.52,0.1249,1456
415,0,41,0.51,0.1243,1464
416,1,42,0.51,0.1237,1464
417,0,12,0.51,0.1230,1465
418,0,18,0.51,0.1224,1467
419,0,14,0.51,0.1218,1467
420,0,11,0.51,0.1212,1467
421,0,12,0.51,0.1206,1468
422,0,10,0.51,0.1200,1470
423,2,60,0.52,0.1194,1475
424,1,30,0.52,0.1188,1475
425,0,17,0.52,0.1182,1476
426,0,16,0.52,0.1176,1477
427,2,40,0.53,0.1170,1482
428,1,17,0.54,0.1164,1485
429,1,18,0.55,0.1159,1487
430,1,14,0.55,0.1153,1487
431,0,8,0.55,0.1147,1488
432,1,24,0.56,0.1141,1491
433,0,26,0.56,0.1136,1493
434,1,50,0.57,0.1130,1495
435,1,14,0.58,0.1124,1496
436,2,24,0.60,0.1119,1497
437,0,17,0.60,0.1113,1502
438,0,19,0.60,0.1107,1502
439,0,19,0.59,0.1102,1502
440,0,7,0.59,0.1096,1502
441,0,26,0.58,0.1091,1502
442,0,24,0.58,0.1085,1505
443,0,14,0.57,0.1080,1505
444,1,20,0.57,0.1075,1509
445,1,11,0.57,0.1069,1509
446,1,22,0.58,0.1064,1510
447,2,28,0.60,0.1059,1515
448,1,39,0.60,0.1053,1517
449,0,10,0.60,0.1048,1518
450,0,22,0.60,0.1043,1519
451,0,4,0.60,0.1038,1519
452,0,23,0.60,0.1032,1520
453,0,16,0.59,0.1027,1522
454,0,19,0.59,0.1022,1522
455,1,11,0.59,0.1017,1524
456,0,9,0.59,0.1012,1525
457,0,17,0.59,0.1007,1525
458,1,25,0.60,0.1002,1527
459,1,22,0.61,0.0997,1531
460,3,36,0.63,0.0992,1532
461,0,9,0.62,0.0987,1532
462,0,28,0.61,0.0982,1532
463,0,5,0.57,0.0977,1532
464,3,36,0.60,0.0972,1536
465,0,14,0.59,0.0967,1537
466,2,27,0.59,0.0962,1542
467,2,25,0.60,0.0958,1548
468,1,34,0.61,0.0953,1548
469,0,19,0.59,0.0948,1551
470,1,69,0.60,0.0943,1552
471,0,30,0.60,0.0939,1555
472,1,12,0.61,0.0934,1556
473,1,16,0.62,0.0929,1556
474,1,6,0.63,0.0925,1556
475,0,4,0.62,0.0920,1556
476,1,8,0.63,0.0915,1557
477,1,47,0.64,0.0911,1562
478,1,34,0.65,0.0906,1567
479,2,21,0.66,0.0902,1568
480,0,4,0.64,0.0897,1568
481,3,70,0.66,0.0893,1576
482,1,17,0.66,0.0888,1577
483,2,28,0.68,0.0884,1579
484,1,10,0.67,0.0879,1579
485,1,30,0.67,0.0875,1583
486,1,44,0.68,0.0871,1594
487,0,12,0.67,0.0866,1594
488,2,18,0.69,0.0862,1596
489,1,18,0.68,0.0858,1598
490,0,14,0.67,0.0853,1600
491,1,43,0.68,0.0849,1604
492,2,18,0.70,0.0845,1605
493,0,7,0.69,0.0841,1606
494,1,18,0.70,0.0836,1609
495,1,18,0.71,0.0832,1611
496,1,22,0.72,0.0828,1611
497,3,61,0.74,0.0824,1623
498,1,41,0.72,0.0820,1624
499,1,16,0.73,0.0816,1625
500,0,6,0.72,0.0812,1625
501,1,10,0.73,0.0808,1625
502,3,50,0.75,0.0804,1629
503,0,16,0.73,0.0800,1629
504,3,57,0.76,0.0796,1631
505,0,8,0.76,0.0792,1632
506,0,23,0.76,0.0788,1632
507,1,6,0.77,0.0784,1632
508,0,4,0.76,0.0780,1632
509,1,31,0.77,0.0776,1632
510,1,12,0.78,0.0772,1635
511,2,40,0.80,0.0768,1642
512,1,12,0.81,0.0764,1643
513,1,24,0.82,0.0760,1643
514,3,24,0.83,0.0757,1646
515,2,25,0.85,0.0753,1647
516,2,22,0.86,0.0749,1648
517,1,20,0.87,0.0745,1648
518,1,16,0.88,0.0742,1650
519,2,56,0.90,0.0738,1652
520,1,12,0.91,0.0734,1653
521,1,19,0.92,0.0731,1655
522,1,30,0.93,0.0727,1655
523,0,8,0.91,0.0723,1657
524,2,12,0.92,0.0720,1658
525,1,22,0.93,0.0716,1661
526,2,40,0.95,0.0712,1662
527,1,32,0.94,0.0709,1663
528,1,17,0.94,0.0705,1663
529,1,72,0.94,0.0702,1668
530,1,23,0.94,0.0698,1669
531,0,11,0.94,0.0695,1671
532,1,17,0.94,0.0691,1672
533,1,13,0.95,0.0688,1672
534,1,26,0.95,0.0684,1673
535,2,31,0.96,0.0681,1674
536,0,4,0.94,0.0678,1674
537,0,40,0.94,0.0674,1674
538,1,18,0.95,0.0671,1675
539,0,27,0.95,0.0668,1676
540,1,19,0.96,0.0664,1678
541,1,25,0.97,0.0661,1680
542,1,9,0.98,0.0658,1681
543,2,35,1.00,0.0654,1683
544,2,37,1.01,0.0651,1688
545,0,28,1.00,0.0648,1691
546,2,42,1.01,0.0645,1691
547,0,5,0.99,0.0641,1691
548,2,22,1.00,0.0638,1691
549,0,8,1.00,0.0635,1691
550,1,14,1.01,0.0632,1692
551,1,15,1.02,0.0629,1693
552,3,76,1.05,0.0625,1697
553,1,14,1.06,0.0622,1699
554,2,10,1.08,0.0619,1702
555,2,63,1.09,0.0616,1706
556,0,9,1.09,0.0613,1706
557,3,52,1.12,0.0610,1707
558,1,11,1.12,0.0607,1710
559,4,54,1.15,0.0604,1721
560,0,29,1.12,0.0601,1721
561,0,11,1.12,0.0598,1722
562,0,12,1.12,0.0595,1723
563,1,30,1.13,0.0592,1727
564,0,20,1.10,0.0589,1729
565,1,13,1.11,0.0586,1729
566,1,19,1.10,0.0583,1732
567,0,33,1.08,0.0580,1733
568,1,27,1.08,0.0577,1733
569,1,20,1.09,0.0574,1735
570,2,55,1.10,0.0571,1742
571,1,24,1.11,0.0569,1745
572,1,9,1.11,0.0566,1746
573,1,10,1.11,0.0563,1746
574,1,15,1.11,0.0560,1746
575,1,20,1.12,0.0557,1750
576,0,6,1.11,0.0555,1751
577,0,14,1.10,0.0552,1752
578,1,11,1.10,0.0549,1752
579,1,17,1.09,0.0546,1754
580,0,12,1.09,0.0544,1755
581,1,7,1.07,0.0541,1755
582,0,10,1.06,0.0538,1755
583,4,55,1.08,0.0535,1765
584,0,5,1.07,0.0533,1765
585,1,28,1.07,0.0530,1765
586,0,4,1.06,0.0527,1765
587,0,4,1.06,0.0525,1765
588,1,12,1.05,0.0522,1765
589,1,19,1.05,0.0520,1765
590,1,19,1.06,0.0517,1767
591,1,62,1.06,0.0514,1776
592,0,4,1.04,0.0512,1776
593,1,23,1.05,0.0509,1776
594,1,13,1.05,0.0507,1777
595,1,18,1.05,0.0504,1777
596,1,28,1.05,0.0502,1779
597,3,32,1.05,0.0499,1779
598,2,31,1.06,0.0497,1783
599,3,58,1.08,0.0494,1790
600,2,33,1.10,0.0492,1791
601,1,30,1.10,0.0489,1792
602,1,12,1.08,0.0487,1792
603,0,7,1.08,0.0484,1792
604,3,38,1.08,0.0482,1793
605,1,17,1.09,0.0479,1794
606,2,10,1.11,0.0477,1794
607,3,68,1.13,0.0475,1798
608,0,14,1.13,0.0472,1798
609,1,12,1.13,0.0470,1798
610,1,22,1.13,0.0468,1798
611,0,8,1.11,0.0465,1798
612,2,42,1.12,0.0463,1802
613,0,17,1.11,0.0461,1803
614,0,43,1.08,0.0458,1804
615,1,14,1.07,0.0456,1804
616,0,20,1.05,0.0454,1804
617,1,19,1.05,0.0452,1807
618,0,7,1.04,0.0449,1807
619,1,18,1.03,0.0447,1807
620,1,7,1.03,0.0445,1807
621,0,28,1.02,0.0443,1807
622,0,4,1.01,0.0440,1807
623,1,28,1.02,0.0438,1808
624,0,17,1.00,0.0436,1808
625,1,14,1.00,0.0434,1808
626,1,26,0.99,0.0432,1811
627,1,29,0.99,0.0429,1813
628,1,32,0.99,0.0427,1814
629,0,13,0.98,0.0425,1814
630,2,24,0.99,0.0423,1815
631,1,24,1.00,0.0421,1819
632,1,12,1.00,0.0419,1819
633,0,32,0.99,0.0417,1819
634,0,7,0.98,0.0415,1820
635,3,38,0.99,0.0413,1821
636,0,12,0.99,0.0410,1821
637,0,7,0.99,0.0408,1821
638,3,58,1.01,0.0406,1822
639,0,11,1.01,0.0404,1822
640,1,21,1.01,0.0402,1828
641,2,20,1.02,0.0400,1830
642,1,16,1.02,0.0398,1832
643,1,25,1.01,0.0396,1835
644,1,13,1.00,0.0394,1836
645,2,49,1.02,0.0392,1843
646,1,20,1.01,0.0390,1844
647,0,7,1.01,0.0388,1844
648,1,17,1.00,0.0387,1846
649,1,33,1.01,0.0385,1846
650,0,12,1.00,0.0383,1846
651,1,16,1.00,0.0381,1847
652,0,11,0.97,0.0379,1847
653,1,20,0.97,0.0377,1848
654,1,11,0.96,0.0375,1848
655,2,47,0.96,0.0373,1850
656,3,59,0.99,0.0371,1854
657,1,9,0.97,0.0369,1854
658,2,33,0.98,0.0368,1857
659,1,25,0.95,0.0366,1857
660,0,18,0.95,0.0364,1858
661,2,22,0.97,0.0362,1860
662,2,21,0.99,0.0360,1860
663,1,12,0.99,0.0359,1860
664,1,24,1.00,0.0357,1860
665,2,32,1.01,0.0355,1861
666,0,8,1.00,0.0353,1861
667,1,12,1.01,0.0351,1862
668,0,18,1.00,0.0350,1864
669,1,8,1.00,0.0348,1865
670,1,29,0.99,0.0346,1870
671,0,32,0.98,0.0344,1876
672,5,76,1.02,0.0343,1876
673,1,12,1.02,0.0341,1877
674,1,8,1.02,0.0339,1878
675,1,15,1.02,0.0338,1878
676,2,45,1.04,0.0336,1884
677,1,15,1.05,0.0334,1884
678,2,32,1.06,0.0333,1888
679,1,18,1.06,0.0331,1889
680,0,4,1.06,0.0329,1889
681,1,35,1.06,0.0328,1893
682,1,26,1.07,0.0326,1893
683,1,22,1.04,0.0324,1893
684,0,8,1.04,0.0323,1894
685,0,7,1.03,0.0321,1894
686,1,10,1.04,0.0319,1894
687,1,27,1.05,0.0318,1895
688,1,23,1.05,0.0316,1898
689,1,10,1.05,0.0315,1898
690,1,18,1.05,0.0313,1899
691,1,10,1.05,0.0312,1899
692,1,11,1.06,0.0310,1899
693,1,54,1.06,0.0308,1902
694,1,28,1.06,0.0307,1905
695,1,20,1.06,0.0305,1906
696,2,29,1.07,0.0304,1908
697,1,12,1.05,0.0302,1909
698,2,27,1.05,0.0301,1912
699,1,44,1.03,0.0299,1913
700,2,27,1.03,0.0298,1914
701,3,28,1.05,0.0296,1914
702,1,6,1.05,0.0295,1914
703,3,45,1.08,0.0293,1916
704,1,28,1.06,0.0292,1921
705,1,14,1.06,0.0290,1921
706,0,7,1.04,0.0289,1921
707,1,14,1.02,0.0288,1923
708,3,30,1.05,0.0286,1925
709,2,43,1.06,0.0285,1926
710,1,11,1.06,0.0283,1926
711,1,35,1.07,0.0282,1927
712,3,128,1.08,0.0280,1928
713,1,9,1.09,0.0279,1928
714,1,19,1.10,0.0278,1928
715,1,6,1.10,0.0276,1928
716,0,23,1.10,0.0275,1930
717,1,17,1.10,0.0274,1931
718,1,33,1.11,0.0272,1932
719,1,67,1.11,0.0271,1943
720,1,11,1.11,0.0269,1943
721,0,14,1.11,0.0268,1943
722,1,18,1.12,0.0267,1943
723,2,43,1.13,0.0265,1947
724,1,11,1.14,0.0264,1948
725,2,20,1.15,0.0263,1950
726,3,24,1.17,0.0261,1952
727,1,36,1.17,0.0260,1955
728,1,9,1.17,0.0259,1955
729,1,25,1.18,0.0258,1959
730,1,9,1.17,0.0256,1960
731,0,11,1.16,0.0255,1961
732,1,31,1.16,0.0254,1962
733,1,19,1.17,0.0252,1962
734,1,36,1.18,0.0251,1964
735,2,17,1.17,0.0250,1966
736,2,14,1.19,0.0249,1967
737,2,19,1.21,0.0247,1969
738,1,13,1.19,0.0246,1969
739,3,29,1.22,0.0245,1969
740,1,46,1.22,0.0244,1973
741,3,67,1.23,0.0243,1983
742,2,38,1.24,0.0241,1983
743,1,20,1.24,0.0240,1987
744,0,32,1.23,0.0239,1995
745,5,85,1.26,0.0238,1998
746,1,51,1.26,0.0237,2003
747,1,19,1.27,0.0235,2003
748,0,16,1.26,0.0234,2004
749,2,45,1.27,0.0233,2006
750,1,35,1.28,0.0232,2008
751,1,7,1.28,0.0231,2008
752,1,16,1.29,0.0229,2010
753,1,14,1.29,0.0228,2012
754,2,24,1.30,0.0227,2013
755,1,17,1.29,0.0226,2014
756,1,29,1.27,0.0225,2017
757,1,11,1.27,0.0224,2019
758,1,23,1.26,0.0223,2019
759,1,21,1.26,0.0222,2019
760,1,20,1.27,0.0220,2021
761,2,55,1.27,0.0219,2025
762,0,13,1.25,0.0218,2026
763,0,19,1.24,0.0217,2027
764,1,12,1.24,0.0216,2027
765,0,12,1.22,0.0215,2030
766,0,14,1.22,0.0214,2031
767,2,20,1.23,0.0213,2037
768,2,20,1.25,0.0212,2044
769,1,20,1.25,0.0211,2048
770,0,8,1.24,0.0210,2048
771,3,34,1.27,0.0209,2049
772,1,18,1.23,0.0208,2051
773,1,22,1.23,0.0207,2052
774,1,23,1.23,0.0206,2053
775,1,17,1.23,0.0205,2053
776,2,25,1.23,0.0203,2053
777,1,19,1.23,0.0202,2056
778,0,9,1.21,0.0201,2056
779,0,25,1.20,0.0200,2059
780,0,8,1.20,0.0199,2060
781,0,26,1.19,0.0198,2062
782,3,28,1.21,0.0197,2062
783,1,12,1.21,0.0196,2063
784,2,25,1.23,0.0195,2067
785,2,47,1.25,0.0195,2069
786,1,8,1.25,0.0194,2069
